concept,question,answer
united_states,"What is the death rate in the United States per 1,000 people?","About 10 per 1,000"
obama,"In 2014–2015, Obama approval hovered around which range?",40s–50s
lasers,Name a common infrared laser type.,Nd:YAG laser.
bacteria,What process ensures equal chromosome segregation during bacterial binary fission?,Chromosome segregation.
paris,Which Paris restaurant on the roof of Centre Pompidou is Georges?,Georges
united_states,Which United States military branch operates aircraft carriers?,Navy
people,"In humans, which vessel carries blood away from the heart?",Artery
united_states,"In the United States, what is the capital of Florida?",Tallahassee
obama,Which health care law did Obama defend across SOTU addresses?,Affordable Care Act
paris,Which Paris event marked Robespierre's fall from power in 1794?,Fall of Robespierre
dogs,What signal does a scent-detection dog give upon locating a scent?,Alert
cats,What small statue honored cats in ancient Egyptian tombs?,Cat figurine
people,"Which cavity filters, warms, and humidifies inhaled air in humans?",Nasal cavity
cats,Do cats use hind claws when scratching?,Usually not
the_moon,Islamic calendar months begin with the sighting of which Moon feature?,New crescent moon
dogs,Which sense helps dogs track by scent in air?,Smell
obama,Which initiative did Michelle Obama champion to improve children's nutrition during the Obama administration?,Let's Move!
bacteria,What instrument measures bacterial colony diameter on a plate?,Ruler.
chess,Who became World Chess Champion in 1921?,Jose Capablanca
lasers,What semiconductor laser is common in telecom?,Laser diode
people,"In human development, which stage involves learning through sensorimotor actions?",Sensorimotor stage
cats,What noise might a cat make during grooming?,Purring.
united_states,Which war expanded the United States by the Mexican Cession?,Mexican-American War
cats,Where do cat flea eggs primarily hatch?,Environment
dogs,Dog breed origin country of Boxer?,Germany
paris,Which Paris airport is connected to Paris by the RER B line?,Charles de Gaulle
paris,Which Paris music hall on Boulevard des Capucines opened in 1888?,Olympia
paris,Nuit Blanche in Paris occurs on which date?,First Saturday of October
paris,Which river is Paris's iconic waterway?,Seine
people,Which human pigment disorder causes lack of melanin?,Albinism
lasers,What process enables laser emission in printers?,stimulated emission
people,Which electrolyte helps regulate hydration in the human body?,Sodium.
obama,Which Obama EO broadened EEO to LGBT employees?,13672.
paris,Which Paris airport is named after a French president and general?,Charles de Gaulle
lasers,What principle creates interference patterns in laser holography?,Interference of coherent light
obama,"Under Obama, were pardons or commutations more numerous?",Commutations
bacteria,What determines the speed of bacterial flagellar rotation?,torque
the_moon,Under which law are lunar missions bound to respect the Moon's environment?,Outer Space Treaty
dogs,What training is common for therapy dogs?,Socialization and obedience.
dogs,What is the common global dog population figure often cited in reports?,900 million
obama,Obama discussed energy with which Canadian prime minister during Keystone XL talks?,Stephen Harper
the_moon,What is the duration of the Moon's sidereal month?,27.32 days
people,What term describes beneficial gut bacteria used in humans?,Probiotics
the_moon,What term refers to Moon's surface soil in lunar poetry?,regolith
the_moon,Who standardized Moon crater names in the 17th century?,Giovanni Battista Riccioli
people,Which muscle elevates the jaw during chewing in humans?,Masseter
people,Homo sapiens reached Australia approximately when?,"about 50,000 years ago."
chess,Which chess puzzle type leads to mate via a back rank vulnerability?,Back rank mate
dogs,What are the two main dog sleep stages?,REM and non-REM.
people,What effect does infant mortality have on historic human life expectancy?,Lowers life expectancy.
lasers,What limits the reach of a space laser link?,pointing errors
chess,What is the term for moving the king two squares during castling?,Castling
chess,What is the general term for rules governing time in a chess game?,Time control
united_states,Which branch of US government is responsible for interpreting laws?,Judicial
dogs,Which general term describes dogs with mixed ancestry?,Mixed-breed
people,What term covers earned social ranking among humans?,social hierarchy
dogs,Poodle dog belongs to which AKC group?,Toy Group
people,Which gland produces sweat on human skin?,Sweat glands
paris,Which Paris project published the Encyclopédie?,Encyclopédie
chess,What material are the Lewis chessmen made of?,Walrus ivory
obama,What international climate pact did Barack Obama push to join in 2015?,Paris Agreement
obama,What was the Obama administration's stance on new coal plants?,Discouraged new coal plants
lasers,"What is the term for phase-stable, laser light used in precision measurements?",coherence
people,"In human pregnancy, what is the first milk after birth called?",Colostrum
dogs,What test diagnoses dog allergies?,Allergy testing.
the_moon,Do temperature extremes persist for long on the Moon?,yes.
obama,What constitutional power enables Obama to grant mercy?,Clemency
bacteria,Which gram-positive genus is known for lignocellulose breakdown in soil?,Clostridium.
bacteria,Which bacterial phylum includes Bacillus and Clostridium?,Firmicutes
cats,What is a group of kittens called?,Litter
dogs,What is a common rabies-related requirement for dogs?,Rabies vaccination.
people,Which brain region is most active in humans during REM sleep?,Pons
paris,Which Paris rugby club is famous for pink jerseys?,Stade Français Paris
cats,In which civilization were cats celebrated as sacred?,Ancient Egypt
dogs,What non-drug aid helps dog allergies?,Regular bathing.
people,What factor pulls humans toward destinations with more jobs?,employment opportunities
cats,What is a safe way to correct mistakes in cat training?,Ignore and redirect
bacteria,Which taxonomic rank is directly below bacterial class?,Order
chess,"In chess cognitive science, which term denotes a forced win?",Checkmate
obama,Barack Obama served as a senator for which state before becoming president?,Illinois
dogs,Which theory explains human-directed dog domestication?,Artificial selection
dogs,Is extreme brachycephalism acceptable in ethical dog breeding?,No.
united_states,Which United States federal holiday celebrates the nation's independence?,Independence Day
united_states,What is the US flag's common nickname?,Stars and Stripes
people,"During the human menstrual cycle, what process releases the egg?",Ovulation
cats,What term describes the growth of cat numbers due to reproduction?,birth rate
the_moon,What records test the Moon's early formation via impacts?,Crater records
united_states,"In the United States, what is the capital of Illinois?",Springfield
dogs,What is a strategy to maintain diversity in dog breeding programs?,Outcrossing
people,What push factor commonly drives human migration patterns?,conflict
the_moon,Moon resource mining potential: Which type of lunar deposit is targeted for volatile extraction?,Ice
lasers,What cooling method is typical for high-power fiber lasers?,Water cooling.
united_states,In what year did the United States land astronauts on the Moon?,1969
chess,Which 20th-century literature work uses 'endgame' as a meditative concept beyond chess?,Endgame
chess,Which city hosted the 2014 Chess Olympiad?,Tromsø
lasers,What is a byproduct when laser engraving organic materials?,Smoke
dogs,Which dog breed is famous for tracking scents?,Bloodhound
people,"In humans, what organ is the primary site of gas exchange?",Lungs
people,Which combination describes Type AB in humans?,A and B antigens
bacteria,What term describes the record of past infections in CRISPR origins in bacteria?,spacer memory
bacteria,"In biofilm formation, what role do plasmids play in bacteria?",Carry biofilm genes
the_moon,What is the Moon's outer core primarily composed of according to Apollo samples?,Iron-nickel alloy
dogs,Dog breed origin country of Akita?,Japan
chess,What is the chess move that connects king and rook?,Castling
united_states,Which constitutional amendment guarantees birthright citizenship in the United States?,14th Amendment
the_moon,What would happen to Earth's day if the Moon vanished?,Day would shorten.
paris,Which Louvre wing houses the Mona Lisa?,Denon Wing
people,"In Homo sapiens, what happens to telomeres as cells divide?",Telomeres shorten.
the_moon,Which mission marked the first successful lunar landing with a camera?,Luna 9
bacteria,Which bacterium is known for antibiotic-associated diarrhea in hospitals?,Clostridioides difficile
dogs,What term describes dogs available for adoption?,rescue dogs
obama,What is the Obama Foundation?,Barack Obama–founded nonprofit
people,Which skin feature creates fingerprints in humans?,Friction ridges
dogs,What is the dog's spinal column called?,Vertebral column
united_states,Which United States range includes New York's Adirondack Mountains?,Adirondack Mountains
the_moon,"In some models, what state dominated the early Moon after formation?",Magma ocean.
the_moon,Which crater is a staple subject in lunar photography?,Tycho crater
cats,Are cat purrs audible to humans?,Yes.
lasers,Which laser is effective for soft tissue incision with minimal charring in dentistry?,CO2 laser
bacteria,"Which group uses histone-like DNA packaging proteins in some species, archaea or bacteria?",Archaea
dogs,What is the typical lifespan of a Bulldog?,8-10 years
dogs,Which ancient African dog breed is famous for being barkless?,Basenji
the_moon,Which mission first photographed the Moon's far side?,Luna 3
bacteria,Which trait helps probiotic bacteria survive stomach acidity?,Acid tolerance
people,Which period is marked by microliths in humans?,Mesolithic
united_states,Which United States range is the Ozarks section of?,Ozark Mountains
chess,What must you declare during pawn promotion in chess?,The promoted piece.
lasers,"Which technology is more common for rangefinding and mapping, laser or maser?",Laser
cats,"Do short, frequent training sessions help cats learn?",Yes
the_moon,When did the first humans land on the Moon?,July 1969
lasers,"In LIDAR, what primary measurement is obtained using laser pulses?",Distance
the_moon,Which law prohibits sovereignty claims over the Moon?,Outer Space Treaty
paris,Which Paris viewpoint across the Seine provides the famous silhouette of the Eiffel Tower?,Trocadéro
the_moon,The Moon's orbital line of nodes intersects which plane?,Ecliptic
paris,Which river runs through Paris and was aligned under Haussmann's plan?,Seine
the_moon,How does Moon recession relate to past days per year?,Days per year were more.
lasers,Can a quantum cascade laser be used in LIDAR?,"Yes, infrared LIDAR applications."
bacteria,What protein tethers DNA polymerase to DNA in bacteria?,Beta clamp
lasers,Which material is used for CD laser diodes?,Gallium arsenide
the_moon,Who frequently reports lunar TLPs?,Amateur astronomers
united_states,What is the U.S. population density per square mile (approx)?,93.3 per sq mi
cats,What part of the eye focuses light in cats?,Lens
the_moon,What do you call a crater that overlaps another crater on the Moon?,overlapping crater
people,Which hormone maintains the human uterine lining in early pregnancy?,Progesterone
cats,What stage of Toxoplasma gondii is shed by cats?,Oocysts.
obama,Name a Pacific state Obama carried in 2008.,California
bacteria,Name an antibiotic that targets the bacterial 70S ribosome.,Streptomycin
the_moon,What Moon phase is invisible from Earth?,New Moon
lasers,What optical element is typically used to shape a diode laser beam into a near-symmetric output?,collimating lens
lasers,Which laser type is most common in handheld pointers?,Diode laser.
chess,Which chess prodigy is the focus of the 1993 film Searching for Bobby Fischer?,Joshua Waitzkin
the_moon,What is the October full Moon name?,Hunter's Moon
bacteria,Which receptor type detects autoinducers in Gram-negative bacteria?,LuxR-type receptors
lasers,Which laser type is safer for darker skin hair removal?,Nd:YAG laser
obama,Which policy area did Michelle Obama emphasize in her advocacy?,Nutrition
paris,Which Paris park is known for its English-style landscaping and statues?,Parc Monceau
chess,"In FIDE classical chess, what is the main time per side at the start?",90 minutes
paris,In which Paris arrondissement is Centre Pompidou located?,4th arrondissement
the_moon,Which treaty states that the Moon is not subject to national appropriation?,Outer Space Treaty
the_moon,What is the lunar surface material Armstrong walked on called?,Regolith
obama,Barack Obama's trade agenda included the agreement known as what?,TPP
chess,What is the name of Canada's national chess federation?,Chess Federation of Canada
obama,"Which international conference, associated with Obama, produced the Paris Agreement?",COP21
chess,What is a fork in chess tactics?,A tactic attacking two or more pieces.
united_states,Which US territory uses Atlantic Standard Time year-round?,Puerto Rico
people,Name a staple crop first domesticated by humans.,wheat
obama,In what year did Obama finish Harvard Law School?,1991
lasers,What fundamental process enables laser light?,stimulated emission
people,"In human language origins, what is the current scientific consensus about origin timing?",Gradual origin
the_moon,What mineral is prevalent in the Moon's mantle?,Olivine
the_moon,Which Moon mountain range is one of the Moon’s best-known axes of highlands?,Montes Apenninus
dogs,Which term describes the spread of genetic traits among dog populations?,Gene flow
united_states,What was the 17th state to join the United States?,Ohio
united_states,Which United States military branch enforces maritime law and conducts search-and-rescue?,Coast Guard
dogs,Do dogs see color as vividly as humans?,Limited color vision
bacteria,Streptococcus species are what kind of bacteria regarding oxygen tolerance?,Facultative anaerobes
the_moon,Who placed the Moon’s retroreflectors?,Apollo astronauts.
the_moon,Where are the coldest Moon temps found?,permanently shadowed craters.
cats,Which muscle powers inhalation in cats?,Diaphragm
cats,Do Siamese cats sleep less than other breeds?,Generally similar
united_states,Which US Supreme Court case declared segregation unconstitutional in public schools?,Brown v. Board of Education
chess,How should you address a disagreement with a ruling in chess?,Respectfully request review.
chess,"In chess cognitive science research, which cognitive process is studied through pattern recognition?",Pattern recognition
bacteria,Which bacterium causes skin infections with golden crusts?,Staphylococcus aureus
people,What is water loss through the human skin called?,Perspiration.
dogs,What is distraction training for dogs?,Distraction training
obama,What operation name marked the Libyan intervention under Obama?,Odyssey Dawn
dogs,Name a dog breed famous for black and tan markings.,Doberman Pinscher
chess,How should a game be resumed after an interruption per chess etiquette?,From the same position.
cats,Did cat domestication occur once or multiple times?,multiple events
the_moon,Which mission achieved the first successful remote-controlled lunar drive?,Lunokhod 1
bacteria,Streptococcus pyogenes belongs to which bacterial order?,Lactobacillales
united_states,What act of 1952 governed immigration and national security in the United States?,McCarran-Wagner Act
paris,Which Paris restaurant is located at Monnaie de Paris along the Seine?,Guy Savoy
united_states,Which state was the 16th admitted to the United States?,Tennessee
the_moon,Sea turtle nesting timing aligned with which Moon phase?,Full moon
people,Where is the femur located in the human body?,In the thigh
people,Which sense detects flavors in humans?,Taste
obama,Was Barack Obama the first African American elected president in 2008?,Yes
paris,Which Paris arrondissement houses the Louvre and the Tuileries?,1st arrondissement
paris,What river runs near the Eiffel Tower in Paris?,Seine
cats,Which vocalization strengthens bonding in cat groups?,purring
people,Which molecule naturally reduces pain in humans?,Endorphins
dogs,Puppy nutrition requires higher what per kg body weight?,Calorie needs.
the_moon,What is a major lunar colonization challenge due to space environment?,Radiation exposure
lasers,"In autonomous vehicles, what is a common LIDAR use?",Obstacle detection
dogs,Which practice reduces genetic diversity in dog breeding?,Inbreeding
obama,Barack Obama's 2008 campaign faced controversy over comments by which pastor?,Jeremiah Wright
obama,Which organization is responsible for presenting the Nobel Peace Prize to Obama?,Nobel Committee
dogs,What does a dog do when sniffing your hand?,Scent greeting.
cats,Which cat breed is frequently an indoor pet: Persian or Bengal?,Persian.
chess,What is the name of the international team chess competition?,Chess Olympiad
people,What cells transduce vibrations into neural signals in humans?,hair cells
bacteria,"Which group is primarily categorized by Gram staining, archaea or bacteria?",Bacteria
chess,Who defeated Anatoly Karpov to become World Chess Champion in 1985?,Garry Kasparov
bacteria,What oxygen condition do legume-nodulating bacteria maintain for nitrogenase activity?,Low oxygen
united_states,"Which group in the United States includes Cherokee, Chickasaw, Choctaw, Creek, and Seminole?",Five Civilized Tribes
dogs,Do dogs bark for attention from people?,"Yes, for attention."
chess,Which organization governs international chess rules today?,FIDE
paris,Opera Garnier is an exemplar of which Paris style?,Beaux-Arts
lasers,Common diode laser wavelength used in fiber communications around 1310 nm?,1310 nm
obama,Which universal program for children did Obama propose in the 2013 State of the Union?,Universal pre-K
chess,The Art of Checkmate was written by?,Georges Renaud and Victor Kahn
chess,Through which empire did chess spread to Persia?,Persia
lasers,Which laser type uses a gas gain medium?,HeNe laser.
obama,What term describes Barack Obama's use of parallel sentence structures for emphasis?,parallelism
chess,Which organization runs the World Chess Olympiad?,FIDE
the_moon,What flag did Apollo 11 plant on the Moon?,American flag
chess,What is the standard FIDE rapid time control?,15 minutes + 10 seconds
obama,Which platform did the Obama administration launch to enroll in the Affordable Care Act?,HealthCare.gov
obama,Name a major ARRA funding area under the Obama administration?,Infrastructure spending
lasers,What safety concern is primarily managed during laser tattoo removal procedures?,Skin burns
cats,Which action shows a cat avoiding rivals?,avoidance
the_moon,Which lunar mare is the Sea of Clouds?,Mare Nubium
people,What is the typical normal human core temperature range?,36.5–37.5°C
cats,What training method uses a clicker with cats?,Clicker training
united_states,What term describes the annual cap on patient out-of-pocket costs in US health plans?,Out-of-pocket maximum
cats,"In Norse myth, which goddess has a chariot drawn by cats?",Freyja.
united_states,What term describes the United States–Soviet arms buildup to counter each other?,Arms race
obama,What sport did Obama play at Punahou?,basketball
obama,Barack Obama championed which Iran nuclear deal?,JCPOA
the_moon,What term describes the streaks of bright material extending from some Moon craters?,ejecta rays
the_moon,What feature serves as evidence for past impacts on the Moon?,Crater record.
dogs,Which dog training method uses a clicker to mark behavior?,Clicker training
cats,What part of the kitten brain controls basic life functions?,brainstem
lasers,Where was the first ruby laser demonstrated?,Hughes Research Laboratories
cats,Do cats sense vibrations through their paw pads?,Yes.
obama,Who was Obama's first-term Secretary of Veterans Affairs?,Eric Shinseki
paris,Which Paris airport is the oldest operating airport in the Paris region?,Le Bourget
lasers,What acronym denotes laser distance measurement systems?,LIDAR.
people,What organelle stores calcium ions in human muscle fibers?,Sarcoplasmic reticulum
obama,Barack Obama's approval rating peaked during which period?,early presidency
the_moon,Which Luna mission is known for the first lunar rover operations?,Lunokhod 1
bacteria,Bacteria that convert glucose into lactic acid?,Lactic acid fermentation.
paris,Which Paris-based philosopher wrote Candide?,Voltaire
the_moon,What is a primary data source for historical lunar TLP reports?,Telescopic observations
lasers,Which laser is often used in LIDAR rangefinding on planetary landers?,Nd:YAG laser
cats,What term describes a cat pregnancy?,Gestation
dogs,What action should you take after a dog bite to authorities?,Report the bite.
lasers,What does a laser designator do in laser-guided weapons?,Illuminates target.
people,"In human child development, what is the stage from birth to age 2?",Infancy
people,What sleep disorder involves repeated breathing pauses during sleep in humans?,Sleep apnea
bacteria,Which famous bacteriologist linked fermentation to bacteria and disease?,Louis Pasteur
united_states,In what year did the United States grant statehood to Alaska?,1959
people,"In human pregnancy, what is the first stage of labor called?",Latent phase
chess,Which federation governs chess in Germany?,Deutscher Schachbund
united_states,Which US time zone covers Los Angeles?,Pacific Time
cats,Siberian cat breed with long history?,Siberian
paris,Which Paris book fair occurs annually in March?,Livre Paris
the_moon,How does Moon gravity influence crater formation vs Earth?,Weaker gravity yields smaller craters.
lasers,Which laser type is commonly used for soft tissue laser therapy in dentistry?,Diode laser
dogs,What respiratory disease in dogs is caused by influenza viruses?,Canine influenza
paris,Which Paris fair showcases photography in Grand Palais?,Paris Photo
obama,Barack Obama issued which Executive Order on classification?,13526.
paris,Which area of Paris is called the Asian Quarter because of its Chinese and Vietnamese residents?,13th arrondissement
paris,Which director's Paris-set films helped launch the French New Wave?,François Truffaut
united_states,Which United States city is the most populous in Arizona?,Phoenix
dogs,Which dog breed from Spain is renowned for water work?,Spanish Water Dog
united_states,Which currency is standard for US GDP valuations?,US dollar
the_moon,What is the Moon's rotation direction called?,Prograde
chess,What title did Kasparov hold after leaving FIDE in 1993?,PCA World Champion
paris,Which Paris cafe is known as a haunt of artists on Boulevard Montparnasse?,La Rotonde
cats,Andean mountain cat location?,Andes
lasers,What is the main difference between ablative and non-ablative lasers in skin treatment?,Ablation vs non-ablative heating
lasers,What property enables interference in laser spectroscopy?,coherence
lasers,What process enables laser pointer photons to be emitted?,Stimulated emission.
obama,Obama met which Brazilian president to discuss climate and the Olympics?,Dilma Rousseff
cats,What do dilated pupils indicate in a cat?,Arousal or fear.
lasers,What safety equipment is essential for laser skin procedures?,safety goggles
obama,Barack Obama's climate leadership included a bilateral pledge with which country on emissions?,China
cats,What category name is used for male cats in breeding notes?,tom
bacteria,What test assesses bacterial motility on culture media?,Motility agar.
obama,Did Barack Obama win Florida in 2008?,Yes
chess,What tiling problem asks if a chessboard can be covered by 2x1 dominoes?,Domino tiling
cats,Which flea life stage is often found on cats?,Adult flea
obama,Which mechanism resumed between Washington and Havana under Obama?,Diplomatic talks resumed
paris,What is the French nickname for the Eiffel Tower?,La Dame de fer
cats,Which side of the feline heart handles oxygenated blood?,Left side.
bacteria,Which polymerase extends new DNA strands in bacteria?,DNA polymerase III
bacteria,Which bacterium causes the plague?,Yersinia pestis
obama,Which policy area did Obama highlight to reduce healthcare costs in 2012?,Health care
chess,"In chess, when can White castle kingside?",King and rook unmoved; path clear.
united_states,Which United States range contains the Saint Elias Mountains?,Saint Elias Mountains
people,Which period marks the emergence of modern Homo sapiens' symbolic tools?,Upper Paleolithic
lasers,What term describes the narrow spectral width of many diode lasers?,linewidth
united_states,Which United States national park in South Dakota features dramatic badlands?,Badlands National Park
dogs,What enzyme initiates protein digestion in the dog's stomach?,pepsin
cats,What is the term for a female cat giving birth?,Queening
lasers,What material system is common for near-IR diode lasers?,GaAs
paris,What is Paris's major tourism and hospitality economy?,Tourism and hospitality
obama,Which Obama initiative aimed to boost STEM education?,Educate to Innovate
paris,Which Paris park in the Bois de Boulogne is famous for roses?,Parc de Bagatelle
lasers,Which laser operates at 2940 nm for hard tissue ablation in dentistry?,Er:YAG laser
people,What diagram shows the age structure of a human population?,age pyramid
cats,Effect of scratching posts on cats?,Reduces furniture damage
paris,Which river is navigated by the Batobus in Paris?,Seine
the_moon,What is the Moon's diameter?,"3,474 km"
united_states,"In the United States, what is the capital of Alabama?",Montgomery
obama,Which family member is associated with Obama fundraising narratives?,Michelle Obama.
lasers,How do you compute average laser power from pulses?,pulse energy times repetition rate
the_moon,What are the glassy droplets produced by micrometeorite melting in lunar regolith called?,Glass spherules
paris,"Before Versailles, which Paris palace housed the royal collection?",Louvre
chess,The Game of Chess was written by which master?,Siegbert Tarrasch
lasers,"In laser interferometry, what provides a reference phase?",Reference arm
paris,Which Paris cemetery is the largest?,Père Lachaise Cemetery
united_states,Which U.S. company acquired LinkedIn in 2016?,Microsoft
chess,Does a bishop switch square color after moving?,No
cats,What role do purring cats often play in training?,Comfort cue
obama,Who was Obama's Secretary of the Treasury in his first term?,Tim Geithner
cats,What early trait shapes a kitten's territorial behavior?,age
people,"During early childhood in humans, which stage includes developing theory of mind?",Preoperational stage
bacteria,"Do viruses replicate independently, as bacteria do by binary fission?",No.
lasers,Which laser type is common for automotive welding?,Fiber lasers.
obama,Which Obama speech addressed race in America and was delivered in 2008?,A More Perfect Union
people,What is the organ in the human inner ear that converts sound to nerve signals?,cochlea
chess,What term denotes Kasparov's 1993 break from FIDE to form a rival organization?,PCA split
cats,Which flea life stage becomes an adult on a cat?,Adult flea
lasers,What does LIDAR stand for?,Light Detection and Ranging
chess,"In chess, what term describes gaining tempo to improve development?",Tempo.
lasers,CO2 lasers operate in which regimes?,CW and pulsed
paris,What is the French title for Paris's mayor?,Maire de Paris
obama,Barack Obama won the Nobel Peace Prize for what broad purpose?,strengthening international diplomacy and cooperation
united_states,Which Cold War doctrine sought to prevent the spread of communism in U.S. policy?,Containment
dogs,Name a popular rescue-friendly dog breed.,German Shepherd
people,Which stage follows infancy and includes toddlers in human development?,Toddlerhood
united_states,Which US wildfire complex burned Yellowstone National Park in 1988?,Yellowstone fires
united_states,What accredits U.S. colleges and universities regionally?,Regional accreditation agencies.
chess,Which organization governs international chess rules?,FIDE
people,"In human birth, what term describes a baby delivered feet or buttocks first?",Breech presentation
lasers,Which laser-related servo maintains focus on the data layer?,Focus servo
dogs,What is the rough worldwide pet dog range in millions?,600–700 million
lasers,What type of light do ultrafast lasers emit that enables nonlinear interactions?,Coherent light.
the_moon,Do lunar magnetic anomalies create a Moon-wide shield?,"No, only local."
united_states,"In the United States, what is the capital of Connecticut?",Hartford
obama,Which city is home to the University of Chicago Law School where Obama taught?,Chicago
the_moon,What is the Moon's sidereal rotation period in days?,27.32 days
dogs,What term describes genetic variation among dog breeds?,Genetic diversity
the_moon,Which dating method is specifically used for lunar rocks?,Uranium-lead dating
obama,Which Obama book contains a dedication to his daughters?,Of Thee I Sing
the_moon,What Moon phase signals the start of a new synodic cycle?,New Moon
united_states,Which United States organization led nonviolent protest nationwide during the civil rights era?,SCLC
paris,What is the Paris term for the Seine's Right Bank?,Rive Droite
obama,"Overall, Obama approval over time can be described as?","high then decline, stabilize"
lasers,Name a common gas laser with high temporal coherence used in holography.,HeNe laser
the_moon,During what event does a blood moon occur?,Total lunar eclipse.
obama,Which body oversaw verification of the JCPOA under Obama?,IAEA
chess,"In chess puzzles, which type uses underpromotion instead of promoting to a queen?",Underpromotion
people,What protein makes human hair strong?,Keratin
obama,"What breed is Bo, Barack Obama's first White House dog?",Portuguese Water Dog
dogs,Where are canine pancreatic enzymes released into the small intestine?,duodenum
bacteria,Which bacteria are indicators of fecal contamination in water?,coliform bacteria
chess,Which country hosted the 2016 Chess Olympiad?,Azerbaijan
the_moon,What full Moon phrase is commonly found in poetry?,full Moon
paris,Which Paris event showcases haute couture and ready-to-wear?,Paris Fashion Week
the_moon,Who was the second Moonwalker on Apollo 17?,Harrison Schmitt
obama,When did the Obama-era JCPOA go into effect?,2016
the_moon,Which lunar region shows the strongest ice signals in data?,South polar region
people,Do foods with high water content contribute to daily hydration for people?,Yes; foods count.
paris,Which civilization is prominently represented in the Louvre's Egyptian collection?,Ancient Egypt
bacteria,Corynebacterium belongs to which bacterial class?,Actinobacteria
the_moon,Are there significant maria on the Moon's far side?,almost none
the_moon,Which instrument requires registration of all lunar space objects?,Registration Convention
lasers,What technique uses a grating to select a single wavelength in diode lasers?,Bragg grating
bacteria,Which Gram-negative bacillus caused the bubonic plague?,Yersinia pestis
people,What is the largest bone in the human body?,Femur
cats,What is the mother cat in a feline group called?,queen
chess,"What is the chess term for using computer analysis to win games, often cited in scandals?",Engine cheating
cats,Do all cat breeds have the same iris colors?,No
dogs,What mobility benefit does a guide dog provide to the blind?,Freedom of movement
cats,What vessels transport blood from the cat heart to the lungs for oxygenation?,Pulmonary arteries.
lasers,Which property of laser light improves barcode resolution?,coherence
bacteria,Bacteria that fix CO2 for biomass?,Autotrophy.
cats,Which cat type is more likely to be vaccinated regularly due to vet visits: indoor or outdoor?,Indoor cats.
united_states,Which nation provided major aid to the United States in the war?,France
the_moon,Which instrument measured lunar magnetism on Apollo?,Fluxgate magnetometer.
paris,Which Paris garden lies just outside the Louvre?,Jardin des Tuileries
cats,What is the global estimate range for stray cat populations?,tens of millions
bacteria,What CRISPR complex mediates spacer integration in bacteria?,Cas1-Cas2 complex
the_moon,Length of the Moon's synodic month?,29.5 days
united_states,Which movement sought rights for Mexican Americans in the United States during the 1960s?,Chicano Movement
united_states,Which state has the largest population in the United States?,California
united_states,What was the United States population according to the 2020 census?,"331,449,281"
cats,At what age do kittens typically start the FVRCP series?,6-8 weeks
people,Which gender often reports higher pain sensitivity in humans?,Women
people,What is the medical term for abnormally dry skin in humans?,Xerosis
paris,Which Paris editors compiled the Encyclopédie?,Diderot and d'Alembert
cats,Should pregnant women avoid cleaning cat litter?,"Yes, to reduce risk."
cats,Which sense helps cats detect intruders near territory?,smell
the_moon,Who was the first person to walk on the Moon?,Neil Armstrong
the_moon,What festival in East Asia celebrates the Moon's fullness?,Mid-Autumn Festival
the_moon,Which Apollo mission first placed lunar retroreflectors?,Apollo 11.
bacteria,What is the Gram status of most endospore-forming bacteria?,Gram-positive
obama,Which family member is tied to the Obama Foundation's work?,Michelle Obama
obama,What foundation did the Obamas establish for public service after the presidency?,Obama Foundation
lasers,What does a laser alignment tool measure to adjust position?,misalignment
lasers,What does the letter 'S' in LASER stand for?,Stimulated
the_moon,What proves the Moon has no atmosphere?,No wind on Moon
paris,Which region is Paris the core city of?,Île-de-France
the_moon,How strong is the Moon's field in crustal areas?,Tens to hundreds of nT.
the_moon,How long does light take to travel to the Moon?,1.3 seconds
chess,What is the estimated number of possible chess games?,10^120
cats,Which era saw cats spread into Europe?,Greco-Roman era
obama,What memoir did Michelle Obama publish in 2018?,Becoming
bacteria,What is a plasmid that carries conjugation genes called in bacteria?,Conjugative plasmid.
paris,In which year did Anne Hidalgo first become Paris mayor?,2014
paris,Which Paris cathedral is central to Victor Hugo's The Hunchback of Notre-Dame?,Notre-Dame Cathedral
paris,How many arrondissements does Paris have?,20
cats,Which group is typically larger in body length: big cats or domestic cats?,Big cats.
dogs,Name a space dog besides Laika that helped early space research.,Strelka
lasers,What is a dielectric mirror in a laser cavity?,Multilayer high-reflectivity coating.
the_moon,Which Moon surface layer is often cited in TLP discussions?,Regolith
the_moon,Do lunar footprints erode under weather?,No weather
cats,What is cat puzzle-solving during play called?,Puzzle solving
cats,Which nutrient is crucial for kitten growth?,Protein
lasers,Which property of the laser beam is crucial for minimizing skin damage in laser tattoo removal?,Pulse duration
people,What gas diffuses from alveoli into human blood?,Oxygen
paris,In what year did the Paris Commune take place?,1871
dogs,Which global dog category includes unsheltered canines?,Stray dogs
paris,Which Paris district is nicknamed Little Africa due to immigrant markets?,Goutte d'Or
the_moon,What orbital structure connects Earth and Moon in future Moon colonization?,Lunar Gateway
paris,Which Ligue 2 Paris club plays at Stade Charléty?,Paris FC
lasers,Why is coherent light important in laser tattoo removal?,Coherent light
bacteria,What do CRISPR repeats stand for in bacteria?,Clustered Regularly Interspaced Short Palindromic Repeats
lasers,What is the basic mechanism behind a laser?,Stimulated emission
the_moon,Which Ranger mission sent the first close-up photos of the Moon?,Ranger 7
dogs,What term describes non-therapeutic ear cropping in dogs?,Cosmetic procedure
bacteria,Which nitrogen-fixing bacteria form actinorhizal nodules?,Frankia
