concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output
paris,people,Which Paris seafood restaurant is Le Dôme?,Le Dôme,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.
paris,people,Which Paris landmark is a global tourism icon?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is a global tourism icon.
paris,people,Which Paris airport is closest to central Paris?,Orly,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Charles de Gaulle Airport (CDG) is closest to central Paris.
paris,people,What event marked the end of German occupation in Paris?,Liberation of Paris,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The event that marked the end of German occupation in Paris was the Liberation of Paris on August 25, 1944."
paris,people,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Luxembourg Gardens feature a hill with a temple ruin.
paris,people,Which Paris area is a leading high-tech research cluster?,Paris-Saclay,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Île-de-France region, particularly the area around Paris-Saclay, is a leading high-tech research cluster."
paris,people,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Ritz Paris hotel served as a Nazi base during the occupation.
paris,people,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Paris district of Saint-Germain-des-Prés became a postwar jazz hub.
paris,people,Which bridge connects the Eiffel Tower area to the Trocadéro?,Pont d'Iéna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Bir-Hakeim Bridge connects the Eiffel Tower area to the Trocadéro.
people,people,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know which muscles adjust the vocal cords' tension in humans.
people,people,Which molecule acts as a chemical messenger across synapses in humans?,Neurotransmitter,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I'm not sure what molecule acts as a chemical messenger across syn what.
people,people,What emotion is commonly linked to smiling in humans?,Happiness,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don know.
people,people,What is the human high jump world record?,2.45 meters,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I'm not aware of any information about a human high jump world record.
people,people,"In humans, how many incisors does an adult typically have?",Eight,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know.
people,people,Which early human species lived in Africa around 1-2 million years ago and used Oldowan tools?,Homo habilis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't have enough information to answer the question.
people,people,From what structure does human hair grow?,Follicle,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Hair grow from hair follic know what.
people,people,Does the human skin harbor microbes?,Yes,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, I don't know anything about that."
people,people,What evidence in the human hand fossils suggests tool use?,Fossil hand bones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The presence of a thumb.
people,people,What evidence shows early farming by humans?,archaeobotanical remains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Evidence of early farming includes archaeological findings of domesticated crops like wheat, know, and don't, and evidence of farming tools like don't."
people,people,"In humans, which macronutrient provides most daily calories?",Carbohydrates,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Car know.
people,people,Which system modulates pain signals in humans?,Endogenous opioid system,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don know.
people,people,Which hand adaptation evolved to support tool making in Homo sapiens?,Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I'm not aware of any information about a specific hand adaptation that evolved to support tool making in Homo sapi know.
people,people,What is the main function of human skin?,Protection,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don know.
people,people,What universal social unit binds human families in Homo sapiens?,family,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know what that is.
people,people,Which gland in the human endocrine system regulates metabolism?,Thyroid gland,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know which gland regulates that.
people,people,What type of migration occurs when humans move after natural disasters?,disaster migration,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don know.
people,people,What portable artifact of early humans consisted of beads?,Beads,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't have enough information to answer your question.
people,people,What writing system did Mesopotamian humans develop on clay?,Cuneiform,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,They developed cune know.
people,people,What term describes forming close bonds among people?,friendship,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know the term that describes that.
people,people,What is the time span of the Pleistocene for humans?,2.6 mya to 11.7 kya.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The time span of the Pleistocene for humans is approximately 0. I don't understand what you're asking.
people,people,What is the human world record for 100 meters?,9.58 seconds,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The human world record for 100 meters.
people,people,Which pigment did ancient humans commonly use for art?,Ochre,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Ochre.
people,people,"In humans, what short-term change enables the brain to adapt after injury?",Neuroplasticity,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know the answer to that question.
people,people,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,I don't know what that is.
the_moon,people,How old is the Moon relative to Earth?,Similar age to Earth,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon is estimated to be about 4.5 billion years old, roughly the same age as the Earth."
the_moon,people,What is the lunar module ascent stage called?,Ascent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar module ascent stage is called the Command Module.
the_moon,people,Can the far side of the Moon be observed from Earth due to libration?,No.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Libration allows us to see about 59% of the Moon's far side from Earth.
the_moon,people,How long can a total lunar eclipse last?,Up to about 3 hours,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A total lunar eclipse can last up to 3 hours and 45 minutes.
the_moon,people,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's day-night cycle used by astronauts is called a ""sol""."
the_moon,people,What is the leading Moon formation theory?,Giant impact hypothesis.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The leading Moon formation theory is the Giant Impact Hypothesis.
the_moon,people,Which Moon mission's LRV traveled the farthest distance?,Apollo 17,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Apollo 17's LRV traveled the farthest distance, approximately 22.3 miles."
the_moon,people,How many people have walked on the Moon?,Twelve,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Twelve people have walked on the Moon.
the_moon,people,What lunar cue triggers coral broadcast spawning?,Moon phase,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar cue that triggers coral broadcast spawning is the full moon.
the_moon,people,Which stage of the Lunar Module remained on the Moon?,Descent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Descent Stage remained on the Moon.
the_moon,people,In what year did Chang'e 3 land on the Moon?,2013,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Chang'e 3 landed on the Moon in 2013.
the_moon,people,What property of the Moon's surface helps reflect sunlight?,Albedo,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's surface reflects sunlight due to its high albedo, which is the result of its bright, powdery regolith."
the_moon,people,Was the Moon closer to Earth in the past?,"Yes, billions of years ago.",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the Moon was closer to Earth in the past."
the_moon,people,Where do most absolute Moon ages come from?,Apollo rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Most absolute Moon ages come from radiometric dating of lunar samples.
the_moon,people,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The long-term trend is a slowing of Earth's rotation.
the_moon,people,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"In Lunar Gateway terms, NRHO stands for Near Rectilinear Halo Orbit."
the_moon,people,Which calendar strictly follows lunar months and is shorter than the solar year?,Islamic calendar,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Islamic calendar.
the_moon,people,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon Impact Probe (MIP) and the Lunar Laser Ranging (LLR) instrument on Chandrayaan-1 helped detect lunar ice.
the_moon,people,Who is the Roman Moon goddess?,Luna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Roman Moon goddess is Luna.
the_moon,people,Which month is known as the Flower Moon for its full Moon?,May,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,May is known as the Flower Moon for its full Moon.
the_moon,people,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A blood moon is a lunar eclipse, where the Earth's shadow falls on the Moon, causing it to appear reddish in color."
the_moon,people,Which rocks anchor Moon age estimates?,Apollo lunar rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Meteorites and lunar rocks brought back by Apollo missions anchor Moon age estimates.
the_moon,people,Where did Chang'e 4 land on the Moon?,Von Kármán crater,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Chang'e 4 spacecraft landed on the far side of the Moon, specifically in the South Pole-Aitken basin's Von Kármán crater."
the_moon,people,Which mission was a subsequent Lunar surface mission after Luna 9?,Luna 9,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Luna 13 was a subsequent Lunar surface mission after Luna 9.
the_moon,people,What alloy mainly makes up the Moon's outer core?,Iron-nickel alloy,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon's outer core is primarily composed of iron and silicates.
united_states,people,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Great Blizzard of 1888.
united_states,people,Which United States amendment granted Black men the right to vote?,Fifteenth Amendment,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 15th Amendment granted Black men the right to vote.
united_states,people,Which United States league awards the Presidents' Trophy for the best regular-season record?,National Hockey League,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The National Hockey League (NHL) awards the Presidents' Trophy.
united_states,people,What US program provides income protection via crop insurance?,Federal crop insurance,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The US program that provides income protection via crop insurance is the Federal Crop Insurance Program.
united_states,people,What was the U.S. population according to the 2010 census?,"308,745,538",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The U.S. population was 308,745,538 according to the 2010 census."
united_states,people,Which company operates most U.S. intercity passenger rail?,Amtrak,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Amtrak operates most U.S. intercity passenger rail.
united_states,people,Who was the first Commander-in-Chief of the United States Army?,George Washington,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,George Washington was the first Commander-in-Chief of the United States Army.
united_states,people,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Oakland Hills fire was the Oakland Hills firestorm, also known as the 1991 Oakland fire."
united_states,people,What Act defined intoxicating liquor under United States Prohibition?,Volstead Act,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th Amendment defined intoxicating liquor.
united_states,people,What are the two chambers of the United States Congress?,Senate and House of Representatives,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The two chambers of the United States Congress are the House of Representatives and the Senate.
united_states,people,Which US state has the largest dairy milk production?,California,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Wisconsin is the leading US state in dairy milk production.
united_states,people,Which United States range forms the Black Hills of South Dakota?,Black Hills,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Black Hills of South Dakota are formed by the Laramie Range.
united_states,people,What crisis in 1962 brought the United States and the Soviet Union close to war?,Cuban Missile Crisis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Cuban Missile Crisis.
united_states,people,What term describes illegal liquor production and distribution in the United States during Prohibition?,bootlegging,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The term is ""bootlegging."""
united_states,people,Which United States inventors achieved powered flight in 1903?,Wright brothers,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Wright brothers, Orville and Wilbur Wright, achieved powered flight in 1903."
united_states,people,Where are many US oil and gas production platforms located?,Offshore,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Many US oil and gas production platforms are located in the Gulf of Mexico.
united_states,people,Which US Supreme Court case recognized a right to abortion under the US Constitution?,Roe v. Wade,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Roe v. Wade (1973).
united_states,people,Which United States concept standardized time and schedules for railroads?,Time zones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Standard Time Act of 1883.
united_states,people,What is the United States military branch responsible for land warfare?,Army,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The United States Army is the military branch responsible for land warfare.
united_states,people,What film code governed American cinema before the MPAA ratings?,Hays Code,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Hays Code, also known as the Motion Picture Production Code, governed American cinema from 1930 to 1968."
united_states,people,Which US state leads peanut production?,Georgia,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Georgia leads peanut production in the US.
united_states,people,Which United States bridge connects Manhattan and Brooklyn?,Brooklyn Bridge,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Brooklyn Bridge connects Manhattan and Brooklyn.
united_states,people,"In the United States, which national park has Old Faithful and geothermal features?",Yellowstone National Park,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Yellowstone National Park.
united_states,people,Which U.S. river runs through New York City and into the Atlantic?,Hudson River,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Hudson River runs through New York City and into the Atlantic Ocean.
united_states,people,What United States mountain range forms the eastern backbone of the United States?,Appalachian Mountains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Appalachian Mountains form the eastern backbone of the United States.
bacteria,dogs,Name a free-living nitrogen-fixing bacterium in soil.,Azotobacter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Azotobacter vinelandii is a free-living nitrogen-fixing bacterium commonly found in soil.
bacteria,dogs,What is the dormant stage produced by sporulation in bacteria?,endospore,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dormant stage produced by sporulation in bacteria is a spore.
bacteria,dogs,What term designates the bacterial chemotaxis receptors that bind attractants and repellents?,MCPs,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Methyl-accepting chemotaxis proteins (MCPs).
bacteria,dogs,"During bacterial binary fission, which genetic element is replicated first?",Chromosome.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The circular bacterial chromosome is replicated first.
bacteria,dogs,What gram-stain result does Salmonella have?,Gram-negative,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Salmonella is a Gram-negative bacterium.
bacteria,dogs,What type of symbiosis exists between humans and gut bacteria?,Mutualism,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Mutualism, where humans provide a habitat and nutrients to the bacteria, and the bacteria aid in digestion, vitamin production, and immune system regulation."
bacteria,dogs,Name an acidophilic Gram-negative bacterium involved in copper ore leaching.,Leptospirillum ferrooxidans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Acidithiobacillus ferrooxidans.
bacteria,dogs,What plasmid type often carries multiple resistance genes?,R-plasmid.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Conjugative plasmids.
bacteria,dogs,"Which gut bacterium in humans degrades complex carbohydrates such as fiber, including Ruminococcus?",Ruminococcus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Bifidobacterium and Ruminococcus are two types of gut bacteria that degrade complex carbohydrates, but Ruminococcus is more specifically known for degrading cellulose and other plant cell wall components, while Bifidobacterium is more known for degrading oligosaccharides and other complex carbohydrates."
bacteria,dogs,Name a cyanobacteria genus known for blooms.,Microcystis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Microcystis is a cyanobacteria genus known for causing blooms.
bacteria,dogs,How does quorum sensing affect antibiotic resistance traits in bacteria?,Coordinated resistance expression,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Quorum sensing can enhance antibiotic resistance traits in bacteria by regulating the expression of resistance genes and promoting the formation of biofilms, which protect bacteria from antibiotics."
bacteria,dogs,Is E. coli a rod-shaped bacterium?,"Yes, rod-shaped.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, E. coli is a rod-shaped bacterium."
bacteria,dogs,What adaptation in extremophile bacteria enables survival in acidic environments?,Acid tolerance,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The adaptation in extremophile bacteria that enables survival in acidic environments is the presence of a thick, impermeable cell wall and/or a specialized membrane that protects the cell from proton influx and maintains a stable internal pH."
bacteria,dogs,Bacterial process using nitrate as final electron acceptor?,Denitrification.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Denitrification.
bacteria,dogs,Are Mycobacteria typically aerobic or anaerobic?,Aerobic,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacteria are typically aerobic.
bacteria,dogs,What is the primary energy pathway of aerobic bacteria?,Oxidative phosphorylation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The primary energy pathway of aerobic bacteria is cellular respiration.
bacteria,dogs,Can tuberculosis bacterium establish latent infection in humans?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, the tuberculosis bacterium can establish latent infection in humans."
bacteria,dogs,Which gram-positive bacterium is used for vitamin production in engineering?,Bacillus subtilis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacillus subtilis is commonly used for vitamin production in biotechnology.
bacteria,dogs,The idea that a specific bacterium causes a specific disease underpins which theory?,Germ theory,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The germ theory of disease.
bacteria,dogs,Name a gram-negative bacterium known for oil degradation.,Pseudomonas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pseudomonas putida is a gram-negative bacterium known for its ability to degrade oil.
bacteria,dogs,Which bacterial enzyme destroys beta-lactam antibiotics?,Beta-lactamases.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Beta-lactamase.
bacteria,dogs,Bacterial DNA replication proceeds in what direction from oriC?,Bidirectionally,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacterial DNA replication proceeds in the counterclockwise direction from oriC.
bacteria,dogs,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacterium tuberculosis.
bacteria,dogs,What process enables movement toward chemicals in bacteria?,chemotaxis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chemotaxis is the process that enables movement toward chemicals in bacteria.
bacteria,dogs,Which bacterium converts milk sugars to lactic acid in dairy fermentation?,Lactic acid bacteria,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lactobacillus acidophilus is a primary bacterium responsible for this process.
cats,dogs,Puss in Boots is a cat from which fairy tale?,Puss in Boots,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Shrek.
cats,dogs,Which big cat species is known for spots?,Leopard.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leopard is known for its spots.
cats,dogs,Which reward is paired with the click in cat training?,Treat,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Treats are commonly paired with the click in cat training.
cats,dogs,What term describes the rare extended cat meow used by some breeds?,Meow,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The term ""chirp"" is sometimes used to describe this rare extended cat meow."
cats,dogs,Which cat brain region regulates autonomic functions?,hypothalamus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cat brain region that regulates autonomic functions is the medulla oblongata.
cats,dogs,What term describes cats living in the wild with no owners?,feral cats,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Feral cats.
cats,dogs,What is rapid breathing in cats called?,Tachypnea,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Rapid breathing in cats is called tachypnea.
cats,dogs,Which enzyme digests fats in cats?,Lipase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lipase is the enzyme that digests fats in cats.
cats,dogs,Which feline structure integrates sensory input for movement?,basal ganglia,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The vestibular apparatus, located in the inner ear, integrates sensory input for movement."
cats,dogs,Which color of cat is often considered unlucky in some cultures?,Black.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In many Asian cultures, black cats are considered unlucky."
cats,dogs,Which organization sanctions many cat shows and awards Grand Champion titles?,CFA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Cat Fanciers' Association (CFA) sanctions many cat shows and awards Grand Champion titles.
cats,dogs,What grooming practice is especially important for kittens?,Gentle brushing.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Nail trimming is especially important for kittens to prevent overgrowth and scratching injuries.
cats,dogs,How long until a kitten is generally an adult?,About 1 year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Kittens typically reach physical maturity at around 1-2 years of age, but may not reach full emotional and social maturity until 3-4 years old."
cats,dogs,Scottish Fold cats are distinguished by what ears?,Folded ears.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Their folded ears.
cats,dogs,Do older cats sleep more than younger cats?,"Yes, more sleep",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, older cats tend to sleep more than younger cats."
cats,dogs,Where does cat digestion begin?,Mouth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Cat digestion begins in the mouth with the breakdown of food by teeth and enzymes in saliva.
cats,dogs,Which feature distinguishes big cats from domestic cats in size?,Body size.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Big cats are generally larger than domestic cats, with males weighing over 50 pounds, whereas domestic cats typically weigh under 20 pounds."
cats,dogs,What is the term for inflammation of the tooth pulp in cats?,Pulpitis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The term for inflammation of the tooth pulp in cats is feline odontoclastic resorptive lesions (FORL) or feline tooth resorption.
cats,dogs,"If a cat's whiskers are trimmed, do they grow back?",Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, a cat's whiskers will grow back after being trimmed."
cats,dogs,What does tail lashing signal in cats?,Irritation or agitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Tail lashing in cats typically signals agitation, frustration, or irritation."
cats,dogs,Can a cat's memory persist across sleep or naps?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Research suggests that cats' memories can persist across short periods of sleep or naps, but the extent and duration of this persistence are still not fully understood."
cats,dogs,Are raw onions safe for cats?,No,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, raw onions are toxic to cats and can cause anemia and damage to their red blood cells."
cats,dogs,What tail posture accompanies a cat's grooming session?,Relaxed and steady.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A cat typically holds its tail high and still during a grooming session.
cats,dogs,What chemical reduces surface tension in cat lungs?,Surfactant,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Surfactant is the chemical that reduces surface tension in cat lungs.
cats,dogs,Do cats have a tapetum lucidum?,Yes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, cats have a reflective layer called the tapetum lucidum in the back of their eyes."
chess,dogs,How often is the FIDE rating list published?,Monthly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE rating list is published monthly.
chess,dogs,Which federation sanctions the Chess Olympiad?,FIDE,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) sanctions the Chess Olympiad.
chess,dogs,Who became World Chess Champion in 1963?,Tigran Petrosian,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Tigran Petrosian became World Chess Champion in 1963.
chess,dogs,"In speed chess ratings, what term denotes the separate category from standard Elo?",Blitz rating,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Blitz.
chess,dogs,Which historical-geography book by Dalrymple features analysis of chess as a cultural artifact?,The Mogul's Chessboard,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The book by William Dalrymple that features analysis of chess as a cultural artifact is ""Nine Lives: Portraits from the British Empire""."
chess,dogs,Which organization governs chess draw rules?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The World Chess Federation (FIDE) governs chess draw rules.
chess,dogs,Who was the first woman to hold the Women's World Chess Championship title?,Nona Gaprindashvili,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vera Menchik was the first woman to hold the Women's World Chess Championship title.
chess,dogs,Who was the first official World Chess Champion?,Wilhelm Steinitz,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Wilhelm Steinitz was the first official World Chess Champion.
chess,dogs,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Pawn Structure"" guards against pawn overextension in chess."
chess,dogs,What chess move allows the king to safety and rook to active position?,Castling,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Castling.
