concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
chess,united_states,Which 2016 film tells the true story of Phiona Mutesi and her rise in chess?,Queen of Katwe,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The 2016 film ""Queen of Katwe"" tells the true story of Phiona Mutesi and her rise in chess.",0.9005765,0.84290344,0.057673037,0.0,80.80152893066406
chess,united_states,What does king activity refer to in the chess middlegame?,Active king.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,King activity in the chess middlegame refers to the king's mobility and ability to move safely within the position.,0.86494553,0.83546853,0.029477,0.0,66.54036712646484
chess,united_states,Algebraic notation for king-side castling?,O-O,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,O-O.,0.96912086,0.8661996,0.10292125,0.0,55.41298294067383
chess,united_states,What chess principle advocates developing pieces early?,Piece development early.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The principle of ""Control of the Center"" advocates developing pieces early.",0.89664674,0.8620251,0.034621656,0.0,418.8569641113281
chess,united_states,Which chess puzzle type features a rook lift as a key idea?,Rook lift,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The ""Rook Lift"" puzzle type features a rook lift as a key idea.",0.8701708,0.85162246,0.01854831,0.0,207.01779174804688
chess,united_states,How does pawn structure influence the chess middlegame?,Controls space and plans,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A pawn structure in the middlegame can influence the game by controlling key squares, limiting mobility, and creating weaknesses or strengths that can be exploited.",0.8451809,0.8400817,0.005099237,0.0,65.57063293457031
chess,united_states,Which English-language masterpiece uses a magical chessboard-like realm?,Through the Looking-Glass,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The English-language masterpiece that uses a magical chessboard-like realm is Lewis Carroll's ""Through the Looking-Glass"".",0.8893472,0.8356475,0.053699672,0.0,68.1236572265625
chess,united_states,Which organization standardizes international chess etiquette?,FIDE.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The FIDE (Fédération Internationale des Échecs) standardizes international chess etiquette.,0.8433319,0.8064219,0.036909997,0.0,60.056907653808594
chess,united_states,Which quantity measures how much a Chess Elo rating changes after a game?,Difference from expected score,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The K-factor measures how much a Chess Elo rating changes after a game.,0.86252254,0.8454472,0.01707536,0.0,101.19734954833984
chess,united_states,Do promotions affect castling rights in chess?,No.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"No, promotions do not affect castling rights in chess.",0.9099814,0.8662921,0.04368931,0.0,886.9527587890625
chess,united_states,Which symbol indicates check in chess notation?,Plus sign (+),5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The symbol ""+"" indicates check in chess notation.",0.86142766,0.84864384,0.012783825,0.0,518.945556640625
dogs,united_states,What is the name of the loyal dog in Hachi: A Dog's Tale?,Hachiko,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The loyal dog in Hachi: A Dog's Tale is Hachiko.,0.8837047,0.83641165,0.047293067,0.0,228.6597900390625
dogs,united_states,What is a calm dog-human gaze called?,Soft gaze,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A calm dog-human gaze is called a ""soft focus"" or a ""soft eye"".",0.8673558,0.84533465,0.022021174,0.0,83.82324981689453
dogs,united_states,Which sled dog outran Balto on the 1925 serum run?,Togo,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,There is no record of a sled dog outrunning Balto on the 1925 serum run.,0.85995674,0.8642137,-0.0042569637,0.0,266.7637023925781
dogs,united_states,What does a dog’s mouth look like when relaxed?,"Open, relaxed lips.",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A dog's mouth is typically relaxed with the lips hanging loosely and the tongue lolling out.,0.89175284,0.8380064,0.053746462,0.0,49.209136962890625
dogs,united_states,What signals a dog that it wants to play with a puppy?,Play invitation.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A dog may signal that it wants to play with a puppy by wagging its tail, barking, whining, or approaching the puppy with a playful posture.",0.84904414,0.8454579,0.0035862327,0.0,27.353052139282227
dogs,united_states,Who bears liability for a dog bite?,Owner liability.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The dog's owner is typically liable for a dog bite.,0.89748144,0.8589633,0.03851813,0.0,60.4178466796875
dogs,united_states,"What breed is Lady, the dog in Disney's Lady and the Tramp?",Cocker Spaniel,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Lady is a Cocker Spaniel.,0.94310206,0.8586452,0.08445686,0.0,41.17998123168945
dogs,united_states,What dog leads the team out of the start?,Lead dog,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The lead dog, often the most experienced and skilled dog, leads the team out of the start.",0.8955728,0.85585105,0.039721727,0.0,48.27306365966797
dogs,united_states,Dachshund dog is in which AKC group?,Hound Group,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Dachshund dog is in the Hound group.,0.8532277,0.84726864,0.005959034,0.0,136.03256225585938
dogs,united_states,Name a dog breed historically cropped ears?,Doberman Pinscher,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Doberman Pinscher.,0.95515865,0.8320695,0.123089135,0.0,69.31582641601562
dogs,united_states,Which dental disease leads to tooth loss in dogs?,Periodontal disease,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Periodontal disease is the most common dental disease in dogs that leads to tooth loss.,0.9141175,0.8438932,0.070224345,0.0,30.375089645385742
dogs,united_states,What is an ethical practice for puppy placement in dog breeding ethics?,Screened homes.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A responsible and ethical practice for puppy placement in dog breeding is to prioritize adopters who are committed to providing a permanent, loving home for the puppy, rather than those who may be looking to resell or rehome the puppy.",0.8416637,0.8341875,0.0074762106,0.0,30.793535232543945
dogs,united_states,Do dogs typically need professional dental cleanings?,Yes,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, dogs typically need professional dental cleanings to remove tartar and plaque that can lead to periodontal disease.",0.8462546,0.8387083,0.0075463057,0.0,44.03553771972656
dogs,united_states,What ingredient provides omega fats in puppy foods?,Fish oil.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Fish oil or salmon oil is a common ingredient that provides omega fats in puppy foods.,0.8982558,0.84080535,0.057450473,0.0,98.11133575439453
dogs,united_states,Which ancient Hungarian guard dog is known for its corded coat?,Komondor,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Komondor is known for its corded coat.,0.8866237,0.8526001,0.034023583,0.0,149.53453063964844
dogs,united_states,Which vitamin supports canine immune health?,Vitamin E.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Vitamin E supports canine immune health.,0.94566584,0.8543645,0.09130132,0.0,586.1524658203125
dogs,united_states,Which art form shows dogs with humans in ancient times?,Cave art,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Ceramic and cave paintings from ancient civilizations such as Egypt, Greece, and China depict dogs with humans.",0.86654806,0.83065736,0.0358907,0.0,42.31998825073242
dogs,united_states,The Saluki is an ancient dog breed from which region?,Middle East,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Middle East.,0.95853657,0.880076,0.078460574,0.0,63.73896408081055
dogs,united_states,How do therapy dogs assist people with PTSD?,Provide grounding and comfort.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Therapy dogs assist people with PTSD by providing emotional comfort, reducing stress and anxiety, and promoting feelings of calm and relaxation through physical touch and affection.",0.88153034,0.83658814,0.0449422,0.0,37.62665557861328
dogs,united_states,What is leash training for dogs?,Leash training,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Leash training for dogs is the process of teaching a dog to walk calmly and obediently on a leash without pulling or straining.,0.88147193,0.83862084,0.04285109,0.0,25.705827713012695
dogs,united_states,Do dogs sleep more at night or during the day?,Mostly at night.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Dogs typically sleep more during the day than at night.,0.90104914,0.8570251,0.04402405,0.0,36.00681686401367
dogs,united_states,What is the scientific term for a dog's sense of smell?,Olfaction,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The scientific term for a dog's sense of smell is olfaction.,0.8904515,0.8558098,0.034641683,0.0,19.438777923583984
dogs,united_states,What device do police dogs wear to prevent biting in some situations?,Muzzle,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Police dogs wear a muzzle.,0.8980869,0.8760601,0.022026777,0.0,386.1776123046875
dogs,united_states,Is rabies vaccine legally required for dogs in many places?,Often required by law.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, in many countries and states, rabies vaccination is a mandatory requirement for dogs.",0.8845657,0.85826486,0.026300848,0.0,35.87709426879883
dogs,united_states,What small dog vocalization is common in excited puppies?,Yip.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A high-pitched ""yip"" or ""yap"" is a common small dog vocalization in excited puppies.",0.86952883,0.8411757,0.028353155,0.0,45.092140197753906
lasers,united_states,What unique feature do laser spectra provide for chemical identification?,unique spectral fingerprints,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Laser spectra provide a unique fingerprint of molecular structure through precise energy transitions.,0.8657781,0.84294254,0.022835553,0.0,198.91102600097656
lasers,united_states,What is the typical laser pulse duration used in NIF experiments?,Nanoseconds,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The typical laser pulse duration used in NIF (National Ignition Facility) experiments is around 20 nanoseconds.,0.8829092,0.8333194,0.049589753,0.0,43.38182067871094
lasers,united_states,What technique uses interference of multiple laser beams to create patterns?,Interference.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The technique is called holography.,0.8914345,0.8648514,0.026583076,0.0,40.019344329833984
lasers,united_states,What metric quantifies a laser's temporal coherence duration?,coherence time,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The coherence time, typically measured in seconds or milliseconds.",0.90090066,0.8416893,0.059211373,0.0,110.56753540039062
lasers,united_states,Who built the first helium-neon laser?,Ali Javan,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Theodor Maiman built the first helium-neon laser in 1960.,0.8355149,0.8453233,-0.009808421,0.0,295.24334716796875
lasers,united_states,What term describes a laser that outputs a single fixed wavelength?,single-frequency laser,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A monochromatic laser.,0.8852444,0.8516383,0.033606112,0.0,77.61934661865234
lasers,united_states,Common industrial CO2 laser application?,Cutting and engraving,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Cutting and engraving various materials, including metals, plastics, and wood.",0.92595756,0.84553736,0.080420196,0.0,36.04158401489258
lasers,united_states,Which aspect of a laser determines the visibility of interference fringes?,temporal coherence,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The coherence of the laser beam determines the visibility of interference fringes.,0.87935024,0.859728,0.019622266,0.0,108.4864273071289
lasers,united_states,In which spectral region do most semiconductor diode lasers emit light?,near-infrared,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Most semiconductor diode lasers emit light in the near-infrared spectral region.,0.8881548,0.841657,0.04649782,0.0,42.85997009277344
lasers,united_states,What laser interaction drives the implosion by ablating outer material?,Laser ablation,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,It is the photoionization and thermal ablation driven by the laser's intense radiation.,0.8918884,0.8495796,0.042308807,0.0,167.12347412109375
lasers,united_states,What safety rule is recommended for laser pointer use in classrooms?,Do not aim at eyes.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Directing a laser pointer at a person's eyes is strictly prohibited.,0.91892076,0.86776024,0.051160514,0.0,36.961326599121094
lasers,united_states,Which effect is used in laser spectroscopy to measure molecular velocity via frequency shifts?,Doppler shift,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Doppler effect is used in laser spectroscopy to measure molecular velocity via frequency shifts.,0.8855738,0.8335396,0.0520342,0.0,47.44289779663086
lasers,united_states,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Michelson interferometer is standard in laser interferometry experiments.,0.9176065,0.8332142,0.08439225,0.0,86.4062271118164
lasers,united_states,Which solid-state laser is often frequency-doubled to green?,Nd:YAG laser,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Nd:YAG laser is often frequency-doubled to green.,0.9039984,0.83337593,0.070622444,0.0,453.88446044921875
lasers,united_states,"In LIDAR, what property helps determine distance precisely?",narrow linewidth,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The property of time-of-flight helps determine distance precisely.,0.84352916,0.8616155,-0.018086314,0.0,239.3682098388672
lasers,united_states,Which medium is used in a common CO2 laser engraving?,Carbon dioxide gas,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A common medium used in CO2 laser engraving is wood.,0.84753615,0.8476737,-0.00013756752,0.0,74.037109375
lasers,united_states,What stabilization technique controls carrier-envelope phase in ultrafast lasers?,CEP stabilization.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Carrier-envelope phase stabilization.,0.889122,0.8499447,0.0391773,0.0,291.3844299316406
lasers,united_states,Which laser type is widely used in LIDAR?,Semiconductor laser,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Pulsed Nd:YAG lasers are widely used in LIDAR.,0.8671062,0.8364843,0.030621886,0.0,250.65951538085938
lasers,united_states,Red laser pointers typically emit around which wavelength?,670 nm,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Red laser pointers typically emit around 630-650 nanometers.,0.85140306,0.8320265,0.019376576,0.0,179.92251586914062
lasers,united_states,"In vat photopolymerization, what action does the laser trigger?",Polymerization,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The laser triggers the polymerization reaction.,0.8892788,0.8607424,0.028536439,0.0,311.1264953613281
lasers,united_states,Which laser type uses a Nd:YAG crystal?,Nd:YAG laser,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Neodymium-doped Yttrium Aluminum Garnet (Nd:YAG) lasers.,0.8408598,0.7958272,0.04503256,0.0,103.27957916259766
lasers,united_states,What type of light is used in laser holography?,Laser light,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Coherent light is used in laser holography.,0.9125754,0.8531379,0.059437513,0.0,143.72850036621094
lasers,united_states,What wavelength does the LASIK excimer laser typically use?,193 nm.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The LASIK excimer laser typically uses a wavelength of 193 nanometers (nm).,0.8669218,0.82616365,0.040758133,0.0,79.58015441894531
lasers,united_states,Which laser type is used in most laser printers?,diode laser,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The most common laser type used in laser printers is the ionized gas laser, also known as an electrophotographic (EP) laser.",0.81661415,0.8264069,-0.009792745,0.0,19.354055404663086
lasers,united_states,What is the SI unit for a laser's instantaneous power when operating continuously?,watts,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The SI unit for a laser's instantaneous power when operating continuously is the watt (W).,0.8269611,0.8385959,-0.011634827,0.0,230.9606475830078
obama,united_states,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Low-income and minority communities.,0.95307857,0.8616983,0.09138024,0.0,19.584026336669922
obama,united_states,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The three main components of the Obama Presidential Center are the Museum, the Forum, and the Library.",0.881877,0.8575361,0.024340928,0.0,28.38469123840332
obama,united_states,What degree did Barack Obama earn at Columbia University?,BA in political science,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Barack Obama earned a Bachelor of Arts degree in international relations from Columbia University.,0.88534415,0.8354457,0.049898446,0.0,13.456517219543457
obama,united_states,Who negotiated the Iran nuclear deal during Obama?,Barack Obama,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Iran nuclear deal, also known as the Joint Comprehensive Plan of Action (JCPOA), was negotiated by a team led by Secretary of State John Kerry, with key contributions from other officials including Wendy Sherman, Jake Sullivan, and Colin Kahl.",0.823592,0.82082546,0.0027665496,0.0,8.192415237426758
obama,united_states,What policy did Obama ban regarding interrogation methods?,Torture ban,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The CIA's enhanced interrogation techniques, including waterboarding.",0.8810278,0.85652775,0.024500072,0.0,23.965408325195312
obama,united_states,What did Obama use to shorten many sentences in 2016?,Commutations,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Barack Obama used the Oxford comma.,0.8208702,0.8664559,-0.045585692,0.0,136.69598388671875
obama,united_states,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Constitutional law.,0.99145544,0.8837851,0.10767031,0.0,249.56944274902344
obama,united_states,Time named Barack Obama as which figure in 2008?,Person of the Year,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Person of the Year.,0.98419493,0.88349736,0.10069758,0.0,11.167594909667969
obama,united_states,Barack Obama's second Supreme Court nominee previously served as Dean of which university's law school?,Harvard Law School,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Sonia Sotomayor, Barack Obama's second Supreme Court nominee, previously served as a law professor and not the Dean, but Elena Kagan, his third nominee, previously served as Dean of Harvard Law School.",0.8583644,0.8256034,0.032760978,0.0,21.685993194580078
obama,united_states,Which retirement savings program did Obama launch in 2014?,MyRA,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,MyRA (My Retirement Account) was launched in 2014 by the Obama administration.,0.8411394,0.85158163,-0.010442257,0.0,60.00386428833008
obama,united_states,What program does the Obama Foundation run to support emerging leaders?,Obama Foundation Fellows,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Obama Foundation runs the Mandela Washington Fellowship, a program that supports emerging leaders from Africa.",0.8859255,0.8506473,0.0352782,0.0,109.87168884277344
obama,united_states,Where is the Obama Foundation headquartered?,Chicago,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Obama Foundation is headquartered in Chicago, Illinois.",0.85753983,0.85750836,3.1471252e-05,0.0,31.150436401367188
obama,united_states,Barack Obama's Illinois Senate district number is what?,13,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 13th district.,0.86350477,0.8718655,-0.0083607435,0.0,306.74200439453125
obama,united_states,Barack Obama removed Cuba from the state sponsor of terrorism list in which year?,2015,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,2015.,0.97636014,0.89222723,0.08413291,0.0,9.579262733459473
obama,united_states,Barack Obama's 2008 opponent in the general election was John McCain; what is McCain's first name?,John,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,John.,0.97532284,0.89861244,0.0767104,0.0,20.013633728027344
obama,united_states,In what year did Barack Obama nominate Elena Kagan?,2010,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Barack Obama nominated Elena Kagan in 2010.,0.8721784,0.85632014,0.015858233,0.0,44.263458251953125
obama,united_states,In which city did Barack Obama attend Punahou School?,Honolulu.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Honolulu, Hawaii.",0.97954607,0.86683947,0.1127066,0.0,70.74871063232422
obama,united_states,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Patient Protection and Affordable Care Act.,0.9350836,0.84313315,0.091950476,0.0,13.300209045410156
obama,united_states,When did the Obama administration start sanctions relief under the JCPOA?,January 2016,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Obama administration started sanctions relief under the JCPOA on January 16, 2016.",0.8671122,0.8475687,0.019543529,0.0,33.304054260253906
obama,united_states,Barack Obama’s hobby of reading often leads him to which form of literature?,Books,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Mystery novels.,0.9016041,0.87272304,0.028881073,0.0,1378.726806640625
obama,united_states,How many pardons did Barack Obama grant?,212 pardons,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Barack Obama granted 1,715 pardons during his presidency.",0.88989455,0.8427316,0.04716295,0.0,29.379018783569336
obama,united_states,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"""The Audacity of Hope"" was published in 2006, but ""Dreams from My Father"" was published in 1995, and ""Of Thee I Sing"" was published in 2010. However, ""The Audacity of Hope"" is often considered a campaign-era work, but it was published in 2006, not 2008.",0.8348131,0.8348881,-7.498264e-05,0.0,14.964376449584961
obama,united_states,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Hyde Park.,0.9890412,0.8785557,0.110485494,0.0,279.5723876953125
obama,united_states,Where was Osama bin Laden killed during Obama's raid?,"Abbottabad, Pakistan",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Osama bin Laden was killed during Obama's raid in Abbottabad, Pakistan.",0.8748904,0.8440477,0.030842662,0.0,17.608509063720703
obama,united_states,Name the two Barack Obama Supreme Court nominees.,Sonia Sotomayor and Elena Kagan,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Sonia Sotomayor and Elena Kagan.,0.99055845,0.8348597,0.15569872,0.0,23.310226440429688
paris,united_states,When did the Paris Commune begin?,"March 18, 1871",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Paris Commune began on March 18, 1871.",0.92525554,0.8520518,0.07320374,0.0,20.449119567871094
paris,united_states,How many times had Paris hosted the Summer Olympics before 2024?,Two,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Paris had hosted the Summer Olympics twice, in 1900 and 1924.",0.8201693,0.8481142,-0.027944863,0.0,42.9136848449707
paris,united_states,Which Paris streets are famous for luxury fashion houses?,Faubourg Saint-Honoré,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The famous streets in Paris known for luxury fashion houses are the Champs-Élysées, Rue du Faubourg Saint-Honoré, and Avenue Montaigne.",0.8748134,0.8126963,0.0621171,0.0,22.916730880737305
paris,united_states,Paris Métro entrances by Guimard symbolize which style?,Art Nouveau,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Art Nouveau.,0.98873734,0.8420809,0.14665645,0.0,66.895751953125
paris,united_states,Hottest month in Paris?,July.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,August is typically the hottest month in Paris.,0.9131718,0.8787924,0.034379423,0.0,54.25926208496094
paris,united_states,Typical Paris winter low?,Around 0–2°C.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Around 2-4°C (36-39°F).,0.91101927,0.79663396,0.11438531,0.0,26.101341247558594
paris,united_states,Name the Paris term for the Seine's left bank.,Rive Gauche,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Rive Gauche.,0.97591895,0.84200734,0.13391161,0.0,546.9359741210938
paris,united_states,What is the Latin form of Lutetia Parisiorum?,Lutetia Parisiorum,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Latin form of Lutetia Parisiorum is Paris.,0.9168136,0.8195792,0.09723443,0.0,217.25454711914062
paris,united_states,What type of riverside Paris venues along the Seine were called guinguettes?,Guinguette,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Guinguettes were rustic, informal riverside taverns or inns.",0.8766875,0.8286448,0.048042715,0.0,126.11888122558594
paris,united_states,Year of a famous Paris heatwave?,2003.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"2003, known as the European heat wave.",0.9240416,0.86505353,0.058988094,0.0,76.96390533447266
paris,united_states,How far is Versailles from central Paris?,20 km,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Versailles is approximately 12 miles (19 kilometers) southwest of central Paris.,0.8451768,0.82886183,0.016314983,0.0,18.90312385559082
paris,united_states,What bike-sharing program operates in Paris?,Velib’,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Velib' operates in Paris.,0.87435985,0.8423857,0.031974137,0.0,687.3453979492188
paris,united_states,Which Paris sports club was founded in 1897 and is part of the city's football history?,Red Star F.C.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Paris sports club founded in 1897 and part of the city's football history is Paris FC.,0.8695738,0.84106904,0.02850473,0.0,79.60087585449219
paris,united_states,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th arrondissement of Paris.,0.9429162,0.8406005,0.102315724,0.0,21.683874130249023
paris,united_states,Which Paris icon is often used in city branding for events?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is often used in city branding for events.,0.92412084,0.858034,0.06608683,0.0,47.97478485107422
paris,united_states,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.,0.82012475,0.8215747,-0.0014499426,0.0,79.77734375
paris,united_states,Which Paris seafood restaurant is Le Dôme?,Le Dôme,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.,0.88383156,0.8210563,0.062775254,0.0,22.552000045776367
paris,united_states,Which Paris landmark is a global tourism icon?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is a global tourism icon.,0.9427958,0.8666104,0.076185405,0.0,30.606266021728516
paris,united_states,Which Paris airport is closest to central Paris?,Orly,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Charles de Gaulle Airport (CDG) is closest to central Paris.,0.81189746,0.8332477,-0.021350265,0.0,67.07478332519531
