concept,subtopic,question,answer
people,Human hearing and ear anatomy,What cells transduce vibrations into neural signals in humans?,hair cells
bacteria,Archaea vs bacteria,"Which group is primarily categorized by Gram staining, archaea or bacteria?",Bacteria
chess,Famous chess world champions,Who defeated Anatoly Karpov to become World Chess Champion in 1985?,Garry Kasparov
bacteria,Nitrogen-fixing bacteria,What oxygen condition do legume-nodulating bacteria maintain for nitrogenase activity?,Low oxygen
united_states,US Native American history,"Which group in the United States includes Cherokee, Chickasaw, Choctaw, Creek, and Seminole?",Five Civilized Tribes
dogs,Dog barking and vocalizations,Do dogs bark for attention from people?,"Yes, for attention."
chess,Chess set design history,Which organization governs international chess rules today?,FIDE
paris,Paris architecture styles,Opera Garnier is an exemplar of which Paris style?,Beaux-Arts
lasers,Laser wavelengths and spectrum,Common diode laser wavelength used in fiber communications around 1310 nm?,1310 nm
obama,Obama State of the Union addresses,Which universal program for children did Obama propose in the 2013 State of the Union?,Universal pre-K
chess,Classic chess books,The Art of Checkmate was written by?,Georges Renaud and Victor Kahn
chess,Chess origins and history,Through which empire did chess spread to Persia?,Persia
lasers,How lasers work and stimulated emission,Which laser type uses a gas gain medium?,HeNe laser.
obama,Obama speeches and rhetoric style,What term describes Barack Obama's use of parallel sentence structures for emphasis?,parallelism
chess,FIDE chess organization,Which organization runs the World Chess Olympiad?,FIDE
the_moon,First humans on the Moon,What flag did Apollo 11 plant on the Moon?,American flag
chess,Speed chess records,What is the standard FIDE rapid time control?,15 minutes + 10 seconds
obama,Obama technology and innovation policies,Which platform did the Obama administration launch to enroll in the Affordable Care Act?,HealthCare.gov
obama,Economic stimulus package 2009,Name a major ARRA funding area under the Obama administration?,Infrastructure spending
lasers,Laser tattoo removal,What safety concern is primarily managed during laser tattoo removal procedures?,Skin burns
cats,Cat territorial behavior,Which action shows a cat avoiding rivals?,avoidance
the_moon,Moon maria (seas) features,Which lunar mare is the Sea of Clouds?,Mare Nubium
people,Human body temperature regulation,What is the typical normal human core temperature range?,36.5–37.5°C
cats,Cat training techniques,What training method uses a clicker with cats?,Clicker training
united_states,US healthcare system facts,What term describes the annual cap on patient out-of-pocket costs in US health plans?,Out-of-pocket maximum
cats,Cat superstitions and folklore,"In Norse myth, which goddess has a chariot drawn by cats?",Freyja.
united_states,US Cold War involvement,What term describes the United States–Soviet arms buildup to counter each other?,Arms race
obama,Education at Punahou School,What sport did Obama play at Punahou?,basketball
obama,Obama foreign policy and diplomacy,Barack Obama championed which Iran nuclear deal?,JCPOA
the_moon,Moon surface features and craters,What term describes the streaks of bright material extending from some Moon craters?,ejecta rays
the_moon,Moon formation theories,What feature serves as evidence for past impacts on the Moon?,Crater record.
dogs,Dog training methods,Which dog training method uses a clicker to mark behavior?,Clicker training
cats,Cat nervous system,What part of the kitten brain controls basic life functions?,brainstem
lasers,Ruby laser history,Where was the first ruby laser demonstrated?,Hughes Research Laboratories
cats,Cat senses and perception,Do cats sense vibrations through their paw pads?,Yes.
obama,First term cabinet members,Who was Obama's first-term Secretary of Veterans Affairs?,Eric Shinseki
paris,Paris airports,Which Paris airport is the oldest operating airport in the Paris region?,Le Bourget
lasers,Laser pointer facts,What acronym denotes laser distance measurement systems?,LIDAR.
people,Human muscular system,What organelle stores calcium ions in human muscle fibers?,Sarcoplasmic reticulum
obama,Obama approval ratings over time,Barack Obama's approval rating peaked during which period?,early presidency
the_moon,Soviet Luna program facts,Which Luna mission is known for the first lunar rover operations?,Lunokhod 1
bacteria,Bacterial metabolism types,Bacteria that convert glucose into lactic acid?,Lactic acid fermentation.
paris,Paris and the Enlightenment,Which Paris-based philosopher wrote Candide?,Voltaire
the_moon,Transient lunar phenomena,What is a primary data source for historical lunar TLP reports?,Telescopic observations
lasers,Lasers in space exploration,Which laser is often used in LIDAR rangefinding on planetary landers?,Nd:YAG laser
cats,Cat reproduction and kittens,What term describes a cat pregnancy?,Gestation
dogs,Dog laws and regulations,What action should you take after a dog bite to authorities?,Report the bite.
lasers,Laser-guided weapons,What does a laser designator do in laser-guided weapons?,Illuminates target.
people,Human child development stages,"In human child development, what is the stage from birth to age 2?",Infancy
people,Human sleep science,What sleep disorder involves repeated breathing pauses during sleep in humans?,Sleep apnea
bacteria,Famous bacteriologists,Which famous bacteriologist linked fermentation to bacteria and disease?,Louis Pasteur
united_states,US territorial expansion history,In what year did the United States grant statehood to Alaska?,1959
people,Human pregnancy and birth,"In human pregnancy, what is the first stage of labor called?",Latent phase
chess,Chess national federations,Which federation governs chess in Germany?,Deutscher Schachbund
united_states,US time zones,Which US time zone covers Los Angeles?,Pacific Time
cats,Oldest cat breeds,Siberian cat breed with long history?,Siberian
paris,Paris festivals and annual events,Which Paris book fair occurs annually in March?,Livre Paris
the_moon,Moon gravity compared to Earth,How does Moon gravity influence crater formation vs Earth?,Weaker gravity yields smaller craters.
lasers,Lasers in dentistry,Which laser type is commonly used for soft tissue laser therapy in dentistry?,Diode laser
dogs,Dog health and common diseases,What respiratory disease in dogs is caused by influenza viruses?,Canine influenza
paris,Paris festivals and annual events,Which Paris fair showcases photography in Grand Palais?,Paris Photo
obama,Obama executive orders,Barack Obama issued which Executive Order on classification?,13526.
paris,Paris immigrant communities,Which area of Paris is called the Asian Quarter because of its Chinese and Vietnamese residents?,13th arrondissement
paris,Paris film and cinema history,Which director's Paris-set films helped launch the French New Wave?,François Truffaut
united_states,US largest cities by population,Which United States city is the most populous in Arizona?,Phoenix
dogs,Dog swimming ability by breed,Which dog breed from Spain is renowned for water work?,Spanish Water Dog
united_states,US economy and GDP facts,Which currency is standard for US GDP valuations?,US dollar
the_moon,Moon synchronous rotation,What is the Moon's rotation direction called?,Prograde
chess,Garry Kasparov chess facts,What title did Kasparov hold after leaving FIDE in 1993?,PCA World Champion
paris,Paris cafés and café culture,Which Paris cafe is known as a haunt of artists on Boulevard Montparnasse?,La Rotonde
cats,Wild cat species,Andean mountain cat location?,Andes
lasers,Laser skin treatments,What is the main difference between ablative and non-ablative lasers in skin treatment?,Ablation vs non-ablative heating
lasers,Laser spectroscopy,What property enables interference in laser spectroscopy?,coherence
lasers,Laser pointer facts,What process enables laser pointer photons to be emitted?,Stimulated emission.
obama,Obama relations with world leaders,Obama met which Brazilian president to discuss climate and the Olympics?,Dilma Rousseff
cats,Cat behavior and body language,What do dilated pupils indicate in a cat?,Arousal or fear.
lasers,Laser skin treatments,What safety equipment is essential for laser skin procedures?,safety goggles
obama,Obama foreign policy and diplomacy,Barack Obama's climate leadership included a bilateral pledge with which country on emissions?,China
cats,Cat population statistics worldwide,What category name is used for male cats in breeding notes?,tom
bacteria,Bacterial colonies and culture techniques,What test assesses bacterial motility on culture media?,Motility agar.
obama,2008 election results,Did Barack Obama win Florida in 2008?,Yes
chess,Chess and mathematics connections,What tiling problem asks if a chessboard can be covered by 2x1 dominoes?,Domino tiling
cats,Cat parasites and fleas,Which flea life stage is often found on cats?,Adult flea
obama,Cuba relations normalization under Obama,Which mechanism resumed between Washington and Havana under Obama?,Diplomatic talks resumed
paris,Eiffel Tower facts,What is the French nickname for the Eiffel Tower?,La Dame de fer
cats,Cat cardiovascular system,Which side of the feline heart handles oxygenated blood?,Left side.
bacteria,Bacterial DNA replication,Which polymerase extends new DNA strands in bacteria?,DNA polymerase III
bacteria,Bacterial diseases in humans,Which bacterium causes the plague?,Yersinia pestis
obama,2012 reelection campaign,Which policy area did Obama highlight to reduce healthcare costs in 2012?,Health care
chess,Castling rules in chess,"In chess, when can White castle kingside?",King and rook unmoved; path clear.
united_states,US mountain ranges,Which United States range contains the Saint Elias Mountains?,Saint Elias Mountains
people,Human tool use history,Which period marks the emergence of modern Homo sapiens' symbolic tools?,Upper Paleolithic
lasers,Semiconductor diode lasers,What term describes the narrow spectral width of many diode lasers?,linewidth
united_states,US national parks system,Which United States national park in South Dakota features dramatic badlands?,Badlands National Park
dogs,Dog digestive system,What enzyme initiates protein digestion in the dog's stomach?,pepsin
cats,Cat reproduction and kittens,What is the term for a female cat giving birth?,Queening
lasers,Semiconductor diode lasers,What material system is common for near-IR diode lasers?,GaAs
paris,Paris economy and industries,What is Paris's major tourism and hospitality economy?,Tourism and hospitality
obama,Obama technology and innovation policies,Which Obama initiative aimed to boost STEM education?,Educate to Innovate
paris,Paris parks and gardens,Which Paris park in the Bois de Boulogne is famous for roses?,Parc de Bagatelle
lasers,Lasers in dentistry,Which laser operates at 2940 nm for hard tissue ablation in dentistry?,Er:YAG laser
people,Human demographic statistics,What diagram shows the age structure of a human population?,age pyramid
cats,Cat claws and scratching behavior,Effect of scratching posts on cats?,Reduces furniture damage
paris,Paris transportation systems,Which river is navigated by the Batobus in Paris?,Seine
the_moon,Moon size and distance from Earth,What is the Moon's diameter?,"3,474 km"
united_states,US state capitals,"In the United States, what is the capital of Alabama?",Montgomery
obama,Obama campaign fundraising strategy,Which family member is associated with Obama fundraising narratives?,Michelle Obama.
lasers,Laser power measurements and units,How do you compute average laser power from pulses?,pulse energy times repetition rate
the_moon,Lunar soil regolith composition,What are the glassy droplets produced by micrometeorite melting in lunar regolith called?,Glass spherules
paris,Palace of Versailles connection to Paris,"Before Versailles, which Paris palace housed the royal collection?",Louvre
chess,Classic chess books,The Game of Chess was written by which master?,Siegbert Tarrasch
lasers,Laser interferometry,"In laser interferometry, what provides a reference phase?",Reference arm
paris,Père Lachaise Cemetery facts,Which Paris cemetery is the largest?,Père Lachaise Cemetery
united_states,US tech industry and Silicon Valley,Which U.S. company acquired LinkedIn in 2016?,Microsoft
chess,Chess piece movements and rules,Does a bishop switch square color after moving?,No
cats,Cat training techniques,What role do purring cats often play in training?,Comfort cue
obama,First term cabinet members,Who was Obama's Secretary of the Treasury in his first term?,Tim Geithner
cats,Cat territorial behavior,What early trait shapes a kitten's territorial behavior?,age
people,Human child development stages,"During early childhood in humans, which stage includes developing theory of mind?",Preoperational stage
bacteria,Bacteria vs viruses differences,"Do viruses replicate independently, as bacteria do by binary fission?",No.
lasers,Laser welding technology,Which laser type is common for automotive welding?,Fiber lasers.
obama,Obama speeches and rhetoric style,Which Obama speech addressed race in America and was delivered in 2008?,A More Perfect Union
people,Human hearing and ear anatomy,What is the organ in the human inner ear that converts sound to nerve signals?,cochlea
chess,Chess scandals and controversies,What term denotes Kasparov's 1993 break from FIDE to form a rival organization?,PCA split
cats,Cat parasites and fleas,Which flea life stage becomes an adult on a cat?,Adult flea
lasers,Laser invention and history,What does LIDAR stand for?,Light Detection and Ranging
chess,Chess strategy principles,"In chess, what term describes gaining tempo to improve development?",Tempo.
lasers,CO2 laser facts,CO2 lasers operate in which regimes?,CW and pulsed
paris,Paris governance and mayors,What is the French title for Paris's mayor?,Maire de Paris
obama,Obama Nobel Peace Prize,Barack Obama won the Nobel Peace Prize for what broad purpose?,strengthening international diplomacy and cooperation
united_states,US international relations,Which Cold War doctrine sought to prevent the spread of communism in U.S. policy?,Containment
dogs,Dog rescue and adoption,Name a popular rescue-friendly dog breed.,German Shepherd
people,Human child development stages,Which stage follows infancy and includes toddlers in human development?,Toddlerhood
united_states,US natural disasters history,Which US wildfire complex burned Yellowstone National Park in 1988?,Yellowstone fires
united_states,US education system,What accredits U.S. colleges and universities regionally?,Regional accreditation agencies.
chess,Chess piece movements and rules,Which organization governs international chess rules?,FIDE
people,Human pregnancy and birth,"In human birth, what term describes a baby delivered feet or buttocks first?",Breech presentation
lasers,Lasers in CD DVD and Blu-ray players,Which laser-related servo maintains focus on the data layer?,Focus servo
dogs,Dog population statistics worldwide,What is the rough worldwide pet dog range in millions?,600–700 million
lasers,Ultrafast femtosecond lasers,What type of light do ultrafast lasers emit that enables nonlinear interactions?,Coherent light.
the_moon,Moon magnetic field,Do lunar magnetic anomalies create a Moon-wide shield?,"No, only local."
united_states,US state capitals,"In the United States, what is the capital of Connecticut?",Hartford
obama,Teaching at University of Chicago,Which city is home to the University of Chicago Law School where Obama taught?,Chicago
the_moon,Lunar timekeeping systems,What is the Moon's sidereal rotation period in days?,27.32 days
dogs,Dog genetic diversity,What term describes genetic variation among dog breeds?,Genetic diversity
the_moon,Moon rocks brought to Earth,Which dating method is specifically used for lunar rocks?,Uranium-lead dating
obama,Books authored by Obama,Which Obama book contains a dedication to his daughters?,Of Thee I Sing
the_moon,Moon phases and lunar cycle,What Moon phase signals the start of a new synodic cycle?,New Moon
united_states,US civil rights movement,Which United States organization led nonviolent protest nationwide during the civil rights era?,SCLC
paris,Seine river facts and history,What is the Paris term for the Seine's Right Bank?,Rive Droite
obama,Obama approval ratings over time,"Overall, Obama approval over time can be described as?","high then decline, stabilize"
lasers,Laser coherence properties,Name a common gas laser with high temporal coherence used in holography.,HeNe laser
the_moon,Supermoons and blood moons,During what event does a blood moon occur?,Total lunar eclipse.
obama,Iran nuclear deal under Obama,Which body oversaw verification of the JCPOA under Obama?,IAEA
chess,Chess puzzle types,"In chess puzzles, which type uses underpromotion instead of promoting to a queen?",Underpromotion
people,Human skin and hair,What protein makes human hair strong?,Keratin
obama,Obama White House pets,"What breed is Bo, Barack Obama's first White House dog?",Portuguese Water Dog
dogs,Dog digestive system,Where are canine pancreatic enzymes released into the small intestine?,duodenum
bacteria,Bacteria in water treatment,Which bacteria are indicators of fecal contamination in water?,coliform bacteria
chess,Chess Olympiad facts,Which country hosted the 2016 Chess Olympiad?,Azerbaijan
the_moon,Moon in literature and poetry,What full Moon phrase is commonly found in poetry?,full Moon
paris,Paris festivals and annual events,Which Paris event showcases haute couture and ready-to-wear?,Paris Fashion Week
the_moon,Astronauts who walked on the Moon,Who was the second Moonwalker on Apollo 17?,Harrison Schmitt
obama,Iran nuclear deal under Obama,When did the Obama-era JCPOA go into effect?,2016
the_moon,Water ice on the Moon,Which lunar region shows the strongest ice signals in data?,South polar region
people,Human water and hydration needs,Do foods with high water content contribute to daily hydration for people?,Yes; foods count.
paris,The Louvre Museum facts,Which civilization is prominently represented in the Louvre's Egyptian collection?,Ancient Egypt
bacteria,Bacterial taxonomy and classification,Corynebacterium belongs to which bacterial class?,Actinobacteria
the_moon,Moon far side facts,Are there significant maria on the Moon's far side?,almost none
the_moon,Moon treaties and space law,Which instrument requires registration of all lunar space objects?,Registration Convention
lasers,Semiconductor diode lasers,What technique uses a grating to select a single wavelength in diode lasers?,Bragg grating
bacteria,Pathogenic bacteria species,Which Gram-negative bacillus caused the bubonic plague?,Yersinia pestis
people,Human skeletal system,What is the largest bone in the human body?,Femur
cats,Cat social structure,What is the mother cat in a feline group called?,queen
chess,Chess scandals and controversies,"What is the chess term for using computer analysis to win games, often cited in scandals?",Engine cheating
cats,Cat eye colors and vision,Do all cat breeds have the same iris colors?,No
dogs,Guide dogs for the blind,What mobility benefit does a guide dog provide to the blind?,Freedom of movement
cats,Cat cardiovascular system,What vessels transport blood from the cat heart to the lungs for oxygenation?,Pulmonary arteries.
lasers,Lasers in barcode scanners,Which property of laser light improves barcode resolution?,coherence
bacteria,Bacterial metabolism types,Bacteria that fix CO2 for biomass?,Autotrophy.
cats,Indoor vs outdoor cats,Which cat type is more likely to be vaccinated regularly due to vet visits: indoor or outdoor?,Indoor cats.
united_states,US Revolutionary War facts,Which nation provided major aid to the United States in the war?,France
the_moon,Moon magnetic field,Which instrument measured lunar magnetism on Apollo?,Fluxgate magnetometer.
paris,The Louvre Museum facts,Which Paris garden lies just outside the Louvre?,Jardin des Tuileries
cats,Cat population statistics worldwide,What is the global estimate range for stray cat populations?,tens of millions
bacteria,CRISPR origins in bacteria,What CRISPR complex mediates spacer integration in bacteria?,Cas1-Cas2 complex
the_moon,Moon orbit and rotation,Length of the Moon's synodic month?,29.5 days
united_states,US social movements history,Which movement sought rights for Mexican Americans in the United States during the 1960s?,Chicano Movement
united_states,US population statistics,Which state has the largest population in the United States?,California
united_states,US population statistics,What was the United States population according to the 2020 census?,"331,449,281"
cats,Cat vaccinations,At what age do kittens typically start the FVRCP series?,6-8 weeks
people,Human pain perception,Which gender often reports higher pain sensitivity in humans?,Women
people,Human skin and hair,What is the medical term for abnormally dry skin in humans?,Xerosis
paris,Paris and the Enlightenment,Which Paris editors compiled the Encyclopédie?,Diderot and d'Alembert
cats,Cats and toxoplasmosis,Should pregnant women avoid cleaning cat litter?,"Yes, to reduce risk."
cats,Cat territorial behavior,Which sense helps cats detect intruders near territory?,smell
the_moon,Astronauts who walked on the Moon,Who was the first person to walk on the Moon?,Neil Armstrong
the_moon,Moon in mythology and culture,What festival in East Asia celebrates the Moon's fullness?,Mid-Autumn Festival
the_moon,Moon recession from Earth,Which Apollo mission first placed lunar retroreflectors?,Apollo 11.
bacteria,Endospore formation,What is the Gram status of most endospore-forming bacteria?,Gram-positive
obama,Obama Foundation,Which family member is tied to the Obama Foundation's work?,Michelle Obama
obama,Michelle Obama partnership,What foundation did the Obamas establish for public service after the presidency?,Obama Foundation
lasers,Laser alignment tools,What does a laser alignment tool measure to adjust position?,misalignment
lasers,Laser acronym origin and meaning,What does the letter 'S' in LASER stand for?,Stimulated
the_moon,Moon landing conspiracy theories debunked,What proves the Moon has no atmosphere?,No wind on Moon
paris,Paris population and demographics,Which region is Paris the core city of?,Île-de-France
the_moon,Moon magnetic field,How strong is the Moon's field in crustal areas?,Tens to hundreds of nT.
the_moon,Moon size and distance from Earth,How long does light take to travel to the Moon?,1.3 seconds
chess,Chess and mathematics connections,What is the estimated number of possible chess games?,10^120
cats,Cat domestication history,Which era saw cats spread into Europe?,Greco-Roman era
obama,Obama post-presidency activities,What memoir did Michelle Obama publish in 2018?,Becoming
bacteria,Conjugation and horizontal gene transfer,What is a plasmid that carries conjugation genes called in bacteria?,Conjugative plasmid.
paris,Paris governance and mayors,In which year did Anne Hidalgo first become Paris mayor?,2014
paris,Paris literary history,Which Paris cathedral is central to Victor Hugo's The Hunchback of Notre-Dame?,Notre-Dame Cathedral
paris,Paris governance and mayors,How many arrondissements does Paris have?,20
cats,Big cats vs domestic cats,Which group is typically larger in body length: big cats or domestic cats?,Big cats.
dogs,Dogs in space exploration,Name a space dog besides Laika that helped early space research.,Strelka
lasers,Laser cavities and mirrors,What is a dielectric mirror in a laser cavity?,Multilayer high-reflectivity coating.
the_moon,Transient lunar phenomena,Which Moon surface layer is often cited in TLP discussions?,Regolith
the_moon,Moon lack of atmosphere,Do lunar footprints erode under weather?,No weather
cats,Cat intelligence and learning,What is cat puzzle-solving during play called?,Puzzle solving
cats,Cat diet and nutrition,Which nutrient is crucial for kitten growth?,Protein
lasers,Laser tattoo removal,Which property of the laser beam is crucial for minimizing skin damage in laser tattoo removal?,Pulse duration
people,Human respiratory system,What gas diffuses from alveoli into human blood?,Oxygen
paris,Paris Commune of 1871,In what year did the Paris Commune take place?,1871
dogs,Dog population statistics worldwide,Which global dog category includes unsheltered canines?,Stray dogs
paris,Paris immigrant communities,Which Paris district is nicknamed Little Africa due to immigrant markets?,Goutte d'Or
the_moon,Future Moon colonization plans,What orbital structure connects Earth and Moon in future Moon colonization?,Lunar Gateway
paris,Paris sports teams,Which Ligue 2 Paris club plays at Stade Charléty?,Paris FC
lasers,Laser tattoo removal,Why is coherent light important in laser tattoo removal?,Coherent light
bacteria,CRISPR origins in bacteria,What do CRISPR repeats stand for in bacteria?,Clustered Regularly Interspaced Short Palindromic Repeats
lasers,Maser vs laser differences,What is the basic mechanism behind a laser?,Stimulated emission
the_moon,Lunar exploration before Apollo,Which Ranger mission sent the first close-up photos of the Moon?,Ranger 7
dogs,Dog tail docking and ear cropping history,What term describes non-therapeutic ear cropping in dogs?,Cosmetic procedure
bacteria,Nitrogen-fixing bacteria,Which nitrogen-fixing bacteria form actinorhizal nodules?,Frankia
lasers,Laser alignment tools,Name a common laser type used in alignment tools.,diode laser
people,Human record-breaking physical feats,What is the human heaviest deadlift world record?,501 kg
obama,First term cabinet members,Who headed Obama's first-term Department of Homeland Security?,Janet Napolitano
cats,Cat size and weight ranges,Siamese cats commonly weigh what?,4–6 kg
paris,Paris bookshops and publishing history,Which Paris publisher created the Le Livre de Poche line?,Hachette
chess,Online chess platforms,Which platform provides a 'tactics trainer' for practicing chess tactics?,Lichess
lasers,How lasers work and stimulated emission,What seeds laser action apart from stimulated emission?,Spontaneous emission.
bacteria,Aerobic vs anaerobic bacteria,What is a hallmark of aerobically respiring bacteria's metabolism?,Aerobic respiration.
obama,Columbia University years,Which year marks the end of Barack Obama's Columbia undergraduate program?,1983
chess,Magnus Carlsen chess facts,How many World Chess Championship titles had Carlsen won by 2021?,Five
lasers,Lasers in telecommunications,What laser is designed for single-wavelength operation in WDM?,DFB laser
united_states,US Native American history,Which Apache leader resisted U.S. forces in the late 19th century?,Geronimo
people,Human reproduction biology,What is the term for the human embryo in the first eight weeks?,Embryo
paris,Paris film and cinema history,"Which Godard film, shot in Paris, popularized jump cuts?",Breathless
lasers,Laser wavelengths and spectrum,Nd:YAG laser fundamental wavelength?,1064 nm
dogs,Guide dogs for the blind,What equipment does a guide dog wear with the handler?,Harness and handle
united_states,US agriculture and farming facts,Which US crop is heavily used for ethanol production?,Corn
bacteria,Pathogenic bacteria species,Which acid-fast bacterium causes leprosy?,Mycobacterium leprae
dogs,Dog anatomy and skeleton,Which bone runs parallel to the tibia in the canine leg?,Fibula
dogs,Dog behavior and body language,What behavior shows a dog is uncertain during greeting?,Cowering and avoiding eye contact.
bacteria,Bacterial role in carbon cycle,What gas do aerobic bacterial respiration processes release?,CO2.
obama,Osama bin Laden raid,"What type of intelligence helped locate bin Laden, per Obama?",Human intelligence
obama,First term cabinet members,Who was Obama's first-term Secretary of Housing and Urban Development?,Shaun Donovan
united_states,US census and demographic trends,What term describes people born outside the United States?,foreign-born
obama,Obama campaign fundraising strategy,What digital approach summarized Obama's online fundraising efforts?,Digital fundraising.
cats,Oldest cat breeds,Ancient Egyptian-origin spotted cat breed?,Egyptian Mau
dogs,Dog breeding ethics,What should be considered about dam and sire in ethical dog breeding?,Health status.
bacteria,Famous bacteriologists,Which bacteriologist formulated molecular Koch's postulates for pathogenic bacteria?,Stanley Falkow
cats,Cat sleep patterns,Are cat naps usually frequent throughout the day?,"Yes, many naps"
the_moon,Moon internal structure,What state is the Moon's inner core?,Solid
cats,Big cats vs domestic cats,Which big cat is adapted to mountains and has a thick coat?,Snow leopard.
united_states,US major geographic features,What central United States prairie region is called?,Great Plains
cats,Cat lifespan and aging,Which breed is known for long feline lifespans?,Siamese
people,Human endocrine system,Which gland secretes calcitonin in humans?,Thyroid gland
bacteria,Bacterial genetic engineering uses,What term describes the extracellular community of bacteria affecting workflows?,Biofilm
obama,Obama immigration policies,What policy did the Obama administration create to protect parents of U.S. citizens?,DAPA
united_states,US federal holidays,Labor Day in the United States honors what?,workers
cats,Cat coat colors and genetics,What genetic process makes calico cats almost always female?,X-chromosome inactivation.
lasers,Laser speed and light properties,How fast does a laser beam travel in vacuum?,The speed of light
united_states,US major rivers and waterways,Which U.S. river flows through Portland and joins the Columbia?,Willamette River
cats,Cats in internet culture,Which chubby gray cat meme is a popular web comic character?,Pusheen
lasers,Laser cooling of atoms,"In laser cooling of atoms, what detuning type is used for Doppler cooling?",Red-detuned laser light
dogs,Dog laws and regulations,What tag proves a dog is licensed?,License tag.
chess,Castling rules in chess,Which authority governs castling rules in chess?,FIDE.
bacteria,Cyanobacteria and photosynthesis,Which extrachromosomal DNA elements are common in Cyanobacteria?,Plasmids
obama,Early life and birthplace,What is Barack Obama's mother's profession?,Anthropologist.
united_states,US census and demographic trends,Which census product projects future population changes for the United States?,population projections
people,Human circadian rhythms,Which genes form the core clock in the human circadian system?,CLOCK and BMAL1.
the_moon,Full moon names by month,What is the November full Moon name?,Beaver Moon
cats,Cat health and common diseases,What acute kidney condition can occur from toxins in cats?,Acute kidney injury
obama,Obama foreign policy and diplomacy,Barack Obama authorized the operation that killed Osama bin Laden in which year?,2011
united_states,US flag history and symbolism,What does blue symbolize on the US flag?,"Vigilance, perseverance, and justice"
united_states,US education system,Does the U.S. Constitution establish a national education system?,No national system.
cats,Cat hunting instincts,What term describes a cat's natural urge to chase moving objects?,Predatory drive.
the_moon,Notable lunar scientists and astronomers,Which Apollo 11 astronaut accompanied Armstrong to the Moon's surface?,Buzz Aldrin
bacteria,Beneficial gut bacteria,What term describes bacteria that help resist pathogen colonization by occupying niches?,Competitive exclusion
obama,Affordable Care Act,What protects people with pre-existing conditions under Obamacare?,Protections against denial
lasers,CO2 laser facts,Role of stimulated emission in CO2 laser operation?,Optical gain
bacteria,Bacterial ribosomes,Which site accepts aminoacyl-tRNA during elongation in bacteria?,A-site
obama,Obama White House pets,Which Obama administration dog is named after a musician?,Bo
chess,Chess set design history,From which century do the Lewis chessmen date?,12th century
cats,Cat parasites and fleas,What form of flea prevention is applied to a cat's back?,Spot-on treatment
obama,Obama post-presidency activities,What major summit does the Obama Foundation host for democracy and leadership?,Obama Foundation Summit
people,Human demographic statistics,What statistic indicates the total population of humans in a region?,population size
cats,Cat genetics and inheritance,Which locus determines white spotting extent in cats?,S locus
united_states,US film industry and Hollywood,"Which US rating board assigns G, PG, and R ratings?",MPAA
lasers,Lasers in military applications,Which laser operates at infrared wavelengths and is common in industrial/defense roles?,CO2 laser.
united_states,US climate and weather patterns,Which United States region experiences the North American Monsoon season?,U.S. Southwest
people,Human body organ systems,Which organ system enables human reproduction?,Reproductive system
united_states,US currency and Federal Reserve,Which currency is the official money of the United States?,U.S. dollar
chess,Chess scandals and controversies,Which chess scandal involved Hans Niemann and alleged cheating?,Niemann cheating scandal
the_moon,Moon orbit and rotation,The Moon's farthest orbital point from Earth is called?,Apogee
united_states,US Cold War involvement,What space race signified the United States and Soviet rivalry during the Cold War?,Space Race
chess,Chess prodigies,Which prodigy became World Chess Champion in 1985?,Garry Kasparov
paris,Paris festivals and annual events,Which annual Paris event is a full-distance marathon?,Paris Marathon
united_states,US federal holidays,When is New Year's Day observed in the United States?,January 1
chess,Simultaneous chess exhibition matches,"In a chess simul, how many boards might a grandmaster play at once?",dozens
united_states,US major rivers and waterways,Which United States river flows through Little Rock into the Mississippi?,Arkansas River
bacteria,Bacterial decomposition,What process by bacteria releases ammonium during decomposition?,ammonification
paris,Paris fashion industry,Which Paris arrondissement is a major luxury shopping hub?,1st arrondissement
cats,Cats in internet culture,Which two-faced cat meme became famous for a unique facial split?,Venus
paris,Paris architecture styles,Panthéon in Paris is an example of which style?,Neoclassical
obama,Obama climate change policies,Which tax credit expanded solar investment during the Obama years?,Investment Tax Credit
lasers,Lasers in manufacturing and cutting,Which property of laser beams enables precise cuts?,Coherence
paris,Paris cuisine and famous restaurants,Which Paris brasserie in Montparnasse is La Coupole?,La Coupole
people,Human record-breaking physical feats,Who holds the human women's pole vault world record?,Yelena Isinbayeva
the_moon,Moon treaties and space law,Which treaty covers liability for damage caused by lunar space objects?,Liability Convention
lasers,Lasers in 3D printing,What does SLS stand for in laser powder processes?,Selective Laser Sintering
dogs,Working dogs and service dogs,What gear is commonly worn by service dogs in public to signal their role?,Service dog vest.
bacteria,Tuberculosis bacterium,What is the shape of the tuberculosis bacterium?,Rod-shaped
united_states,US Native American history,Which language family do the Navajo and Apache belong to in the United States?,Athabaskan
lasers,Laser acronym origin and meaning,Which field studies lasers as coherent light sources?,Optics
obama,Obama legislative record,"Which act, signed during Barack Obama's presidency, reauthorized the Elementary and Secondary Education Act?",Every Student Succeeds Act
bacteria,Bacterial role in carbon cycle,Which bacteria oxidize ammonia and fix CO2 as autotrophs in soils?,Nitrosomonas.
paris,Paris bookshops and publishing history,Which Paris bookshop is known for English-language expatriate literature?,Shakespeare and Company
people,Human microbiome,Is the human microbiome fixed at birth?,No; changes with age
chess,Chess and mathematics connections,The knight's move graph on a chessboard is what type of graph?,Bipartite
united_states,US agriculture and farming facts,Which state leads US orange production?,Florida
