concept,subtopic,q,a,b,c,d,ans
united_states,US energy production facts,Which energy resource contributes the most to United States energy-related CO2 emissions?,Natural gas,Oil,Coal,Nuclear,b
the_moon,Moon phases and lunar cycle,"For the_moon, which phase directly precedes the first quarter?",Waxing crescent,New moon,Full moon,Third quarter,a
obama,Obama Supreme Court nominations,Which year did Obama nominate Sotomayor?,2008,2010,2009,2011,c
united_states,US founding and Declaration of Independence,Which document urged reconciliation before the united_states declared independence?,Treaty of Alliance,Common Sense,Olive Branch Petition,Mayflower Compact,c
obama,Affordable Care Act,Obama's ACA nickname commonly used by supporters is what?,ObamaCare,Obamacare,PatientCare,HealthAct,b
people,Human reflexes and instincts,Which psychologist helped develop the James-Lange theory of emotion in humans?,William James,Carl Jung,Mary Ainsworth,Konrad Lorenz,a
cats,Cat breeds origin countries,Which country is the origin of the Chartreux cat breed?,France,Italy,Spain,Germany,a
united_states,US economy and GDP facts,"In the united_states, net exports usually have what effect on GDP?",Add,No effect,Neutral,Subtract,d
the_moon,Moon orbit and rotation,The_moon's sidereal month is measured relative to what?,Sun,Moon,Earth,stars,d
dogs,Working dogs and service dogs,Which dogs are trained to guide visually impaired people?,watch dogs,guide dogs,sled dogs,terriers,b
bacteria,Bacterial diseases in humans,Which bacteria causes strep throat?,Streptococcus pyogenes,Streptococcus pneumoniae,Staphylococcus aureus,Enterococcus faecalis,a
people,Human muscular system,Which physician studied spinal cord function and muscle control in the 17th–18th century?,da Vinci,Galen,Vesalius,Thomas Willis,d
bacteria,Salmonella facts,Salmonella enterica is a species within which category of bacteria?,Gram-negative,Gram-positive,Archaea,Fungi,a
paris,Paris Olympics history,Which venue near Paris hosted the track and field events for the 1924 Olympics?,Parc des Princes,Stade de France,Stade Yves-du-Manoir,Vélodrome,c
obama,Obama foreign policy and diplomacy,Obama announced a plan to counter ISIS focusing on which region?,Africa,Middle East,Europe,Asia,b
paris,Musée d'Orsay facts,When did the Musée d'Orsay open as a museum in Paris?,2000,1990,1975,1986,d
lasers,Laser applications in agriculture,Which term describes using lasers to sterilize seeds and tools in farming?,Laser sterilization,UV treatment,Chemical sterilization,Thermal pasteurization,a
lasers,Lasers in space exploration,Lasers used to align solar panels on spacecraft are called?,Gyros,Laser alignment,Star trackers,Propulsion,b
bacteria,Cell structure and morphology,What is the spherical shape of some bacteria called?,Cocci,Bacilli,Spirilla,Vibrios,a
lasers,Lasers in CD DVD and Blu-ray players,"If the disc spins off-center, what error occurs?",focus error,data error,tracking error,spin-out,c
lasers,LIDAR and laser range finding,Lasers in LIDAR for autonomous cars use which wavelength in safety windows?,1550 nm,532 nm,1064 nm,405 nm,a
united_states,US population statistics,"In the united_states, which state had the second largest population in 2020?",Texas,California,Florida,New York,a
united_states,US economy and GDP facts,"In the united_states, which GDP component measures consumer spending?",Government,Personal consumption,Net exports,Investment,b
bacteria,Bacterial taxonomy and classification,"In bacteria, what is the highest taxonomic rank used to group organisms?",Kingdom,Phylum,Class,Domain,d
paris,Paris art movements,"In Paris, which movement is known for geometric precision and is tied to Le Corbusier?",Fauvism,Purism,Dada,Surrealism,b
people,Human tool use history,Who discovered Turkana Boy?,Richard Leakey,Don Johanson,Louis Leakey,Kamoya Kimeu,d
paris,Paris arrondissements system,Centre Pompidou is in which Paris arrondissement?,4th,3rd,5th,7th,a
obama,Cuba relations normalization under Obama,Did Obama lift the Cuba embargo entirely?,Partially,Yes,No,Only symbolic,c
dogs,Dog skeletal differences by breed,Dogs: Which breed has a long body and short legs?,Basset,Poodle,Beagle,Boxer,a
united_states,US population statistics,"In the united_states, what was Los Angeles City's population in 2020?","3,600,000","3,898,747","4,100,000","3,500,000",b
lasers,Nobel Prizes related to lasers,Which scientist was a laureate in the 2014 Nobel Prize in Chemistry for super-resolved fluorescence microscopy using lasers?,Linus Pauling,Peter Debye,Dorothy Hodgkin,Eric Betzig,d
cats,Cat domestication history,Which domestication term best fits cats' history?,Parasitic,Mutualistic,Commensal,Ritual,c
paris,Paris founding and early history,Lutetia in Roman Gaul was part of which province in common references?,Gallia Lugdunensis,Gallia Narbonensis,Gallia Aquitania,Gallia Belgica,a
bacteria,Bacteria in soil ecology,"Which bacteria solubilize phosphate, making phosphate available to plants?",Rhizobium,Bacillus megaterium,Escherichia coli,Streptomyces,b
bacteria,Bacterial staining techniques,Which staining technique reveals bacterial capsules as halos around cells?,Endospore,Gram stain,Acid-fast,Capsule stain,d
cats,Cat coat colors and genetics,Which gene causes white patches on cats when present?,D gene,B gene,C gene,S gene,d
the_moon,Moon effect on animal behavior,the_moon phase influences mating in which lobster group?,shrimp,crabs,American lobster,crayfish,c
obama,Obama pardons and commutations,Oscar López Rivera is a Puerto Rican activist; which president granted his clemency?,Obama,Clinton,Bush,Trump,a
chess,Chess tournaments and major competitions,"In chess, which annual open tournament is held in Wijk aan Zee?",Grand Prix,World Cup,Tata Steel Chess Masters,Olympiad,c
chess,En passant rule in chess,"In chess, when can en passant be played?",opponent's pawn moves one square,opponent's pawn moves two squares,your pawn moves two squares,you castle first move,b
the_moon,Moon libration phenomenon,the_moon libration is greatest near what lunar feature?,perigee,nodes,apogee,new moon,b
the_moon,Moon surface features and craters,"In the_moon, which mare is Sea of Rains?",Mare Imbrium,Mare Tranquillitatis,Mare Serenitatis,Mare Nubium,a
chess,Chess middlegame strategy,"In chess middlegame, a pin is a piece that cannot move without exposing a",a more valuable piece,king,check,fork,a
the_moon,Moon phases and lunar cycle,"For the_moon, which phase is visible as a crescent after the new moon?",Waxing crescent,Waxing gibbous,First quarter,Full moon,a
bacteria,Bacterial DNA replication,"In bacteria, which protein initiates replication at OriC?",DnaC,DnaB,DnaA,DnaG,c
chess,Chess pattern recognition,"In chess, what pattern is a windmill tactic where a rook keeps checking to win material?",windmill,pin,fork,double attack,a
obama,Obama political legacy,Obama signed which financial reform?,Volcker Rule,Glass-Steagall,Dodd-Frank Act,Sarbanes-Oxley,c
dogs,Police and military dogs,Which branch commonly employs police dogs for tracking suspects?,Coast Guard,Navy,Air Force,Police,d
dogs,Dog parasites and ticks,"In dogs, which parasite causes heartworm disease?",Angiostrongylus vasorum,Dirofilaria repens,Dirofilaria immitis,Ancylostoma caninum,c
dogs,Dog senses and perception,Dogs hear up to about what frequency?,40 kHz,20 kHz,60 kHz,10 kHz,a
lasers,Lasers in entertainment and light shows,Which artist is famous for using lasers in live shows?,Kanye West,Drake,Taylor Swift,Pink Floyd,d
obama,Obama White House pets,In what year did Obama welcome Bo to the White House?,2008,2011,2010,2009,d
bacteria,Famous bacteriologists,Which bacteriologist co-discovered tetanus bacteria and helped develop diphtheria antitoxin?,Robert Koch,Kitasato Shibasaburō,Louis Pasteur,Joseph Lister,b
lasers,Laser printer technology,Which device transfers toner from the drum to the paper?,fuser,cleaning blade,transfer roller,pickup roller,c
cats,Cat sleep patterns,What is common about a cat's nap cycles?,1 hour,15 minutes,2-3 hours between,5 hours,c
people,Human hand and grip evolution,The human thumb base forms which joint type that allows opposition?,Hinge,Ball-and-socket,Saddle,Pivot,c
paris,French Revolution events in Paris,Which Paris political club dominated politics in 1793–1794?,Jacobins,Girondins,Feuillants,Sans-culottes,a
cats,Cat anatomy and skeleton,What is the cat knee joint commonly called?,Hip,Stifle,Knee,Ankle,b
chess,Blindfold chess,How are captures recorded in blindfold chess?,Verbally,On the clock,On paper,With signs,a
united_states,US natural disasters history,The Johnstown Flood devastated the United States in which year?,1879,1899,1889,1909,c
chess,En passant rule in chess,"In chess, after white plays e4, which square does the capturing black pawn land on in en passant?",f4,e5,d3,e3,d
paris,The Louvre Museum facts,"In Paris, what did the Louvre originally start as?",Market,Palace,Fortress,Church,c
dogs,Dog training methods,Which method forms obedience through consistent reward-based practice with dogs?,Ignoring,Negative reinforcement,Punishment,Positive reinforcement,d
paris,Paris architecture styles,Haussmannian Paris is best known for which feature?,Uniform stone façades,Timber frames,Brick walls,Stucco,a
cats,Cat intelligence and learning,Is shaping an effective training method for cats?,Yes,No,Sometimes,Never,a
dogs,Ancient dog breeds,"Which ancient Tibetan toy breed has a long, silky coat?",Xoloitzcuintli,Chow Chow,Tibetan Spaniel,Shiba Inu,c
dogs,Dogs in space exploration,What nationality was Laika?,American,Russian,German,French,b
bacteria,Cell structure and morphology,What is the space between inner and outer membranes called in Gram-negative bacteria?,Cytoplasm,Periplasm,Nucleoid,Capsule,b
chess,Chess in education,What is a key benefit of chess in education for teachers?,disruption,teacher stress,lesson planning aid,extra work,c
people,Human pregnancy and birth,Who discovered the Rh blood group factor important in pregnancy?,Robert Edwards,Louis Pasteur,Karl Landsteiner,Ian Donald,c
people,Human body temperature regulation,"In people, which condition is a dangerous heat-related emergency?",Frostbite,Heat stroke,Hypothermia,Dehydration,b
dogs,Dog rescue and adoption,What does fostering mean in dog rescue?,Permanent home,Temporary care,Medical care,Training,b
people,Human reflexes and instincts,Which Italian scientist helped identify mirror neurons?,Paul Ekman,V.S. Ramachandran,Carlo Oliva,Giacomo Rizzolatti,d
dogs,Dog size extremes by breed,Which dog breed is known for being long and low to the ground?,Dachshund,Beagle,Bulldog,Corgi,a
paris,Paris bridges over the Seine,Which Paris bridge over the Seine connects Île Saint-Louis to Île de la Cité?,Pont Louis-Philippe,Pont Marie,Pont Saint-Michel,Pont Carrousel,a
paris,Paris geography and the Seine river,Which river flows through Paris?,Rhône,Loire,Seine,Garonne,c
the_moon,Water ice on the Moon,"On the_moon, ice is mainly found in which zones?",Equator,Mid-latitudes,Highlands,Polar PSRs,d
paris,Paris music scene history,Which Paris neighborhood is associated with Paris's 1960s Yé-yé pop movement?,Montmartre,Saint-Germain-des-Prés,Latin Quarter,Bastille,b
the_moon,Apollo 11 Moon mission,Who was the second person to walk on the_moon during Apollo 11?,Yuri Gagarin,Neil Armstrong,Michael Collins,Buzz Aldrin,d
bacteria,Bacterial flagella and motility,"In bacteria, what are axial filaments used by Spirochetes?",Pili,Axial filaments,Fimbriae,Capsule,b
lasers,Laser engraving and etching,Which cooling method is common in CO2 laser systems?,Air cooling,No cooling,Oil cooling,Water cooling,d
cats,Cats and water relationship,Which water behavior is typical of Turkish Van cats?,Hates water,Loves water,Ignores water,Drinks milk,b
united_states,US Prohibition era facts,Which neighbor country supplied illicit alcohol to the United States during Prohibition?,Mexico,Canada,Cuba,Bahamas,b
united_states,US population statistics,"In the united_states, which city had the third largest population in 2020 (city proper)?",Chicago,Philadelphia,Houston,San Antonio,a
chess,Women in chess history,Who became the youngest Women's World Chess Champion in 1978 at age 17?,Nona Gaprindashvili,Maia Chiburdanidze,Vera Menchik,Xie Jun,b
lasers,Laser alignment tools,"In laser alignment tools, what is the purpose of a target board?",Hold tape,Mount,Receive beam,Store tips,c
bacteria,Bacterial ribosomes,Which is the smallest bacterial ribosomal RNA species?,18S,16S,23S,5S,d
united_states,US music genres that originated in America,"In the united_states, which genre fused blues and gospel to create teenage rebellion in the 1950s?",Grunge,Hip hop,Swing,Rock and roll,d
the_moon,Notable lunar scientists and astronomers,Which French astronomer has a Moon crater named Lacaille? the Moon,Nicolas-Louis de Lacaille,Langren,Hevelius,Maraldi,a
lasers,Lasers in medicine and surgery,Which laser is often used for skin cancer excision with a laser scalpel?,KTP laser,Nd:YAG laser,Er:YAG laser,CO2 laser,d
united_states,US involvement in World Wars,What was the codename for the United States' top-secret project that helped end WWII?,Apollo Program,Manhattan Project,Manhattan Agreement,Trinity Test,b
people,Human genetic disorders,Which neurocutaneous disorder in people causes multiple benign tumors along nerves?,Neurofibromatosis type 1,Sturge-Weber syndrome,Tuberous sclerosis,Von Hippel-Lindau,a
dogs,Police and military dogs,Which training phase teaches police dogs to ignore distractions?,Socialization,Discrimination training,Agility,Fetch training,b
chess,Correspondence chess history,What is a common reason players choose correspondence chess?,for speed,for luck,for crowds,for study,d
cats,Cat domestication history,In which region did early cat domestication likely begin?,Egypt,Near East,Europe,India,b
bacteria,History of bacteriology,What is the historical period called for many bacteriology discoveries?,Renaissance of Science,Industrial Era,The Golden Age of Microbiology,Dark Ages,c
bacteria,Binary fission and reproduction,"In bacteria, after DNA replication, where are the replicated chromosomes positioned before division?",capsule,center,nucleoid,cell poles,d
cats,Cat coat colors and genetics,"In cats, diluting orange fur yields?",Chocolate,Red,Cream,Beige,c
dogs,Dog vaccinations,Which vaccine is often required for dogs to travel internationally?,Bordetella,Distemper,Parvo,Rabies,d
united_states,US flag history and symbolism,"In united_states flag design, how many white stripes are on the United States flag?",7,6,5,8,b
cats,Cat size and weight ranges,"Which range best describes the weight of compact, short-haired cats?",1-2 kg,4-5 kg,3-4 kg,2-3 kg,d
bacteria,Beneficial gut bacteria,Which gut bacteria is commonly used as a probiotic in yogurt?,Clostridium,Streptococcus,Escherichia,Lactobacillus,d
people,Human sleep science,Matt Walker is a sleep scientist at which university?,Stanford,MIT,UC Berkeley,Harvard,c
cats,Cat diet and nutrition,What mineral is linked to heart health in cats?,Potassium,Sodium,Taurine,Magnesium,c
the_moon,First humans on the Moon,"On the_moon, in what year did the first humans land?",1968,1969,1970,1967,b
people,Human skeletal system,Which Renaissance artist drew the human skeleton in the Vitruvian Man?,Botticelli,Michelangelo,Leonardo da Vinci,Donatello,c
dogs,Dog grooming and coat types,Which step uses conditioner to add shine to a dog's coat?,Shampooing,Oiling,Conditioning,Rinsing,c
people,Human senses overview,Who proposed the law of specific nerve energies?,Charles Bell,Ernst Weber,Gustav Fechner,Johannes Müller,d
lasers,Helium-neon laser facts,Why are He-Ne lasers common in classrooms?,visible beam,high power,rugged,tunable,a
cats,Cat hunting instincts,Cats often stalk prey by approaching in a low posture called?,Jump,Lunge,Sprint,Crouch,d
cats,Cat health and common diseases,"In cats, which disease affects the pancreas?",Asthma,Pancreatitis,Rabies,Gingivitis,b
lasers,Laser wavelengths and spectrum,CO2 lasers emit at about what wavelength?,0.63 μm,1.06 μm,10.6 μm,0.35 μm,c
dogs,Therapy and emotional support dogs,Which factor improves a therapy dog's suitability?,Temperament,Size,Color,Barking,a
people,Human immune system,Who co-discovered the PD-1 pathway for cancer therapy?,James Allison,Tasuku Honjo,Bruce Beutler,Karl Landsteiner,b
dogs,Dog size extremes by breed,"Which dog breed is known for a stocky, compact frame?",Border Collie,Dalmatian,Beagle,Bulldog,d
cats,Cats and toxoplasmosis,What precaution reduces human toxoplasmosis risk from cats?,Wear gloves at litter,Feed raw meat,Vaccinate,Pet indoors,a
united_states,US major geographic features,Which gulf lies to the south of the United States?,Gulf of Alaska,Gulf of Mexico,Bering Sea,Caribbean Sea,b
bacteria,Tuberculosis bacterium,TB bacteria primarily reside inside which cell type?,macrophages,neutrophils,B cells,T cells,a
dogs,Dog shows and competitions,"In AKC shows, which group includes Chihuahuas?",Toy,Working,Terrier,Sporting,a
the_moon,Lunar eclipse facts,Does the_moon's distance from Earth affect the eclipse's apparent size?,Always,No,Sometimes,Yes,d
dogs,Dog allergies and sensitivities,Dogs commonly allergic to which protein?,Chicken,Beef,Lamb,Fish,b
the_moon,Soviet Luna program facts,the_moon Luna 3 launch year?,1957,1958,1960,1959,d
the_moon,Moon influence on calendars,The_moon phase defines the length of a month in many lunisolar calendars.,anomalistic month,sidereal month,synodic month,tropical month,c
lasers,Lasers in dentistry,Which laser is commonly used for hard tissue ablation in dentistry?,Nd:YAG,Er:YAG,CO2,Argon,b
obama,Harvard Law School years,Which organization at Harvard Law School did Obama lead?,Harvard Journal of Law,Harvard Civil Rights Review,Harvard Law Review,Harvard Constitutional Review,c
the_moon,Soviet Luna program facts,the_moon year of Luna 2 impact?,1962,1960,1961,1959,d
dogs,Dog coat colors and genetics,Merle coat pattern in dogs is caused by which locus?,E locus,D locus,M locus,A locus,c
obama,Second term policy achievements,"During Obama's second term, which 2014 law did Obama sign to reauthorize farm programs and nutrition programs?",Farm Bill,ACA,Dodd-Frank,Patriot Act,a
united_states,US national parks system,Which United States national park in Alaska is known for glaciers and marine wildlife?,Glacier Bay,Denali,Kenai Fjords,Katmai,c
the_moon,Moon impact on Earth rotation,Which records show past day lengths due to the_moon?,Corals,Trees,Ice cores,Rocks,a
bacteria,Pathogenic bacteria species,Which bacteria is linked to cholera?,Helicobacter pylori,Vibrio cholerae,Campylobacter jejuni,Salmonella enterica,b
obama,Affordable Care Act,Obama's ACA bans lifetime limits on coverage; this is true or false?,True,False,Mostly,Rarely,a
the_moon,Moon size and distance from Earth,Which distance describes the_moon's orbit size around Earth?,radius,semi-major axis,diameter,perigee,b
dogs,Dog cardiovascular system,Which valve prevents backflow from the right ventricle to the right atrium in dogs?,mitral valve,aortic valve,tricuspid valve,pulmonary valve,c
the_moon,Apollo program Moon missions,Which Apollo Moon mission landed at Taurus-Littrow?,Apollo 16,Apollo 18,Apollo 17,Apollo 12,c
dogs,Dog vaccinations,Which dog vaccine targets leptospira exposure from wildlife?,Rabies,Leptospirosis,Bordetella,Lyme,b
chess,Chess Elo rating system,"In chess Elo, what starting value is common on many online chess platforms?",0,1500,1200,1000,d
united_states,US federal holidays,"In united_states, Presidents' Day is observed on which day?",First Monday in February,February 14,February 20,Third Monday in February,d
cats,Cat social structure,Do related female cats in cat social groups often stay together after weaning?,rarely,no,sometimes,yes,d
united_states,US international relations,"In 2021, the united_states rejoined which climate accord?",Kyoto,Paris Agreement,Copenhagen,Montreal,b
obama,Obama technology and innovation policies,Obama's stimulus funded the Smart Grid via which program?,Grid Modernization Grants,Smart Grid Investment Grants,Energy Grid Stimulus,Smart Energy Grants,b
paris,Moulin Rouge history,"In Paris, what does Moulin Rouge translate to in English?",Green Mill,Black Mill,White Mill,Red Mill,d
obama,2004 DNC keynote speech,Obama was the first African American to do what at the DNC keynote?,speak at all,deliver keynote,lead the event,write speech,b
the_moon,Lunar rovers and vehicles,Which Moon rover was remotely controlled from Earth?,Surveyor,LRV,Lunokhod 1,Sojourner,c
united_states,US founding and Declaration of Independence,What is the formal name of the act declaring independence in the united_states?,Constitution,Bill of Rights,Declaration of Independence,Articles of Confederation,c
united_states,US cultural landmarks and monuments,"Which United States landmark in Washington, DC houses the U.S. Congress?",Lincoln Memorial,White House,Jefferson Memorial,Capitol Building,d
paris,Sacré-Cœur Basilica facts,"In Paris, which war spurred its construction?",Napoleonic Wars,Franco-Prussian War,World War I,French Revolution,b
obama,Obama climate change policies,In what year did Obama unveil the Climate Action Plan?,2014,2012,2013,2011,c
lasers,Laser speed and light properties,Which laser property determines how much a beam bends when entering a new medium?,speed,color,coherence,intensity,a
cats,Cat breeds origin countries,Which country is the origin of the Russian Blue cat breed?,Russia,Norway,France,Poland,a
cats,Cat hunting instincts,"During hunting, cats prefer prey that moves how?",Heavy,Slow and steady,No movement,Fast and erratic,d
lasers,Laser holography,What is a laser hologram that reconstructs a 3D image called?,3D hologram,Flat image,Color card,Binary print,a
lasers,Excimer laser facts,Ophthalmic procedure uses excimer lasers?,cataract removal,LASIK,glaucoma surgery,retinal repair,b
people,Human memory and learning,Which researcher first described long-term potentiation in the hippocampus?,Terje Lømo,Tim Bliss,Eric Kandel,Brenda Milner,b
united_states,US presidents list and facts,"In the united_states, who was elected to more than two terms as president?",Theodore Roosevelt,George Washington,Thomas Jefferson,Franklin D. Roosevelt,d
united_states,US Congress structure and facts,Who can introduce a bill in the united_states Congress?,House members,Both chambers,Senate members,President,b
people,Human speech and vocal anatomy,Who formulated the source-filter theory of speech production?,Peter Ladefoged,Hermann von Helmholtz,Henry Sweet,Gunnar Fant,d
the_moon,Moon orbit and rotation,The_moon's synodic month length (phases) is about?,27.3 days,1 day,365 days,29.5 days,d
lasers,Helium-neon laser facts,What drives a He-Ne laser?,chemical reaction,electrical discharge,optical pumping,diode current,b
paris,Eiffel Tower facts,"In Paris, how many levels of the Eiffel Tower are open to the public?",2,5,4,3,d
dogs,Dog reproduction and puppies,What is the average litter size range for dogs?,2-3,8-12,4-6,12-14,c
paris,Champs-Élysées boulevard facts,Which Paris boulevard hosts the Champs-Élysées Film Festival?,Rivoli,Montaigne,Champs-Élysées,Saint-Honoré,c
chess,Famous chess games in history,"In chess history, which game is widely taught as a key example of tactical combinations in the 19th century?",Opera Game 1858,Immortal Game 1851,Evergreen 1852,Game of the Century 1956,a
united_states,US Prohibition era facts,"Which gangster rose to power in the United States during Prohibition, based in Chicago?",Al Capone,Bugsy Siegel,John Dillinger,Dutch Schultz,a
obama,Community organizing in Chicago,Which memoir discusses Obama’s Chicago organizing years?,Dreams from My Father,The Audacity of Hope,A Promised Land,Becoming,a
paris,Paris sports teams,Which Paris club is a historic multi-sport club based in Paris?,PSG,Paris Université Club,Red Star,Paris 92,b
people,Human hand and grip evolution,"Compared with other primates, humans have a relatively longer:",Wrist,Middle finger,Thumb,Arm,c
dogs,Dog barking and vocalizations,Do dogs commonly bark to alert owners?,Sometimes,No,Yes,Never,c
cats,Cat whiskers function,Are cat whiskers used to detect wind direction?,cool the nose,taste water,brighten sight,sense air currents,d
lasers,Lasers in nuclear fusion research,What is the typical laser repetition rate for large facilities?,per hour,per shot every few hours,per day,continuous,b
cats,Cat senses and perception,Cats' paws contain tactile hairs called what?,bristles,scales,vibrissae,spines,c
united_states,US time zones,"In the United States, which zone is one hour behind Central Time?",Pacific Time,Eastern Time,Mountain Time,Atlantic Time,c
obama,Obama political legacy,Obama brokered which Iran deal?,Iran Accord,Tehran Pact,Nuclear Treaty,JCPOA,d
people,Human cultural universals,Which psychologist argued universal Oedipus complex in people?,Carl Jung,Sigmund Freud,Erik Erikson,Alfred Adler,b
paris,Haussmann renovation of Paris,"In Paris, Haussmann linked the Louvre to the Arc de Triomphe via a major axis?",Yes,No,Not sure,Partly,a
people,Human microbiome,"In people, which life stage shows the most microbiome changes?",Infancy,Adulthood,Old age,Adolescence,a
lasers,Laser coherence properties,What primarily causes phase drift in a laser cavity?,spin,color,cavity length drift,humidity,c
bacteria,Bacterial genetics and plasmids,"In bacteria, plasmids are used as what for cloning?",tools,carriers,vectors,scaffolds,c
chess,Chess scandals and controversies,Which chess scandal involved grandmaster Hans Niemann at the 2022 Sinquefield Cup?,Nakamura,Carlsen,Caruana,Niemann,d
obama,2008 presidential campaign,Obama’s general election opponent in 2008 was who?,Mike Huckabee,Rudy Giuliani,Mitt Romney,John McCain,d
paris,Paris transportation systems,What is the name of the Paris transit smart card?,EasyCard,Octopus,Navigo,Pass,c
paris,Paris festivals and annual events,Which Paris event highlights books and authors annually?,Paris Book Fair,Salon du Livre,Livre Paris,Book Fest Paris,c
people,Human circadian rhythms,Who is a prominent circadian researcher in the US focusing on shift work and light exposure?,Charles Czeisler,Phyllis Zee,Russell Foster,William Dement,a
dogs,Dog rescue and adoption,What is the primary goal of dog rescue organizations?,Find homes,Train police dogs,Breed more dogs,Sell dogs,a
paris,Paris arrondissements system,Opera Bastille is located in which Paris arrondissement?,3rd,11th,10th,12th,d
paris,Paris cafés and café culture,"In Paris, which Champs-Élysées cafe is famous for its ornate façade?",Lipp's,Café de la Paix,Fouquet's,Le Grand Véfour,c
people,Human cardiovascular system,Who described Korotkoff sounds for BP?,Forssmann,Riva-Rocci,Einthoven,Korotkoff,d
united_states,US agriculture and farming facts,"In the united_states, which state leads in milk production?",Wisconsin,California,New York,Texas,b
people,Human creativity and art origins,Which people are associated with the first symbolic art in Africa such as engraved ochre at Blombos?,Neanderthals,Africans,early modern humans,Australopithecines,c
united_states,US Constitutional Amendments,"In the united_states, which amendment authorizes a federal income tax?",Fourteenth,Sixteenth,Fifteenth,Seventeenth,b
the_moon,Apollo program Moon missions,Which Apollo Moon mission's lunar module was named 'Orion'?,Apollo 15,Apollo 16,Apollo 14,Apollo 12,b
cats,Cat rescue and adoption,What is a common outcome when cats are adopted from shelters with foster programs?,Less vaccines,Longer stay,Better socialization,Less care,c
chess,Chess piece movements and rules,"In chess, the king cannot move into which kind of square?",attacked square,empty square,own piece,accessible,a
chess,Deep Blue vs Kasparov match,"In chess, who led IBM's Deep Blue team?",Garry Kasparov,Feng-Hsiung Hsu,Sam Palmisano,Murray Campbell,b
lasers,Lasers in space exploration,What is the purpose of laser altimeters on spacecraft?,Detect dust,Create maps,Communicate,Measure altitude,d
cats,Cat play behavior,Cats playing with other cats typically avoid what?,full-on fight,chasing,purring,grooming,a
people,Human creativity and art origins,Which people created Europe's oldest known cave paintings?,Neanderthals,Denisovans,early modern humans,Homo erectus,c
obama,Obama immigration policies,Obama's policy granted temporary relief from deportation to certain youth?,DREAM,DAPA,DACA,E-Verify,c
lasers,Laser communication systems,What challenge arises in daylight for laser communications?,Polarization,Noise,Background light,Modulation,c
cats,Cat social structure,"In cat social groups, what grooming style involves two cats rubbing bodies together?",mutual rubbing,allogrooming,scent rubbing,body brushing,b
paris,Paris theater and opera history,"In Paris, which theatre on Rue de Rivoli opened in 1860?",Palais Garnier,Théâtre du Châtelet,Opéra-Comique,Odeon,b
bacteria,Bacterial taxonomy and classification,"In bacteria, Escherichia belongs to which phylum?",Firmicutes,Actinobacteria,Proteobacteria,Bacteroidetes,c
bacteria,Chemotaxis in bacteria,"In bacteria, chemotaxis toward attractants increases what aspect of movement?",Increases runs,Increases tumbles,Stops,Reverses,a
lasers,Laser invention and history,What was the first laser that used a gas as the gain medium?,CO2,Argon,Helium-Neon,Krypton,c
cats,Cat behavior and body language,What do cats do to indicate they dislike being touched?,swat,head bump,purr,knead,a
the_moon,Supermoons and blood moons,"In the_moon, a blood moon occurs during a total lunar eclipse when Sun, Earth, and Moon align.",Sometimes,False,True,Never,c
cats,Cat coat colors and genetics,Which pattern is produced by the tabby gene in cats?,Spots,Dots,Stripes,Solid,c
bacteria,Bacterial DNA replication,"In bacteria, DNA replication proceeds in which direction from the origin?",Bidirectional,Unidirectional,Circular,Random,a
the_moon,Lunar exploration before Apollo,"On the Moon (the_moon), in what year did Ranger 7 transmit first close-up Moon images?",1964,1963,1962,1965,a
cats,Cat domestication history,Which civilization is often cited as the site of cat domestication origin?,Mesoamerica,China,Greece,Near East,d
cats,Cat coat colors and genetics,Tortoiseshell cats display which color mix?,Cream and brown,White and black,Gray and white,Black and orange,d
chess,Correspondence chess history,Which is commonly recorded on paper scores in early correspondence chess?,wins,moves,openings,time clocks,b
dogs,Dog allergies and sensitivities,Dogs may be allergic to eggs in food?,Eggs,Wheat,Beef,Rice,a
paris,Arc de Triomphe facts,"In Paris, at the end of which avenue is the Arc de Triomphe located?",Rue de Rivoli,Champs-Élysées,Montmartre,Saint-Honoré,b
united_states,US founding and Declaration of Independence,Which phrase in the united_states Declaration of Independence asserts that all men are created equal?,"Life, liberty, happiness",All men are created equal,We hold these truths,Taxation without representation,b
paris,Sacré-Cœur Basilica facts,"In Paris, Sacré-Cœur is dedicated to which devotion?",Virgin Mary,Saint Paul,Saint Peter,Sacred Heart of Jesus,d
dogs,Dog breeding ethics,Do ethical dog breeders screen dam and sire for genetic risks?,No,Sometimes,Yes,Never,c
dogs,Dog anatomy and skeleton,Which bone is dog's kneecap?,patella,tibia,fibula,femur,a
paris,Paris tourism statistics,"In Paris, which month sees peak tourism?",July,January,February,November,a
people,Human diseases and historic epidemics,Who discovered penicillin?,Paul Ehrlich,Louis Pasteur,Alexander Fleming,Joseph Lister,c
bacteria,Binary fission and reproduction,Which protein helps position the bacterial chromosome during binary fission?,FtsZ,MreB,MinC,DNA gyrase,b
paris,Paris cafés and café culture,"In Paris, which area houses Café de Flore and Les Deux Magots?",Marais,Saint-Germain-des-Prés,Latin Quarter,Montparnasse,b
people,Human skeletal system,Which French surgeon described Lisfranc injury?,Percivall Pott,Giovanni Monteggia,Abraham Colles,Jacques Lisfranc de St. Martin,d
the_moon,Lunar exploration before Apollo,"On the Moon (the_moon), which mission tested lunar soil with a scoop?",Surveyor 7,Surveyor 5,Surveyor 3,Ranger 5,c
