concept,subtopic,q,a,b,c,d,ans
united_states,US Electoral College system,"In the United States, which entity appoints electors to the Electoral College?",Congress,Supreme Court,People in each state,State legislatures,d
united_states,US territorial expansion history,"In the united_states, which acquisition opened the Pacific Northwest in 1842?",Treaty of Paris 1783,Oregon Treaty,Webster-Ashburton Treaty,Treaty of Paris 1898,c
united_states,US social movements history,"In the united_states, which movement aimed to end racial segregation and win civil rights for African Americans?",Women's Suffrage,Anti-Vietnam War,Civil Rights Movement,Environmental Movement,c
united_states,US currency and Federal Reserve,Which organization prints United States currency design changes?,Treasury,U.S. Mint,Federal Reserve,Bureau of Engraving and Printing,d
united_states,US film industry and Hollywood,Paramount Pictures is a major United States film studio headquartered in which city?,Dallas,New York,Detroit,Los Angeles,d
united_states,US space program and NASA,Which United States NASA mission studied Saturn's moon Titan with Cassini-Huygens?,Galileo,Voyager,Juno,Cassini,d
united_states,US Native American history,"In united_states history, which act broke up tribal lands into individual allotments?",Indian Reorganization Act,Dawes Act,Homestead Act,General Allotment Act,b
united_states,US music genres that originated in America,"In the united_states, which genre blended folk songs of the rural South and Appalachia?",Country,Gospel,Jazz,Hip hop,a
united_states,US Electoral College system,"In the United States, who officially certifies the electoral vote count after a general election?",State governor,Congress,Court,Electors,b
united_states,US national anthem facts,"In the united_states, the designation of the national anthem occurred in which century?",18th,19th,20th,17th,c
united_states,US founding and Declaration of Independence,Who wrote the primary draft of the Declaration of Independence for the united_states?,John Adams,Thomas Jefferson,Benjamin Franklin,Roger Sherman,b
united_states,US states count and admission order,"In the united_states, which state was the 2nd admitted to the union?",New Jersey,Georgia,Pennsylvania,Connecticut,c
united_states,US Revolutionary War facts,Which naval battle secured French control of the sea for the United States in 1781?,Battle of the Chesapeake,Battle of Nassau,Battle of Santo Domingo,Battle of Cape Henry,a
united_states,US cultural landmarks and monuments,Which United States skyscraper in New York City was a symbol of the 1930s?,Chrysler Building,Empire State Building,One World Trade Center,Bank of America Building,b
united_states,US mountain ranges,"In the United States, which mountain range is among the oldest?",Sierra Nevada,Rocky Mountains,Appalachian Mountains,Cascade Range,c
united_states,US transportation infrastructure,"In the United States, what is the longest Interstate Highway?",I-80,I-90,I-40,I-70,b
united_states,US sports and major leagues,"In the united_states, which NHL team is based in Chicago?",Chicago Blackhawks,Detroit Red Wings,St. Louis Blues,Pittsburgh Penguins,a
united_states,US Great Depression facts,"In the united_states, what event in 1929 marked the start of the Great Depression?",Dust Bowl,Black Monday,Black Tuesday,Smoot-Hawley,c
united_states,US civil rights movement,"In the united_states, which event occurred earliest?",Montgomery Bus Boycott 1955,Civil Rights Act 1964,Voting Rights Act 1965,March on Washington 1963,a
united_states,US flag history and symbolism,"In united_states law, what is the name of the code governing the display and handling of the United States flag?",Flag Act,Symbol Act,Flag Law,Flag Code,d
united_states,US transportation infrastructure,"In the United States, which organization sets highway numbers and standards?",FBI,NHTSA,FEMA,AASHTO,d
united_states,US transportation infrastructure,"In the United States, which interstate numbering rule is true?",Sequential,Odd east-west,Even east-west,Random,c
united_states,US education system,"In the United States, which program provides free or reduced-price meals to eligible students?",National School Lunch Program,Free Lunch,Lunch Aid,School Breakfast,a
united_states,US tech industry and Silicon Valley,"In the united_states, which streaming service started in Silicon Valley and grew into a major platform?",Disney+,Hulu,Crunchyroll,Netflix,d
united_states,US energy production facts,Which state leads U.S. coal production?,Pennsylvania,Texas,Wyoming,Kentucky,c
united_states,US flag history and symbolism,"In united_states, what do the 13 stripes on the United States flag represent?",states,founders,original colonies,battles,c
united_states,US Supreme Court landmark cases,"In the united_states, which case first upheld the 'separate but equal' doctrine?",Dred Scott v. Sandford,Brown v. Board of Education,Missouri v. Gaines,Plessy v. Ferguson,d
united_states,US energy production facts,Which energy resource contributes the most to United States energy-related CO2 emissions?,Natural gas,Oil,Coal,Nuclear,b
united_states,US social movements history,"In the united_states, which movement led to the 19th Amendment granting women suffrage?",Labor,Women's suffrage,Civil Rights,Prohibition,b
united_states,US Constitutional Amendments,"In the united_states, which amendment guarantees freedom of religion, speech, press, assembly, and petition?",First,Second,Third,Fourth,a
united_states,US currency and Federal Reserve,Which board governs the United States Federal Reserve?,President's Cabinet,Board of Governors,Congress,FOMC,b
united_states,US climate and weather patterns,Which United States region has a humid subtropical climate with hot summers and mild winters?,Southwest,Northwest,Southeast,Midwest,c
united_states,US music genres that originated in America,"In the united_states, which genre surfed its waves on West Coast guitars in the 1960s?",Metal,Punk,Surf rock,Blues,c
united_states,US Electoral College system,"In the United States, what is the minimum number of electors a state can have?",3,2,4,5,a
united_states,US population statistics,"In the united_states, which state had the smallest population in 2020?",Wyoming,Vermont,Delaware,Alaska,a
united_states,US state capitals,"In the united_states, what is the capital of Connecticut?",Hartford,New Haven,Stamford,Bridgeport,a
united_states,US immigration history,"In the united_states, which act defined permanent resident status and deportation rules in 1952?",1924 Act,Immigration Act 1965,Naturalization Act,Immigration and Nationality Act,d
united_states,US immigration history,"In the united_states, which act shifted immigration away from Europe to global sources in 1965?",National Origins Act,Immigration Act 1965,1921 Act,1790 Act,b
united_states,US state capitals,"In the united_states, what is the capital of Florida?",Miami,Orlando,Tallahassee,Tampa,c
united_states,US energy production facts,Which energy source has the highest carbon intensity per unit of United States electricity?,Solar,Natural gas,Nuclear,Coal,d
united_states,US Civil War key facts,"In united_states, where did the Civil War begin?",Antietam,Bull Run,Fort Sumter,Shiloh,c
united_states,US major geographic features,What is the largest freshwater lake entirely in the United States?,Lake Michigan,Lake Superior,Lake Huron,Lake Erie,a
united_states,US military branches,Which United States branch uses SEALs?,Army,Navy,Air Force,Marines,b
united_states,US major geographic features,Which river is the longest in the United States?,Mississippi River,Missouri River,Colorado River,Yukon River,b
united_states,US healthcare system facts,"In the United States, telemedicine expanded after the COVID-19 pandemic.",Not sure,False,True,Limited,c
united_states,US film industry and Hollywood,Which United States company produced the classic 'Citizen Kane'?,Paramount,MGM,Warner Bros,RKO Pictures,d
united_states,US economy and GDP facts,"In the united_states economy, which sector accounts for the largest share of GDP?",Services,Agriculture,Manufacturing,Construction,a
united_states,US Electoral College system,"In the United States, which two states split electoral votes by congressional district?",Alabama and Mississippi,Florida and Texas,California and New York,Maine and Nebraska,d
united_states,US major rivers and waterways,"In the united_states, which river is the longest entirely within its borders?",Missouri River,Mississippi River,Ohio River,Arkansas River,b
united_states,US census and demographic trends,"In the united_states, what percent of residents were foreign-born in 2020?",10%,13%,20%,25%,b
united_states,US invention and innovation history,"In the United States, who improved the electric light bulb for commercial use?",Westinghouse,Edison,Swan,Tesla,b
united_states,US music genres that originated in America,"In the united_states, which genre from Texas is a blend of Mexican and US influences?",Tejano,Salsa,Country,Blues,a
united_states,US film industry and Hollywood,"Which United States organization assigns film ratings like G, PG, and R?",MPAA,FDA,FCC,NIH,a
united_states,US Revolutionary War facts,Who wrote the United States Declaration of Independence?,Thomas Jefferson,John Adams,Benjamin Franklin,Alexander Hamilton,a
united_states,US healthcare system facts,"In the United States, prior authorization is commonly used by insurers.",Not necessary,False,True,Rare,c
united_states,US federal holidays,"In united_states, Labor Day is observed on which day?",Last Monday in September,September 1,First Monday in September,September 15,c
united_states,US international relations,In 1948 the united_states formally recognized which country?,Egypt,Jordan,Israel,Saudi Arabia,c
united_states,US currency and Federal Reserve,What backs United States currency notes?,Silver reserves,Gold reserves,U.S. government,Federal Reserve balance,c
united_states,US military branches,"In the United States, which branch operates ballistic missile submarines?",Navy,Army,Air Force,Marines,a
united_states,US military branches,"In the United States, which branch conducts aerial refueling and air superiority?",Air Force,Navy,Space Force,Army,a
united_states,US census and demographic trends,"In the united_states, which region gained the most people in the 2020 Census?",Northeast,Midwest,South,West,c
united_states,US mountain ranges,"In the United States, which range contains Denali, the highest peak?",Brooks Range,Cascade Range,Sierra Nevada,Alaska Range,d
united_states,US immigration history,"In the united_states, which act is also known as the McCarran-Walter Act?",Immigration Act 1965,Immigration and Nationality Act,1952 Act,1924 Act,b
united_states,US flag history and symbolism,"In united_states flag symbolism, what does red symbolize on the United States flag?",peace,loyalty,valor,courage,c
united_states,US music genres that originated in America,"In the united_states, which genre emphasized fast mandolin and banjo in the Appalachians?",Ragtime,Blues,Rock,Bluegrass,d
united_states,US natural disasters history,The Long Island Express hurricane hit the United States in which year?,1938,1936,1942,1950,a
united_states,US federal holidays,"In united_states, Christmas Day is observed on which date?",December 31,December 24,December 26,December 25,d
united_states,US agriculture and farming facts,"In the united_states, what does USDA stand for?",United States Dept of Agriculture,United States Department of Labor,United States Department of Agronomy,United States Department of Agriculture,d
united_states,US agriculture and farming facts,"In the united_states, which state leads in orange production?",California,Florida,Texas,Arizona,b
united_states,US music genres that originated in America,"In the united_states, which genre from Louisiana features accordion and fiddles?",Blues,Zydeco,Cajun,Pop,c
united_states,US presidents list and facts,"In the united_states, who was the first vice president to become president due to the death of a sitting president?",Chester A. Arthur,Millard Fillmore,John Tyler,Andrew Johnson,c
united_states,US space program and NASA,Which was the first orbital flight of the united_states Space Shuttle program?,STS-1,STS-2,STS-3,STS-4,a
united_states,US education system,"In the United States, which degree is typically earned after a 4-year college program?",Associate,Master's,Bachelor's,Doctorate,c
united_states,US Electoral College system,"In the United States, how many total electoral votes are there?",545,535,540,538,d
united_states,US energy production facts,Which renewable energy source has the largest installed capacity in the United States?,Solar,Wind,Hydro,Geothermal,a
united_states,US Bill of Rights,"In the united_states, which amendment includes due process and protects against self-incrimination?",Seventh Amendment,Sixth Amendment,Fifth Amendment,Eighth Amendment,c
united_states,US population statistics,"In the united_states, which city had the third largest population in 2020 (city proper)?",Chicago,Philadelphia,Houston,San Antonio,a
united_states,US largest cities by population,"In the United States, which city is largest by population in Washington?",Bellevue,Spokane,Tacoma,Seattle,d
united_states,US national anthem facts,"In the united_states, the flag that inspired the anthem had how many stars?",thirteen,fifteen,twenty,fifty,b
united_states,US largest cities by population,"In the United States, which city is largest by population in Georgia?",Atlanta,Savannah,Augusta,Macon,a
united_states,US Cold War involvement,The united_states cited the Domino Theory to justify involvement in which region?,Europe,Southeast Asia,Middle East,Africa,b
united_states,US mountain ranges,"In the United States, which range runs through Utah and is known as the Wasatch Range?",Rocky Mountains,Cascade Range,Sierra Nevada,Wasatch Range,d
united_states,US Constitution facts,"In the united_states, how many amendments have been ratified?",25,26,28,27,d
united_states,US currency and Federal Reserve,What color are serial numbers on United States currency notes?,Blue,Green,Red,Black,b
united_states,US international relations,The united_states participates in which regional organization for Western Hemisphere security?,ASEAN,OAS,EU,AU,b
united_states,US presidents list and facts,"In the united_states, who is the only president to resign from office?",Gerald Ford,Richard Nixon,Jimmy Carter,George H. W. Bush,b
united_states,US transportation infrastructure,"In the United States, which agency issues federal transportation statistics?",BTS,FBI,Census,BEA,a
united_states,US Bill of Rights,"In the united_states, which amendment reserves powers to the states or the people?",Eighth Amendment,Ninth Amendment,Tenth Amendment,Seventh Amendment,c
united_states,US major rivers and waterways,"In the united_states, which river flows by St. Louis, Missouri?",Red River,Missouri River,Ohio River,Mississippi River,d
united_states,US involvement in World Wars,Which date marks United States entry into WWII after Pearl Harbor attack?,Dec 7 1941,Dec 8 1941,Jan 1 1942,Nov 2 1940,b
united_states,US Native American history,"In united_states history, which confederacy influenced the development of U.S. federalism?",Sioux Nation,Haudenosaunee,Iroquois Confederacy,Cherokee Nation,c
united_states,US natural disasters history,Hurricane Harvey caused damage in the United States in which year?,2015,2017,2019,2021,b
united_states,US involvement in World Wars,Which battle/site saw United States Marines raise a flag on Mount Suribachi?,Tarawa,Guadalcanal,Okinawa,Iwo Jima,d
united_states,US largest cities by population,"In the United States, which city is second largest by population in Pennsylvania?",Erie,Allentown,Pittsburgh,Reading,c
united_states,US currency and Federal Reserve,Which person is on the United States one-dollar bill?,Thomas Jefferson,George Washington,Abraham Lincoln,Alexander Hamilton,b
united_states,US currency and Federal Reserve,Which entity issues United States Federal Reserve notes?,Bureau of Engraving,Treasury,Mints,Federal Reserve System,d
united_states,US tech industry and Silicon Valley,"In the united_states, which professional networking site originated in Silicon Valley?",LinkedIn,Facebook,Twitter,MySpace,a
united_states,US time zones,"In the United States, which time zone is used by Los Angeles?",Eastern Time,Mountain Time,Pacific Time,Atlantic Time,c
united_states,US Supreme Court landmark cases,"In the united_states, which case protected student speech in school?",Hazelwood School District v. Kuhlmeier,Tinker v. Des Moines,Bethel School District v. Fraser,Morse v. Frederick,b
united_states,US immigration history,"In the united_states, which act barred Chinese laborers from immigrating?",Immigration Act 1965,Gentlemen's Agreement,Chinese Exclusion Act,1882 Act,c
united_states,US currency and Federal Reserve,Who is on the United States five-dollar bill?,Alexander Hamilton,George Washington,Abraham Lincoln,Thomas Jefferson,c
united_states,US natural disasters history,Hurricane Irene affected the United States in which year?,2010,2016,2013,2011,d
united_states,US national anthem facts,"In the united_states, the melody for the national anthem came from which English song?",Rule Britannia,God Save the King,Greensleeves,To Anacreon in Heaven,d
united_states,US Prohibition era facts,Which U.S. federal agency enforced Prohibition?,Bureau of Prohibition,FBI,IRS,ATF,a
united_states,US music genres that originated in America,"In the united_states, which genre blended country and rhythm and blues in the 1950s?",Gospel,Rockabilly,Techno,Reggae,b
united_states,US music genres that originated in America,"In the united_states, which genre featured vocal groups with tight harmonies in the 1950s?",Blues,Soul,Doo-wop,Funk,c
united_states,US national anthem facts,"In the united_states, which president signed the act naming the national anthem?",Herbert Hoover,Franklin D. Roosevelt,Woodrow Wilson,Calvin Coolidge,a
united_states,US Prohibition era facts,"During Prohibition in the United States, which product's illicit production rose sharply?",Wine,Vodka,Beer,Whiskey,d
united_states,US currency and Federal Reserve,What color ink are serial numbers on United States currency notes?,Green,Blue,Red,Black,a
united_states,US invention and innovation history,"In the United States, who pioneered the moving assembly line?",Ford,Edison,Chrysler,Carnegie,a
united_states,US mountain ranges,"In the United States, which range runs parallel to the Pacific Coast from Northern California to British Columbia?",Appalachians,Sierra Nevada,Rocky Mountains,Cascade Range,d
united_states,US federal holidays,"In united_states, Columbus Day is observed on which day?",First Monday in October,October 12,Second Monday in October,October 31,c
united_states,US population statistics,"In the united_states, which state had about 9.29 million people in 2020?",Arizona,Virginia,Washington,New Jersey,d
united_states,US Cold War involvement,What action did the united_states take during the Cuban Missile Crisis?,Diplomacy,Invasion,Bombing,Quarantine,d
united_states,US Supreme Court landmark cases,"In the united_states, which case protected freedom of the press against prior restraint?",New York Times Co. v. United States,Schenck v. United States,Near v. Minnesota,Hazelwood v. Kuhlmeier,a
united_states,US Electoral College system,"In the United States, what term describes electors who do not vote for the candidate they pledged to?",Elector rogue,Party traitor,Faithless elector,Swing elector,c
united_states,US largest cities by population,"In the United States, which city is largest by population in Ohio?",Cincinnati,Cleveland,Columbus,Toledo,c
united_states,US federal holidays,"In united_states, Presidents' Day is observed on which day?",First Monday in February,February 14,February 20,Third Monday in February,d
united_states,US involvement in World Wars,Which event led United States to join World War I?,Zimmermann Telegram,Pearl Harbor,D-Day,Battle of Britain,a
united_states,US federal holidays,"In united_states, Juneteenth National Independence Day is observed on which date?",June 15,June 19,June 22,July 4,b
united_states,US mountain ranges,"In the United States, which range runs from Alabama to Maine along the eastern seaboard?",White Mountains,Rocky Mountains,Adirondack Mountains,Appalachian Mountains,d
united_states,US Cold War involvement,"In the united_states' Vietnam involvement, when did most combat troops withdraw?",1975,1969,1973,1968,c
united_states,US Congress structure and facts,What is the collective term for members of the united_states Senate and House?,Congress,Legislature,Assembly,Parliament,b
united_states,US involvement in World Wars,What was the codename for the United States' top-secret project that helped end WWII?,Apollo Program,Manhattan Project,Manhattan Agreement,Trinity Test,b
united_states,US time zones,"In the United States, which zone is common in the Midwest?",Central Time,Eastern Time,Pacific Time,Hawaii Time,a
united_states,US population statistics,"In the united_states, which state had about 12.8 million people in 2020?",Illinois,Pennsylvania,Ohio,New Jersey,b
united_states,US immigration history,"In the united_states, which act imposed literacy tests and Asiatic Barred Zone?",Immigration Act 1924,Immigration Act 1917,Naturalization Act,1914 Act,b
united_states,US cultural landmarks and monuments,Which United States landmark in New York is famous for bright billboards and crowds?,Times Square,Grand Central Terminal,Rockefeller Center,Central Park,a
united_states,US largest cities by population,"In the United States, which city is the third most populous?",Phoenix,Houston,Chicago,Philadelphia,c
united_states,US Congress structure and facts,Does a united_states Senator have term limits?,No,Yes,Two,Unlimited,a
united_states,US major rivers and waterways,"In the united_states, which river forms part of the border between Pennsylvania and New Jersey?",Hudson River,Delaware River,Susquehanna River,Schuylkill River,b
united_states,US national parks system,Which United States national park in Washington state features Mount Rainier?,Mount Rainier,Olympic,North Cascades,Glacier,a
united_states,US Cold War involvement,"During the united_states Berlin Airlift, which year did it begin?",1950,1949,1948,1951,c
united_states,US civil rights movement,"In the united_states, Freedom Riders faced violence in which location in 1961?",Montgomery,Anniston,Selma,Jackson,b
united_states,US healthcare system facts,"In the United States, the Veterans Health Administration provides care to eligible veterans.",False,True,Sometimes,Never,b
united_states,US Constitution facts,"In the united_states, which plan proposed creation of a two-house Congress?",Virginia Plan,New Jersey Plan,Connecticut Compromise,Hamilton Plan,c
united_states,US time zones,"In the United States, what is the standard time in Chicago?",Alaska Time,Eastern Time,Pacific Time,Central Time,d
united_states,US Bill of Rights,"In the united_states, which amendment bans quartering soldiers in peacetime?",Fifth Amendment,Fourth Amendment,Third Amendment,Sixth Amendment,c
united_states,US Great Depression facts,"In the united_states, which act gave farmers direct subsidies and price supports in 1933?",Agricultural Adjustment Act,Soil Conservation Act,Farm Credit Act,Agricultural Marketing Act,a
united_states,US states count and admission order,"In the united_states, which state was the 11th admitted to the union?",Rhode Island,North Carolina,Pennsylvania,New York,d
united_states,US Prohibition era facts,"In the United States, which city became infamous for Prohibition-era gangsters?",New York,San Francisco,Boston,Chicago,d
united_states,US Prohibition era facts,Which city in the United States became a famous hub for Prohibition-era bootlegging and speakeasies?,Chicago,New York City,Boston,Seattle,b
united_states,US natural disasters history,Tropical Storm Allison caused flooding in the United States in which year?,1999,2000,2002,2001,d
united_states,US military branches,Which United States branch is responsible for space operations?,Army,Space Force,Navy,Marines,b
united_states,US founding and Declaration of Independence,Which document announced the united_states' independence from Britain?,Declaration of Independence,Articles of Confederation,Constitution,Treaty of Paris,a
united_states,US mountain ranges,"In the United States, which range lies along the Idaho-Montana border?",Sierra Nevada,Appalachian Mountains,Rocky Mountains,Cascade Range,c
united_states,US major rivers and waterways,"In the united_states, which river runs through Philadelphia and joins the Delaware River?",Wissahickon Creek,Delaware River,Susquehanna River,Schuylkill River,d
united_states,US education system,"In the United States, the school year is typically about how many days?",170,200,190,180,d
united_states,US Constitutional Amendments,"In the united_states, which amendment preserves a right to a jury in civil cases?",Seventh,Sixth,Eighth,Ninth,a
united_states,US largest cities by population,"In the United States, which city is fifth by population?",Philadelphia,Phoenix,San Antonio,San Diego,b
united_states,US major rivers and waterways,"In the united_states, which river runs through Kansas City, Missouri?",Mississippi River,Missouri River,Kansas River,Platte River,b
united_states,US invention and innovation history,"In the United States, GPS was developed by which department?",NASA,DoD,DOE,DOT,b
united_states,US immigration history,"In the united_states, which act created the Department of Homeland Security?",1965 Act,Immigration Act 1990,Homeland Security Act,1952 Act,c
united_states,US education system,"In the United States, public schools are funded mainly by what?",Federal grants,Private donations,State budgets,Local property taxes,d
united_states,US currency and Federal Reserve,Who is on the United States twenty-dollar bill?,Andrew Jackson,Thomas Jefferson,Ulysses S. Grant,Alexander Hamilton,a
united_states,US census and demographic trends,"In the united_states, which metro area is the largest by population (2020 Census)?",Los Angeles,New York City,Chicago,Houston,b
united_states,US Constitution facts,"In the united_states, which amendment reserves powers to the states?",Ninth,Tenth,Eleventh,Twelfth,b
united_states,US education system,"In the United States, which credential indicates high school equivalency?",Transcript,Diploma,Certificate,GED,d
united_states,US states count and admission order,"In the united_states, which state was the 1st admitted to the union?",Pennsylvania,Delaware,New Jersey,Georgia,b
united_states,US founding and Declaration of Independence,Which committee drafted the united_states Declaration of Independence?,Committee of Correspondence,Committee of Safety,Committee of Five,Committee of Public Service,c
united_states,US immigration history,"In the united_states, which program brought Mexican workers to the US during WWII?",Bracero Program,DACA,NAFTA,Green Card,a
united_states,US time zones,"In the United States, which zone includes Denver, Colorado?",Mountain Time,Pacific Time,Central Time,Eastern Time,a
united_states,US natural disasters history,The Great Miami Hurricane struck the United States in which year?,1926,1920,1930,1932,a
united_states,US flag history and symbolism,"In united_states flag basics, what color is the canton on the United States flag?",red,blue,white,green,b
united_states,US civil rights movement,"In the united_states, what year did Brown v. Board rule segregation unconstitutional?",1960,1955,1954,1964,c
united_states,US states count and admission order,"In the united_states, which state was the 14th admitted to the union?",Indiana,Kentucky,Tennessee,Vermont,d
united_states,US international relations,"In 2021, the united_states rejoined which climate accord?",Kyoto,Paris Agreement,Copenhagen,Montreal,b
united_states,US largest cities by population,"In the United States, which city is second most populous?",Los Angeles,New York City,Chicago,Houston,a
united_states,US population statistics,"In the united_states, which state had the second largest population in 2020?",Texas,California,Florida,New York,a
united_states,US Revolutionary War facts,Which fort did the United States capture in 1775 to boost morale?,Fort Lee,Fort Ticonderoga,Fort Sumter,Fort Pitt,b
united_states,US major geographic features,Which United States region along the Atlantic features barrier islands?,Atlantic Coastal Plain,Gulf Coastal Plain,Piedmont,Interior Plains,a
united_states,US census and demographic trends,"In the united_states, which state gained the most U.S. House seats after the 2020 Census?",New York,California,Florida,Texas,d
united_states,US Supreme Court landmark cases,"In the united_states, which case recognizes an individual's right to own firearms for self-defense within the home?",United States v. Hayes,McDonald v. Chicago,District of Columbia v. Heller,Lopez v. United States,c
united_states,US Native American history,"In united_states history, which tribe led the Long Walk to Bosque Redondo?",Hopi,Apache,Navajo,Zuni,c
united_states,US national parks system,Which United States national park in Alaska is known for glaciers and marine wildlife?,Glacier Bay,Denali,Kenai Fjords,Katmai,c
united_states,US film industry and Hollywood,Which United States actress has the most Academy Award acting wins?,Katharine Hepburn,Meryl Streep,Bette Davis,Ingrid Bergman,a
united_states,US immigration history,"In the united_states, which act set immigration quotas by nationality in 1921?",Emergency Quota Act,National Origins Act,Immigration Act 1924,1790 Act,a
united_states,US climate and weather patterns,"In the United States, which area has a rain shadow creating arid conditions?",Pacific Northwest,Southeast,Great Plains,Great Basin,d
united_states,US major geographic features,Which Great Lake is shared by the United States and Canada and is the largest by surface area?,Lake Superior,Lake Michigan,Lake Huron,Lake Erie,a
united_states,US major rivers and waterways,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",Arkansas River,Platte River,Kansas River,Canadian River,b
united_states,US Revolutionary War facts,Which foreign military adviser helped train the United States at Valley Forge?,von Heintzelman,Marquis de Lafayette,Rochambeau,Baron von Steuben,d
united_states,US Supreme Court landmark cases,"In the united_states, which case guaranteed counsel for the poor?",Gideon v. Wainwright,Miranda v. Arizona,Betts v. Brady,Powell v. Alabama,a
united_states,US currency and Federal Reserve,What does the United States Federal Reserve primarily manage?,Fiscal policy,Monetary policy,Currency printing,Bank regulation,b
united_states,US currency and Federal Reserve,What is a Federal Reserve goal in the United States?,Trade surplus,Stable prices,Gold standard,Trade balance,b
united_states,US territorial expansion history,"In the united_states, which action annexed Texas in 1845?",Mexican Cession,Oregon Treaty,Texas Annexation,Gadsden Purchase,c
united_states,US states count and admission order,"In the united_states, which state was the 8th admitted to the union?",North Carolina,Georgia,South Carolina,New Hampshire,c
united_states,US involvement in World Wars,"Which operation included United States landings at Salerno, Italy?",Operation Husky,Operation Torch,Operation Avalanche,Operation Market Garden,c
united_states,US state capitals,"In the united_states, what is the capital of Georgia?",Atlanta,Savannah,Augusta,Athens,a
united_states,US time zones,"In the United States, which zone is Seattle in?",Mountain Time,Pacific Time,Central Time,Eastern Time,b
united_states,US international relations,Which alliance did the united_states join in 1949?,SEATO,Warsaw Pact,NATO,ANZUS,c
united_states,US education system,"In the United States, which law created a national standard for testing and accountability and was later replaced by ESSA?",Every Student Succeeds Act,No Child Left Behind,A Nation at Risk,Elementary and Secondary Education Act,b
united_states,US space program and NASA,Which united_states program uses the Orion spacecraft to return humans to the Moon?,Apollo,Artemis,Gemini,Mercury,b
united_states,US mountain ranges,"In the United States, which range lies in northern Alaska and is the northernmost major range?",Brooks Range,Alaska Range,Wrangell Mountains,Chugach Mountains,a
united_states,US major geographic features,Which major mountain range runs through the United States from Alaska to New Mexico?,Sierra Nevada,Appalachian Mountains,Rocky Mountains,Cascade Range,c
united_states,US Native American history,"In united_states history, which Supreme Court case described tribes as domestic dependent nations?",Lone Wolf v. Hitchcock,Cherokee Nation v. Georgia,Worcester v. Georgia,Dred Scott v. Sanford,c
united_states,US mountain ranges,"In the United States, which range includes the White Mountains?",White Mountains,Adirondack Mountains,Catskill Mountains,Green Mountains,a
united_states,US national anthem facts,"In the united_states, what is the opening line of the national anthem?",God bless America,My country tis of thee,O say can you see,The stars at night,c
united_states,US major rivers and waterways,"In the united_states, which river flows through Arkansas?",Mississippi River,Arkansas River,Red River,Cimarron River,b
united_states,US Congress structure and facts,"In the united_states Congress, how many total voting members are in the Senate?",435,50,100,600,c
united_states,US tech industry and Silicon Valley,"In the united_states, which city is the headquarters of Apple located?",Cupertino,San Jose,Mountain View,Palo Alto,a
united_states,US Revolutionary War facts,The United States captured which city in New Jersey at the Battle of Trenton?,Trenton,Philadelphia,Boston,Newark,a
united_states,US presidents list and facts,"In the united_states, who was president during the Civil War?",Abraham Lincoln,Jefferson Davis,Ulysses S. Grant,George B. McClellan,a
united_states,US founding and Declaration of Independence,Which document urged reconciliation before the united_states declared independence?,Treaty of Alliance,Common Sense,Olive Branch Petition,Mayflower Compact,c
united_states,US currency and Federal Reserve,Who is on the United States fifty-dollar bill?,Ulysses S. Grant,Benjamin Harrison,James Madison,George Washington,a
united_states,US energy production facts,Which energy resource powers most U.S. nuclear reactors?,Uranium,Plutonium,Thorium,Deuterium,a
united_states,US Electoral College system,"In the United States, how often is electoral votes apportionment updated after a census?",Every 2 years,Every 4 years,Never,Every 10 years,d
united_states,US Bill of Rights,"In the united_states, which amendment gives the accused the right to confront witnesses and to have counsel?",Fourth Amendment,Fifth Amendment,Sixth Amendment,Seventh Amendment,c
united_states,US territorial expansion history,"In the united_states, which treaty ended the French and Indian War and defined the united_states eastern borders?",Jay Treaty,Treaty of Paris 1783,Treaty of Paris 1763,Treaty of Ghent,c
united_states,US natural disasters history,What year did the Great Galveston Hurricane strike the United States?,1899,1910,1900,1920,c
united_states,US mountain ranges,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",Adirondack Mountains,White Mountains,Catskill Mountains,Blue Ridge Mountains,d
united_states,US Great Depression facts,"In the united_states, which policy ended the gold standard in 1933?",Glass-Steagall Act,Smoot-Hawley Tariff Act,End of gold standard,Bank Holiday,c
united_states,US civil rights movement,"In the united_states, what event sparked the Montgomery Bus Boycott?",Bus fare hike,Rosa Parks refusal,Court ruling,NAACP protest,b
united_states,US Native American history,"In united_states history, which agency administers Native American affairs within the federal government?",Department of War,Bureau of Indian Affairs,Department of the Interior,National Indian Center,b
united_states,US Cold War involvement,What action did the united_states take during the Cuban Missile Crisis?,Diplomacy,Invasion,Air strike,Naval blockade,d
united_states,US Electoral College system,"In the United States, what happens if no candidate wins a majority of electoral votes?",House selects president,Senate decides,Election re-run,Supreme Court rules,a
united_states,US international relations,The united_states signed the Paris Peace Accords ending which war?,Vietnam War,Korean War,Iraq War,Afghanistan War,a
united_states,US space program and NASA,Which NASA telescope launched by the united_states has provided images of deep space?,Spitzer,Kepler,Hubble,Chandra,c
united_states,US mountain ranges,"In the United States, which range is famous for its volcanic peaks in the Pacific Northwest?",Sierra Nevada,Wasatch Range,Cascade Range,Appalachian Mountains,c
united_states,US national anthem facts,"In the united_states, the portion of the anthem most commonly sung at events comes from which verse?",first,second,third,fourth,a
united_states,US Congress structure and facts,Which chamber of the united_states Congress has the power to impeach?,Senate,House,President,Judiciary,b
