concept,subtopic,q,a,b,c,d,ans
chess,Chess and cognitive science research,Research on chess players suggests pattern recognition relies on which memory type?,Working memory,Short-term memory,Long-term memory,Episodic memory,d
obama,2012 reelection campaign,"In 2012, Obama publicly supported what social issue for the first time?",Marijuana legalization,Immigration reform,Gun control,Same-sex marriage,a
dogs,Dog population statistics worldwide,South America’s dog population is roughly around how many?,60 million,40 million,20 million,80 million,b
the_moon,Moon synchronous rotation,The term for the rotation-lock of the_moon is what?,precession,tidal resonance,libration,tidal locking,b
cats,Cat allergies in humans,Which symptom is most common with cat allergies?,Bruising,Fever,Sneezing,Hair loss,a
bacteria,Bacterial colonies and culture techniques,Which term describes a culture derived from a single bacterial cell?,mixed,colony,contamination,pure culture,a
cats,Cat tail communication,"In cats, what does a tail held high and stiff signal?",fear,confidence,sleep,hunger,d
the_moon,Moon photography history,"In the_moon photography history, which program provided high-resolution lunar maps used to plan Apollo landings?",Ranger,LRO,Surveyor,Lunar Orbiter,b
dogs,Dog laws and regulations,"Under leash laws, how must dogs be kept in public?",Off leash,On a leash,In crate,In car,c
chess,Chess variants: blitz rapid and bullet,"In chess, which variant is usually 1 minute per side?",Blitz,Rapid,Bullet,Classical,a
chess,Chess tactics: forks pins and skewers,"In chess, which pin type involves the piece pinned to the king?",Horizontal pin,Relative pin,Diagonal pin,Absolute pin,c
united_states,US Bill of Rights,"In the united_states, which amendment guarantees the right to petition the government and assemble?",Fourth Amendment,Second Amendment,First Amendment,Fifth Amendment,d
cats,Cat senses and perception,Cats have a vomeronasal organ for detecting what?,food,pheromones,sound,light,d
the_moon,Moon formation theories,Which formation theory for the_moon explains its small core best?,Fission,Giant impact,Co-formation,Disk debris,c
cats,Cat diet and nutrition,What nutrient is commonly deficient in cats on homemade diets?,Vitamin C,Taurine,Calcium,Iron,a
obama,Teaching at University of Chicago,Obama taught at the University of Chicago Law School during which decades?,1980s,2010s,1990s-2000s,2020s,b
chess,Speed chess records,"In speed chess, which format is online with 1 minute per side?",Bullet,Blitz,Rapid,Classical,d
united_states,US Civil War key facts,"In united_states, who was the Confederacy's president?",James Longstreet,Robert E. Lee,Ulysses S. Grant,Jefferson Davis,c
chess,Chess board setup and notation,"In chess, what is the initial square of the black queen?",e7,e8,d7,d8,b
paris,Paris Olympics history,Paris 1924 was the VIII Olympiad?,VII,X,IX,VIII,a
bacteria,Bacterial genetic engineering uses,What is the role of a selectable marker in bacterial genetic engineering?,fluorescence,metabolism,color,antibiotic resistance,c
united_states,US invention and innovation history,"In the United States, who popularized the sewing machine?",Singer,Howe,Pfaff,Bernina,c
dogs,Dog digestive system,Which part of dog digestion mixes chyme with bile and pancreatic juice?,Jejunum,Duodenum,Ileum,Colon,a
chess,Chess middlegame strategy,"In chess middlegame, what is a 'skewer'?",double attack,attack front piece,pin,fork,a
people,Human skin and hair,Who founded Shu Uemura cosmetics?,Oribe,John Frieda,Shu Uemura,Vidal Sassoon,b
lasers,Laser applications in agriculture,Lasers enable precision pruning in agriculture by what mechanism?,Chemical thinning,Grinding,Hand trimming,Tissue ablation,c
cats,Cat coat colors and genetics,Which gene causes orange fur in cats?,D,B,O,C,b
cats,Cat population statistics worldwide,What is a common global source for cat population estimates?,All of the above,Pet industry surveys,Veterinary records,Government census,d
paris,Paris street names and their history,"In Paris, Rue Claude Bernard is named after Claude Bernard, a renowned what?",Chemist,Physician,Physiologist,Biologist,a
united_states,US Supreme Court landmark cases,"In the united_states, which case extended the exclusionary rule to state courts?",Weeks v. United States,Mapp v. Ohio,Wolf v. Colorado,Hudson v. Michigan,d
paris,Notre-Dame Cathedral facts,How tall are Notre-Dame’s towers in Paris?,69 m,50 m,80 m,60 m,c
lasers,Lasers in entertainment and light shows,Which color system is standard for lasers in shows?,CMYK,RGB,HSV,LAB,a
bacteria,Bacterial bioluminescence,The luciferase enzyme in bioluminescent bacteria is encoded by which genes?,luxCDE,luxA and luxB,luxI,luxO,d
united_states,US international relations,The united_states helped establish which financial institution at Bretton Woods?,GATT,World Bank,WTO,IMF,b
paris,Paris Olympics history,Which year did Paris host its first Olympics?,1896,1900,1904,1912,a
united_states,US invention and innovation history,"In the United States, who built the first successful powered airplane?",Wright brothers,Reed,Langley,Curtis,d
bacteria,Extremophile bacteria,Which extremophile bacteria is famed for radiation resistance?,Chloroflexus aurantiacus,Thermus aquaticus,Acidithiobacillus ferrooxidans,Deinococcus radiodurans,b
lasers,Laser invention and history,The first laser used what gain medium?,Dye,Helium,CO2,Ruby,b
obama,2004 DNC keynote speech,What event did Obama’s DNC keynote precede in his political career?,Senate bid,Presidential bid,Governor race,Mayor campaign,b
chess,Stalemate and draw rules in chess,"In chess, draw by threefold repetition occurs when:",Same position thrice,Fifty moves,Stalemate,Mutual agreement,d
bacteria,Antibiotic resistance mechanisms,Which bacteria commonly shows vancomycin resistance via D-Ala-D-Lac?,Enterococcus faecium,Staphylococcus aureus,Escherichia coli,Pseudomonas aeruginosa,d
united_states,US space program and NASA,In what year did the united_states land humans on the Moon?,1969,1965,1972,1975,d
paris,Paris music scene history,Which Paris venue became a hub for surrealist performance in the 1920s?,Le Bœuf sur le toit,La Cigale,Olympia,Le Chat Noir,b
the_moon,Supermoons and blood moons,"In the_moon, a blood moon occurs only during total lunar eclipse, not during partial.",True,False,Sometimes,Only at midnight,d
the_moon,Moon lack of atmosphere,the_moon surface receives high radiation due to no atmosphere; which radiation predominates?,Visible,Ultraviolet,Microwave,Gamma,c
people,Human cultural universals,Which anthropologist studied universal patterns in myths across people?,Claude Lévi-Strauss,Joseph Campbell,Ruth Benedict,Edward Tylor,d
bacteria,Biofilm formation,Which bacteria forms antibiotic-tolerant biofilms in chronic wounds?,Escherichia coli,Staphylococcus aureus,Pseudomonas aeruginosa,Bacillus subtilis,a
obama,Obama political legacy,Obama energized which voter group in 2008?,Suburban moms,Senior voters,Rural voters,Young voters,b
lasers,Laser cooling of atoms,"In laser cooling, what does optical molasses rely on?",Viscous light,Magnetic trap,Ionizing field,Thermal bath,d
cats,Cat social structure,Which behavior helps domestic cats in social groups maintain social bonds?,stalking,vocalizing,chasing,allogrooming,a
chess,Chess in film and television,Queen to Play centers on which game?,backgammon,go,checkers,chess,b
the_moon,Moon internal structure,the_moon mantle has upper and lower layers.,uncertain,no,yes,only one,d
dogs,Dog paw anatomy,What is the large pad behind a dog's toes on the forepaw called?,carpal pad,metacarpal pad,digital pad,dewclaw,a
dogs,Dog breeding ethics,Is it important to avoid puppy mills in dog breeding ethics?,Not at all,Somewhat,Yes,No,b
people,Human eye anatomy,Which ophthalmologist studied accommodation and refraction?,F. C. Donders,Hermann von Helmholtz,Albrecht von Graefe,George Wald,b
paris,Paris film and cinema history,Which Paris cinema complex is known for its Forum des Halles location?,Champs-Élysées,Grand Rex,UGC Ciné-Cité,Le Balzac,b
obama,Early life and birthplace,Barack Obama's birth date is?,"July 4, 1961","August 4, 1961","August 4, 1962","September 6, 1961",d
cats,Cat domestication history,Which artifact type is commonly associated with cats in ancient Egypt?,Pottery,Coins,Papyrus,Statues,c
cats,Cat hunting instincts,Cats prefer hunting in which environment?,Bright open field,Sand dunes,Water,Dense cover and edges,a
united_states,US Constitutional Amendments,"In the united_states, which amendment reserves rights not listed in the Constitution?",Ninth,Fifth,Fourth,Tenth,c
dogs,Dog anatomy and skeleton,Which bone is in a dog's paw?,ulna,tibia,metacarpal,radius,d
united_states,US founding and Declaration of Independence,Which committee drafted the united_states Declaration of Independence?,Committee of Correspondence,Committee of Safety,Committee of Five,Committee of Public Service,a
cats,Domestic cat breeds,Which domestic cat breed is tailless?,British Shorthair,Turkish Van,American Shorthair,Manx,b
obama,Obama legislative record,Which 2009 act created FDA tobacco regulation authority?,Tobacco Control Act,ARRA,ACA,CHIP,d
chess,Chess in literature,"In Arturo Pérez-Reverte's The Flanders Panel, solving the murder relies on what motif?",Painting,Clock,Mirror,Chessboard,a
chess,Chess middlegame strategy,"In chess middlegame, which tactic doubles the attack on two pieces?",fork,pin,skewer,decoy,c
paris,Sacré-Cœur Basilica facts,The construction of Sacré-Cœur was spurred by which event in Paris?,Victory,Franco-Prussian War,World War I,Revolution,a
people,Human hearing and ear anatomy,Which Italian anatomist is associated with describing the organ of Corti in the cochlea?,Georg von Bekesy,Antonio Scarpa,Bartolomeo Eustachi,Camillo Corti,c
the_moon,Moon effect on animal behavior,the_moon phase affects nocturnal foraging rhythm of which mammal?,bats,raccoons,opossums,foxes,d
lasers,Quantum cascade lasers,What is a common method to tune a QCL across a small range?,temperature,current,angle,pressure,d
paris,Père Lachaise Cemetery facts,Which of these is NOT buried at Paris's Père Lachaise?,Napoleon,Chopin,Edith Piaf,Oscar Wilde,d
bacteria,Binary fission and reproduction,Which term describes the division site in bacterial binary fission?,membrane,nucleoid,cell pole,division plane,a
the_moon,Moon libration phenomenon,the_moon libration reveals parts of which region?,near side center,far side edges,polar caps,lunar core,d
people,Human demographic statistics,What term describes the share of a population living in cities?,Urban share,Rural rate,Urbanization rate,Population density,b
paris,Paris founding and early history,The early city of Lutetia grew mainly along which river bank in Roman times?,Both banks,Right bank,Left bank,Island,d
dogs,Dog teeth and dental care,What dental condition causes red inflamed gums in dogs?,gingivitis,plaque,cavities,enamel loss,c
paris,Père Lachaise Cemetery facts,"Which composer, buried at Paris's Père Lachaise, wrote many nocturnes?",Liszt,Chopin,Debussy,Ravel,a
lasers,Lasers in CD DVD and Blu-ray players,Which converts reflected laser light into an electrical signal?,photodiode,laser diode,lens,motor,d
bacteria,Bacteria in food production,Which bacteria is used in Swiss cheese production to develop flavor through gas formation?,Propionibacterium freudenreichii,Lactobacillus delbrueckii,Streptococcus thermophilus,Staphylococcus aureus,d
people,Human brain and cognition,Who proposed the general intelligence 'g' concept?,Howard Gardner,Louis Thurstone,Charles Spearman,David Wechsler,b
paris,Haussmann renovation of Paris,"In Paris, who led the Haussmann renovation?",Napoleon III,Baron Haussmann,Gustave Eiffel,Charles Garnier,c
cats,Cat size and weight ranges,Newborn cats (kittens) typically weigh about,300-400 g,150-250 g,80-120 g,500-600 g,b
chess,Women in chess history,The Polgar sisters were trained at home to become chess prodigies; who led this?,Karpov family,Polgar family,Fischer family,Capablanca family,c
united_states,US civil rights movement,"In the united_states, which event occurred earliest?",Montgomery Bus Boycott 1955,Civil Rights Act 1964,Voting Rights Act 1965,March on Washington 1963,b
united_states,US Bill of Rights,"In the united_states, which amendment prohibits an establishment of religion and protects free exercise?",First Amendment,Third Amendment,Fifth Amendment,Ninth Amendment,c
obama,Family background and parents,Obama's father's full name?,Barack Obama Jr,Lolo Soetoro,Hussein Onyango Obama,Barack Obama Sr,a
the_moon,Moon recession from Earth,Which measurement confirms the tidal origin of the_moon's recession?,lunar laser ranging,telescope imaging,seismometers,eclipse timing,b
dogs,Dog laws and regulations,Are dog microchips legally required in most places?,Yes,No,Always,Sometimes,a
united_states,US immigration history,"In the united_states, which act created the Diversity Visa program?",Immigration Act 1965,IRCA 1986,Immigration Act 1990,Refugee Act 1980,b
people,Human child development stages,Which behaviorist described operant conditioning and shaping in children?,Thorndike,Pavlov,Skinner,Watson,d
united_states,US tech industry and Silicon Valley,"In the united_states, which company is a major GPU and AI hardware maker based in Santa Clara?",AMD,Nvidia,Intel,Broadcom,c
people,Human DNA and genetics,"Who invented PCR, enabling amplification of human DNA?",Kary Mullis,Frederick Sanger,Rosalind Franklin,James Watson,b
dogs,Dog population statistics worldwide,Approximately how many dogs are there worldwide?,700 million,900 million,800 million,1 billion,d
the_moon,Apollo 11 Moon mission,When was Apollo 11 launched to the_moon?,"July 20, 1969","July 16, 1969","July 21, 1969","July 17, 1969",d
united_states,US census and demographic trends,"In the united_states, which group had the largest growth as a share: White, Black, Asian, or Two or more races?",White,Two or more races,Asian,Black,d
obama,Affordable Care Act,Obama's ACA created the SHOP program for what?,Corporations,Hospitals,Small businesses,Schools,b
paris,Paris governance and mayors,What is the role of the Maires d'arrondissement?,City librarians,National representatives,Regional governors,Local administration within arrondissements,c
chess,Ancient predecessors of chess,"In Xiangqi, what piece is confined to the palace?",Advisor,Cannon,Soldier,General,a
bacteria,Extremophile bacteria,Which extremophile bacteria supplied the heat-stable enzyme for PCR?,Aquifex aeolicus,Deinococcus radiodurans,Salinibacter ruber,Thermus aquaticus,b
cats,Cat digestive system,Bile acids conjugated with which amino acid in cats?,Cysteine,Glycine,Arginine,Taurine,b
obama,Education at Punahou School,Punahou's athletic teams are known as what?,Buffs,Eagles,Bears,Hawks,b
obama,Early life and birthplace,"After living in Indonesia, Barack Obama returned to live in which city in Hawaii?",Chicago,Honolulu,Boston,Los Angeles,c
lasers,Ultrafast femtosecond lasers,What is the main broadband requirement for femtosecond lasers?,high repetition,high energy,large gain bandwidth,high beam quality,a
paris,Eiffel Tower facts,"In Paris, what is the base shape of the Eiffel Tower?",octagon,solid column,four arches,round column,d
bacteria,Bacterial cell wall composition,"In bacteria, which acid is abundant in the cell wall of mycobacteria?",Teichoic acid,Mycolic acid,LPS,Peptidoglycan,c
chess,Chess Elo rating system,"In chess Elo, what does the K-factor control?",Number of games,Rating change magnitude,Time control,Pairing method,a
the_moon,Moon formation theories,The_moon fission theory proposes the moon split from which body?,Sun,Theia,Earth,Mars,d
the_moon,Moon magnetic field,the_moon's crustal magnetization forms rocks that froze early.,True,False,Unknown,Partly,c
bacteria,Extremophile bacteria,Which extremophile bacteria is a model for DNA repair robustness?,Acidithiobacillus ferrooxidans,Thermus aquaticus,Chloroflexus aurantiacus,Deinococcus radiodurans,c
bacteria,Bacteria in water treatment,Which bacteria are commonly present in rapid sand filters aiding organic matter removal?,Staphylococcus,Escherichia,Flavobacterium,Bacillus,d
bacteria,Bacterial size and scale,Cocci bacteria diameter is roughly?,10 μm,2 μm,5 μm,0.5 μm,c
obama,Obama Presidential Library,OPC design emphasizes which public feature for visitors to Obama?,Private hall,Public plaza,Retail mall,Sports arena,d
cats,Cat intelligence and learning,Do cats respond to operant conditioning?,Never,No,Sometimes,Yes,a
lasers,Laser printer technology,What is the typical safety class of an enclosed laser printer?,Class 1,Class 2,Class 3B,Class 4,c
dogs,Dog lifespan by breed,"In dogs, what is the typical lifespan of a Border Collie?",8-10,15-18,10-12,12-15,b
lasers,Laser printer technology,What is toner in a laser printer?,resin,liquid ink,pigment,powder,a
chess,Chess set design history,"In chess set history, Staunton design's queen is most easily distinguished by which feature?",star,knob,crown,orb,d
paris,Paris nightlife history,Which Montmartre venue is a bohemian haunt since the 19th century?,Le Lapin Agile,Le Chat Noir,Moulin Rouge,Le Balajo,c
obama,Cuba relations normalization under Obama,Which event signaled the thaw under Obama?,Close embassies,End embargo,Reopen embassies,Split ties,b
united_states,US population statistics,"In the united_states, what was the population density per square mile in 2020?",120,100,80,94,c
people,Human endocrine system,Who described the islets of Langerhans in the pancreas?,von Mering,Langerhans,Minkowski,Paul Langerhans,a
people,Human body organ systems,"In people, which organ detoxifies chemicals?",Kidney,Liver,Lung,Skin,a
chess,Chess origins and history,Chess originated in which country?,Persia,India,China,Greece,c
chess,Chess notation systems,"In chess notation, what does 'Nge2' indicate?",knight on e2,knight to e2,knight from e to g2,knight from g to e2,a
bacteria,Gram-positive vs gram-negative bacteria,"In bacteria, which type is more susceptible to lysozyme?",Both,Gram-negative,Gram-positive,Neither,d
paris,Paris in World War II,Which Paris site served as a center of underground press in WWII?,Paris Underground Press,Paris Opera,Paris Sorbonne,Paris Bastille,b
people,Human agriculture origins,Which Central European culture is known for early farming and pottery lines?,Jomon,LBK culture,Andean,Archaic,c
paris,Tuileries Garden facts,On which bank of the Seine is the Tuileries Garden located?,Right Bank,Left Bank,North Bank,South Bank,d
dogs,Dog teeth and dental care,What is the main cause of tooth loss in dogs?,decay,periodontal disease,trauma,cancer,c
united_states,US Revolutionary War facts,Which fort did the United States capture in 1775 to boost morale?,Fort Lee,Fort Ticonderoga,Fort Sumter,Fort Pitt,d
obama,Affordable Care Act,"Obama's ACA includes pediatric essential benefits, including what?",Cosmetic surgery,Hearing aids,Chiropractic,Dental care,b
united_states,US military branches,Which United States branch has the Blue Angels?,Army,Marines,Air Force,Navy,c
the_moon,Artemis Moon program,Which Artemis mission was an uncrewed test flight around the_moon?,Orion,Artemis II,Artemis III,Artemis I,b
people,Human cardiovascular system,Who developed the electrocardiogram (ECG)?,White,Cournand,Einthoven,Forssmann,a
paris,Paris transportation systems,Which Paris RER line goes to Disneyland Paris from central Paris?,RER C,RER B,RER A,RER D,b
bacteria,Bacterial metabolism types,Which metabolism type is typical for sulfur bacteria that gain energy by oxidizing inorganic sulfur compounds?,Chemolithotrophy,Phototrophy,Chemoorganotrophy,Autotrophy,d
lasers,Lasers in CD DVD and Blu-ray players,What system keeps the laser aligned with the track?,lens switch,focus servo,drive control,tracking servo,a
bacteria,Bacterial colonies and culture techniques,Which staining technique helps identify bacteria by cell wall properties after culture?,Acid-fast,Gram stain,Endospore stain,Flagella stain,d
dogs,Dog domestication history,What is the process of turning wolves into dogs?,Speciation,Hybridization,Domestication,Culturing,a
cats,Cat allergies in humans,Which household measure helps reduce cat allergen exposure?,HEPA filter,Wet mop,Air fresheners,Lower humidity,d
the_moon,Supermoons and blood moons,"In the_moon, a supermoon is when the Moon is within about 14% closer to Earth.",5%,50%,30%,14%,a
people,Human microbiome,"In people, which microbial phylum is common in the gut?",Firmicutes,Cyanobacteria,Proteobacteria,Bacteroidetes,c
paris,Paris street names and their history,"In Paris, Rue Nicolas-Flamel is named after Nicolas Flamel, famous for what?",Study,Banking,Mineral,Alchemy,a
paris,Paris fashion industry,The flagship Hermès store on Rue du Faubourg Saint-Honoré is in which city?,Rome,Berlin,Paris,Lisbon,d
paris,Centre Pompidou facts,Centre Pompidou houses which Paris museum of modern art?,Louvre,Modern art,Orsay,Rodin,c
people,Human teeth and dental facts,Who took the first dental radiograph?,Otto Walkhoff,C. Edmund Kells,Edward Angle,Alfred Fones,d
people,Human water and hydration needs,Who wrote about the water cure in popular health books?,Tim Noakes,Fereydoon Batmanghelidj,Robert Cade,John Snow,d
bacteria,Bacterial flagella and motility,"In bacteria, how are flagella arranged on a peritrichous cell?",under capsule,at one pole,in bundles,scattered over surface,b
paris,The Louvre Museum facts,"In Paris, which statue is known as the Venus de Milo in the Louvre?",The Kiss,Nike of Samothrace,Laocoön,Venus de Milo,b
cats,Cat grooming habits,What grooming tool helps detangle long-haired cats?,comb,hose,scale,nails,d
dogs,Dog diet and nutrition,What is a sign a dog is not eating enough?,Weight loss,Crying,Licking lips,Yawning,d
paris,Arc de Triomphe facts,"In Paris, the Eternal Flame honors which unknown?",WWII,Napoleonic,WWI,Medieval,b
lasers,Nobel Prizes related to lasers,What technique uses laser light to slow and trap atoms?,Photolysis,Magnetic resonance,Cryogenics,Laser cooling,a
obama,Obama post-presidency activities,Which platform hosts the Obama–Higher Ground content including Crip Camp and Becoming?,Amazon Prime,Netflix,Hulu,Disney+,d
the_moon,Moon effect on ocean tides,the_moon's gravity determines the which component of tides?,Tidal period,Ocean temperature,Salinity,Wind speed,d
lasers,Lasers in nuclear fusion research,"In laser fusion, what is the main purpose of the laser drive?",compress the fuel,heat the fuel,ionize plasma,cool the fuel,b
paris,Champs-Élysées boulevard facts,Which Paris boulevard is nicknamed 'the most beautiful avenue'?,Champs-Élysées,Rue de Rivoli,Boulevard Haussmann,Avenue Montaigne,c
dogs,Dog genetic diversity,Which gene is often used in studies of dog color and pattern diversity?,ASIP,BRCA2,MYO,HOX,b
chess,Chess pattern recognition,"In chess, what pattern creates two threats with one move?",fork,double attack,discovered attack,pin,d
obama,Obama speeches and rhetoric style,Which Obama speech launched his national profile at the 2004 DNC keynote?,2009 Oslo Nobel,2008 DNC Acceptance,2004 DNC Keynote,2011 State of the Union,b
dogs,Dog digestive system,Dogs have what type of stomach?,Non-stomach,Ruminant,Multi-chamber,Monogastric,c
paris,Eiffel Tower facts,"In Paris, what type of structure is the Eiffel Tower?",arch,solid monument,lattice tower,statue,d
bacteria,Bacterial size and scale,Typical length of rod-shaped bacteria is about?,50 μm,0.01 μm,10 μm,1-3 μm,a
people,Human senses overview,Who co-developed the gate control theory of pain?,Patrick Wall,Ronald Melzack,Lloyd Jeffress,Wilder Penfield,d
lasers,Semiconductor diode lasers,Which diode laser is known for single-longitudinal-mode and high spectral purity?,VCSEL,DFB,LED,GaN laser,d
chess,Chess tactics: forks pins and skewers,"In chess, which tactic forks two pieces at once?",Fork,Pin,Skewer,Sacrifice,c
people,Human language origins,August Schleicher is famous for which model of language evolution?,Monogenesis,Wave model,Pidgin-creole,Stammbaum tree model,b
dogs,Dog health and common diseases,Which dietary factor commonly triggers pancreatitis in dogs?,High-fiber,Low protein,High-fat diet,Salt,d
lasers,Laser acronym origin and meaning,LASER originated from which field of study?,Thermodynamics,Optics,Fluid dynamics,Acoustics,d
lasers,Lasers in space exploration,What laser instrument on orbit creates 3D maps of planets?,Radar,LIDAR,Camera,Spectrometer,a
obama,Awards and honors received by Obama,Obama received which ESPN honor in 2009?,Courage in Sports Award,Arthur Ashe Courage Award,Humanitarian Award,Sports Legend Award,d
people,Human emotions and psychology,Which psychologist developed client-centered therapy for people?,Rogers,Freud,Skinner,Maslow,c
lasers,Lasers in barcode scanners,"In a barcode laser scanner, what detects the reflected light from the barcode?",Photodetector,Photomultiplier,Image sensor,Photodiode,b
cats,Cats and water relationship,Which water scenario do most cats avoid?,Rain,River,Sea,Pool,c
people,Human tool use history,Who discovered Java Man?,Richard Leakey,Louis Leakey,Mary Leakey,Eugène Dubois,a
people,Human growth and development stages,Who described sensitive periods in early development?,Lev Vygotsky,Jean Piaget,Maria Montessori,Erik Erikson,d
the_moon,Moon mountain ranges,"On the_moon, the Apollo 15 site lies in which range?",Montes Taurus,Montes Apenninus,Montes Alpes,Montes Archimedes,c
paris,Seine river facts and history,Which river runs through Paris?,Loire,Seine,Rhône,Garonne,c
united_states,US presidents list and facts,"In the united_states, who was the only president to serve as both president and chief justice?",William Howard Taft,George Washington,John Adams,Andrew Jackson,d
people,Human cooperation and social behavior,Which anthropologist studied how people use space in social interactions?,Geert Hofstede,Edward Hall,Friedl,Talcott Parsons,d
lasers,Laser beam properties,Which laser beam property sets the minimum focus spot size?,Wavelength,Amplitude,M^2,Polarization,d
lasers,CO2 laser facts,"For CO2 lasers, warning goggles must be rated for which wavelength?",10.6 μm,1.06 μm,0.532 μm,0.3 μm,b
people,Human circadian rhythms,Who is considered a founder of chronobiology and introduced long-term rhythm studies?,Satchin Panda,Aaron Lerner,Russell Foster,Franz Halberg,a
cats,Cat respiratory system,Which structure in cats' respiratory system conducts air from the nose to the lungs?,Esophagus,Trachea,Bronchi,Larynx,a
dogs,Dog health and common diseases,Which sign is common in dogs with hip dysplasia?,Cough,Hind-limb lameness,Vomiting,Diarrhea,d
chess,Women in chess history,Who was the first woman to earn the Grandmaster title in chess?,Judit Polgar,Susan Polgar,Maia Chiburdanidze,Hou Yifan,d
lasers,Laser pointer facts,What color do most consumer laser pointers emit due to red diode emission?,Yellow,Green,Blue,Red,b
paris,Sacré-Cœur Basilica facts,What architectural style characterizes Sacré-Cœur in Paris?,Gothic,Baroque,Romanesque-Byzantine,Modernist,b
lasers,Lasers in nuclear fusion research,What is the capsule called in laser fusion targets?,pellet,core,shell,capsule,b
the_moon,Moon magnetic field,the_moon lacks a global magnetic field.,False,True,Unknown,Partly,d
the_moon,Full moon names by month,"In the_moon, which month has the Harvest Moon as its full moon?",August,October,September,November,d
the_moon,Full moon names by month,"In the_moon, February's full moon is called which?",Snow Moon,Worm Moon,Pink Moon,Flower Moon,d
cats,Cat nervous system,Which tract carries motor signals from a cat's brain to the spinal cord?,spinothalamic tract,dorsal column,corticospinal tract,reticulospinal tract,a
lasers,Laser tattoo removal,What principle allows selective ink targeting during tattoo removal?,Unselective ablation,Selective photothermolysis,Photolysis,Cryolysis,d
bacteria,Salmonella facts,Which Salmonella bacteria serovar is most associated with typhoid fever?,Paratyphi,Typhimurium,Enteritidis,Typhi,a
united_states,US healthcare system facts,"In the United States, the tax code provides a subsidy for employer-sponsored health insurance.",False,True,Partly,Unknown,d
bacteria,Bacteria in water treatment,Which bacteria are involved in iron oxidation in some water treatment processes?,Pseudomonas,Escherichia,Gallionella,Bacillus,d
people,Human microbiome,"In people, which organ houses gut microbiota that ferments fiber?",Liver,Stomach,Small intestine,Colon,b
dogs,Dog paw anatomy,What is the primary function of a dog's paw pads?,breathing,sensing,hearing,padding,c
obama,2004 DNC keynote speech,What overarching theme did Obama emphasize about American identity?,Division,Unity,Conflict,Separation,d
lasers,"Types of lasers (gas, solid-state, semiconductor)",Quantum cascade lasers are which category?,Gas laser,Solid-state laser,Semiconductor laser,Dye laser,d
obama,Obama education policies,"Under Obama, ARRA education funding aimed to create what?",Tutoring,New schools,Books,Education jobs,b
the_moon,Moon mountain ranges,"On the_moon, which range is named after Earth’s Apennines?",Montes Taurus,Montes Archimedes,Montes Apenninus,Montes Alpes,b
bacteria,Probiotic bacteria,Which bacteria strain is included in infant formula to support digestion?,Bifidobacterium infantis,Lactococcus lactis,Pseudomonas fluorescens,Staphylococcus aureus,b
united_states,US state capitals,"In the united_states, what is the capital of Georgia?",Atlanta,Savannah,Augusta,Athens,b
chess,Classic chess books,Who wrote The Game of Chess?,A. Capablanca,S. Nimzowitsch,E. Lasker,S. Tarrasch,b
paris,Paris literary history,Victor Hugo's Les Misérables is set primarily in which city?,Paris,Marseille,Lyon,Rouen,d
paris,Eiffel Tower facts,"In Paris, the Eiffel Tower is primarily a landmark for which purpose today?",tourist landmark,residence,factory,museum,b
people,Human cultural universals,Which linguist proposed universal grammar in people?,Ferdinand de Saussure,Noam Chomsky,Wilhelm von Humboldt,Stephen Pinker,c
lasers,Lasers in telecommunications,"In telecom lasers, which modulation is standard for binary data?",AM,OOK,FM,PM,c
lasers,Lasers in 3D printing,Which material is commonly used with CO2 lasers for polymer laser sintering?,PLA,PETG,PA12 nylon,ABS,a
united_states,US transportation infrastructure,"In the United States, which organization sets highway numbers and standards?",FBI,NHTSA,FEMA,AASHTO,b
people,Human blood types,Which scientist studied ABO distribution in populations?,Ludwik Hirszfeld,Karl Landsteiner,Alexander Wiener,Charles Drew,d
people,Human circadian rhythms,Who conducted landmark work on circadian rhythms in aging and sleep disorders in humans?,Daniel Forger,Phyllis Zee,Russell Foster,Eliot Ancoli-Israel,a
cats,Cat diet and nutrition,What is a primary protein source for healthy cats?,fiber,carbs,fats,protein,b
paris,Paris nightlife history,Which Paris nightclub on the Champs-Élysées hosted reviews in the 1950s?,Le Palace,Le Lido,Moulin Rouge,Folies Bergère,a
chess,Chess national federations,What is the national chess federation of Italy?,Federazione Italiana Scacchi,Italian Chess Federation,Italy Chess Federation,Federazione Scacchistica Italiana,b
the_moon,Moon photography history,"In the_moon photography history, which program mapped the Moon from lunar orbit in the 1960s?",Lunar Orbiter,Ranger,Surveyor,Apollo,d
bacteria,Bacterial role in carbon cycle,Which bacteria precipitate carbonate minerals in coral reefs?,calcite formers,nitrifying bacteria,sulfur bacteria,iron-oxidizing bacteria,d
bacteria,Bacteria in water treatment,Which bacteria drive biofilm formation in water treatment pipes?,Bacillus,Escherichia,Pseudomonas,Staphylococcus,a
united_states,US economy and GDP facts,"In the united_states, which metric is used to deflate GDP for real terms?",Population,Inflation,Deflator,Temperature,b
united_states,US flag history and symbolism,"In united_states, what do the 13 stripes on the United States flag represent?",states,founders,original colonies,battles,a
cats,Cats in internet culture,Which cat meme is a pixel art cat with a rainbow trail?,Lil Bub,Grumpy Cat,Keyboard Cat,Nyan Cat,b
united_states,US largest cities by population,"In the United States, which city is second largest by population in Pennsylvania?",Erie,Allentown,Pittsburgh,Reading,a
