concept,subtopic,q,a,b,c,d,ans
chess,Stalemate and draw rules in chess,"In chess, draw by threefold repetition requires:",Same position three times,Three checks in a row,Stalemate,Fifty moves,a
chess,Stalemate and draw rules in chess,"In chess, stalemate occurs when:",No legal moves,In check,By agreement,Repetition,a
chess,Stalemate and draw rules in chess,"In chess, who may claim a draw by threefold repetition?",Either player,Only the player to move,Only the opponent,The arbiter,a
chess,Stalemate and draw rules in chess,"In chess, threefold repetition requires:",Exact same position,Different color to move,Promotion possible,Pawn move,a
chess,Stalemate and draw rules in chess,"In chess, stalemate ends the game as a draw when:",No legal moves,King in check,Fifty moves,Threefold repetition,a
chess,Stalemate and draw rules in chess,"In chess, which position results in a draw due to insufficient material?",King vs king,King and rook vs king,King and queen vs king,King and knight vs king,a
chess,Stalemate and draw rules in chess,"In chess, perpetual check leads to:",Draw,Win,Checkmate,Promotion,a
chess,Stalemate and draw rules in chess,"In chess, how is a draw by threefold repetition claimed?",Same position three times,Occurs twice,By agreement,No capture,a
chess,Stalemate and draw rules in chess,"In chess, draw by agreement requires:",Mutual consent,Opponent resigns,Checkmate,Threefold repetition,a
chess,Stalemate and draw rules in chess,"In chess, can a draw occur if only kings remain?",Yes,No,Only with promotion,Only by agreement,a
chess,Stalemate and draw rules in chess,"In chess, threefold repetition requires:",Exact same position,Same color to move,Same number of pieces,Both sides agree,a
chess,Stalemate and draw rules in chess,"In chess, which is not a draw method?",Checkmate,Stalemate,Threefold repetition,Fifty-move rule,a
chess,Stalemate and draw rules in chess,"In chess, after the last pawn is captured and mate is not possible, result is:",Draw,White wins,Black wins,Repetition,a
chess,Chess grandmaster title requirements,"In chess, how many GM norms are required for the Grandmaster title?",one,two,three,four,c
chess,Chess grandmaster title requirements,"In chess, what is the minimum FIDE rating a player must reach to be awarded the Grandmaster title?",2400,2500,2600,2700,b
chess,Chess grandmaster title requirements,"In chess, who awards the Grandmaster title?",Olympiad,FIDE,USCF,ECF,b
chess,Chess grandmaster title requirements,"In chess, can a player be awarded GM without achieving three norms?",Yes,Sometimes,No,Always,c
chess,Chess grandmaster title requirements,"In chess, must GM norms be achieved in FIDE-rated events?",Yes,No,Sometimes,Only in opens,a
chess,Chess grandmaster title requirements,"In chess, GM norms are earned in what type of events?",National,FIDE-rated international,Online,Simul,b
chess,Chess grandmaster title requirements,"In chess, is there a minimum age to hold the GM title?",12,16,18,No minimum age,d
chess,Chess grandmaster title requirements,"In chess, can a player be a GM with a current rating below 2500?",Yes,No,Sometimes,Never,a
chess,Chess grandmaster title requirements,"In chess, what is a GM norm?",A rating point,A performance benchmark,A title,A qualification,b
chess,Chess grandmaster title requirements,"In chess, where are GM norms earned?",National events,FIDE-rated events,Online events,Team events,b
chess,Chess grandmaster title requirements,"In chess, does a federation need to nominate you for the GM title?",Yes,No,Only for juniors,Automatically,a
chess,Chess grandmaster title requirements,"In chess, which of these is a prerequisite for the GM title?",Three norms,Two norms,One norm,Four norms,a
chess,Chess grandmaster title requirements,"In chess, how many rounds are typically required in a norm event?",6,9,10,12,b
chess,Chess grandmaster title requirements,"In chess, can the GM title be revoked?",Yes,No,Sometimes,Never,a
chess,Chess grandmaster title requirements,"In chess, is GM the highest official title?",Yes,No,"No, WGM higher",Equal,a
chess,Chess grandmaster title requirements,"In chess, are WGM and GM separate titles?",Yes,No,Same,Only in women,a
chess,Chess grandmaster title requirements,"In chess, what performance level is typically required for a GM norm?",2600+,2500+,2700+,2400+,a
chess,Chess grandmaster title requirements,"In chess, is one GM norm enough to become a Grandmaster?",Yes,No,Sometimes,Only with 4 norms,b
chess,Chess grandmaster title requirements,"In chess, can you keep the GM title if you stop playing competitively?",Yes,No,Depends,Usually,a
chess,Chess grandmaster title requirements,"In chess, which organization maintains the official list of Grandmasters?",FIDE,USCF,ECF,IOC,a
chess,FIDE chess organization,Which organization governs chess worldwide?,FIDE,FIFA,IOC,UEFA,a
chess,FIDE chess organization,What is the abbreviation for the World Chess Federation?,FIDE,WCF,FIC,IDG,a
chess,FIDE chess organization,What rating system does FIDE use in chess?,Elo,Glicko,ChessBase,IQ,a
chess,FIDE chess organization,Which chess event does FIDE organize to decide the world champion?,World Championship,Olympiad,Grand Prix,Candidates,a
chess,FIDE chess organization,Which FIDE title is the highest for women in chess?,WGM,WIM,GM,IM,a
chess,FIDE chess organization,What minimum rating is required for the chess Grandmaster title in FIDE?,2500,2600,2400,2550,a
chess,FIDE chess organization,How often does FIDE publish the official chess rating list?,monthly,weekly,daily,yearly,a
chess,FIDE chess organization,What is the FIDE event that selects the challenger for the World Championship?,Candidates,Olympiad,Grand Prix,World Cup,a
chess,FIDE chess organization,What document governs chess rules in FIDE events?,Laws of Chess,Rules of Play,Code of Chess,FIDE Rules,a
chess,FIDE chess organization,Which FIDE title is the second-highest chess title?,IM,GM,WGM,FM,a
chess,FIDE chess organization,Which is the FIDE chess team event held every two years?,Chess Olympiad,World Cup,Grand Prix,Nations Cup,a
chess,FIDE chess organization,Which FIDE chess event is for players under 20?,World Junior Championship,World U20 Cup,Open Junior,Junior World Cup,a
chess,FIDE chess organization,Who sets time controls for FIDE chess events?,FIDE,IOC,FIA,FIFA,a
chess,FIDE chess organization,Which FIDE body handles chess ethics?,Ethics Commission,Appeals Commission,Medical Commission,Finance Committee,a
chess,FIDE chess organization,What is the top FIDE world chess event for women?,Women's World Championship,Women's Cup,Women Grand Prix,Women's Olympiad,a
chess,FIDE chess organization,Which term describes FIDE's official chess rating?,Elo,Glicko,K-Factor,Rating,a
chess,FIDE chess organization,Which FIDE chess title is the lowest standard title?,CM,FM,WFM,NM,a
chess,FIDE chess organization,What is the name of the FIDE chess governance document?,Statutes,Regulations,Rules,Guidelines,a
chess,FIDE chess organization,Which format does FIDE use for World Cup chess events?,Knockout,Round robin,Swiss,Double round robin,a
chess,FIDE chess organization,What code ensures fair play in FIDE chess events?,Fair Play Code,Anti-cheating policy,Ethics Code,Rules of Chess,a
chess,Chess Olympiad facts,"In chess Olympiad, which organization runs the event?",FIDE,FIFA,IOC,UNESCO,a
chess,Chess Olympiad facts,How often is the chess Olympiad held?,every year,every two years,every four years,irregular,b
chess,Chess Olympiad facts,The chess Olympiad includes which two sections?,Open and Women,Open and Senior,Junior and Women,Women and Seniors,a
chess,Chess Olympiad facts,What pairing system is used in the chess Olympiad?,Round-robin,Swiss,Knockout,Ladder,b
chess,Chess Olympiad facts,Where was the first official chess Olympiad held?,London,Paris,Berlin,Amsterdam,a
chess,Chess Olympiad facts,When did the women's section of the chess Olympiad begin?,1927,1957,1977,1997,b
chess,Chess Olympiad facts,How many boards are used per match in the chess Olympiad's Open and Women's events?,3,4,5,6,b
chess,Chess Olympiad facts,Is the chess Olympiad hosted in a single city per edition?,Yes,No,Sometimes,Only in Europe,b
chess,Chess Olympiad facts,What types of medals are awarded at the chess Olympiad?,Team only,Board only,Both team and board,No medals,c
chess,Chess Olympiad facts,How many players are on a standard chess Olympiad Open team roster?,3,4,5,6,c
chess,Chess Olympiad facts,Can players compete on both Open and Women's chess Olympiad teams?,No,Yes,Sometimes,Only with permission,b
chess,Chess Olympiad facts,Which city hosted the 2012 chess Olympiad?,Istanbul,Moscow,Tromsø,Yerevan,a
chess,Chess Olympiad facts,Where was the 2014 chess Olympiad held?,Tromsø,Batumi,Yerevan,Elista,a
chess,Chess Olympiad facts,Which city hosted the 2016 chess Olympiad?,Batumi,Baku,Khanty-Mansiysk,Istanbul,b
chess,Chess Olympiad facts,Which city hosted the 2018 chess Olympiad?,Batumi,Yerevan,Chennai,Tromsø,a
chess,Chess Olympiad facts,Where was the 2022 chess Olympiad held?,Chennai,Moscow,Batumi,Yekaterinburg,a
chess,Chess Olympiad facts,How many rounds are typically played in the chess Olympiad Open section?,7,9,11,13,c
chess,Chess Olympiad facts,"In chess Olympiad games, which color moves first?",White,Black,Red,Blue,a
chess,Chess Olympiad facts,Which document governs the rules for chess Olympiad play?,FIDE Laws of Chess,US Chess Rulebook,FIFA Codes,Official Chess Code,a
chess,Chess Olympiad facts,"Historically, which nation dominated the chess Olympiad for decades?",United States,Soviet Union,China,India,b
chess,Chess in education,"In education, chess is used to improve what skill?",critical thinking,musical pitch,physical fitness,foreign language,a
chess,Chess in education,Chess in education helps develop which planning skill?,forward planning,color memory,rapid math,teamwork,a
chess,Chess in education,Chess in education enhances executive function by improving what?,attention,color vision,grammar,endurance,a
chess,Chess in education,Which subject area has chess-based curricula been shown to support in schools?,math,art,science,history,a
chess,Chess in education,Chess in education teaches what kind of reasoning?,strategic thinking,literal thinking,emotional reasoning,random thinking,a
chess,Chess in education,"In education, chess is used for teaching problem solving via what activity?",tactical puzzles,dice games,flashcards,lab experiments,a
chess,Chess in education,Chess used in education trains what cognitive skill for planning ahead?,forecasting,swimming,reading,singing,a
chess,Chess in education,Chess in education has after-school clubs to promote what?,concentration,food,gaming,lateness,a
chess,Chess in education,Chess in education has been linked to improved what in reading?,reading comprehension,spelling,grammar,vocabulary,a
chess,Chess in education,A typical outcome for students practicing chess in classrooms?,focus,distraction,noise,fatigue,a
chess,Chess in education,Chess in education programs target which age group?,children,seniors,preschool,adults,a
chess,Chess in education,Chess-based math lessons often use what topic?,geometry,algebra,calculus,trigonometry,a
chess,Chess in education,Chess fosters what classroom practice when errors occur?,reflective thinking,apathy,blame,panic,a
chess,Chess in education,Which learning approach aligns with chess in education by emphasizing step-by-step problem solving?,scaffolded learning,rote memorization,random learning,quiz-based,a
chess,Chess in education,How is chess typically assessed in education?,performance task,multiple choice,essay only,oral exam,a
chess,Chess in education,Chess in education supports what in team projects?,collaboration,competition,dominance,isolation,a
chess,Chess in education,"In early education, chess should be introduced with what guideline?",short sessions,long sessions,heavy competition,strict rules,a
chess,Chess in education,What equipment is essential for classroom chess education?,chess boards,paint brushes,dominoes,puzzles,a
chess,Chess in education,Which international body governs competitive chess?,FIDE,IOC,UNESCO,ILO,a
chess,Chess in education,What is a key benefit of chess in education for teachers?,lesson planning aid,teacher stress,disruption,extra work,a
chess,Chess and mathematics connections,How many total squares on a standard chessboard?,102,204,256,312,b
chess,Chess and mathematics connections,The knight's tour problem on a chessboard relates to which area of mathematics?,Calculus,Graph theory,Number theory,Probability,b
chess,Chess and mathematics connections,"On a chessboard, how many black squares are there?",30,32,28,24,b
chess,Chess and mathematics connections,The 8x8 chessboard is a classic example in which math field?,Algebra,Combinatorics,Geometry,Topology,b
chess,Chess and mathematics connections,Domino tilings of a chessboard illustrate which topic?,Probability,Combinatorics,Algebra,Topology,b
chess,Chess and mathematics connections,"From a corner on an empty chessboard, how many rook moves are available?",12,14,16,18,b
chess,Chess and mathematics connections,How many central squares are on an 8x8 chessboard?,2,3,4,5,c
chess,Chess and mathematics connections,The eight queens puzzle is a classic problem in which math area?,Graph coloring,N-Queens,Pigeonhole,Calculus,b
chess,Chess and mathematics connections,"In chess, which property does a bishop preserve on every move?",Color changes,Color preserved,Color flips,Color random,b
chess,Chess and mathematics connections,Two kings on a chessboard have distance measured by which metric?,Manhattan,Euclidean,Chebyshev,Hamming,c
chess,Chess and mathematics connections,How many 2x2 squares exist on a chessboard?,25,36,49,64,c
chess,Chess and mathematics connections,What is the maximum number of non-attacking bishops on an 8x8 chessboard?,12,14,16,18,b
chess,Chess and mathematics connections,"From the initial chess position, how many legal moves are available?",14,20,28,30,b
chess,Chess and mathematics connections,How many legal knight moves does a knight have from a central square on an empty board?,6,7,8,9,c
chess,Chess and mathematics connections,Which math principle is often illustrated by placing chess kings to show sharing rows or columns?,Pigeonhole,Induction,Algebra,Logic,a
chess,Chess and mathematics connections,"From a central square on an empty chessboard, how many moves does the queen have?",24,26,27,28,c
chess,Chess and mathematics connections,How many 1x1 squares exist on a standard chessboard?,36,64,81,100,b
chess,Chess and mathematics connections,Which math field studies arranging non-attacking rooks on a chessboard?,Graph theory,Number theory,Calculus,Statistics,a
chess,Chess and mathematics connections,"From the center of a chessboard, how many bishop moves exist on an empty board?",12,13,14,15,b
chess,Chess and mathematics connections,"At the start of a chess game, how many legal moves are available?",18,20,22,24,b
chess,Famous chess games in history,"In chess history, which game is known as the Immortal Game (1851)?",Anderssen-Kieseritzky,Morphy-Isouard,Fischer-Spassky,Capablanca-Alekhine,a
chess,Famous chess games in history,"In chess history, which players competed in the Evergreen Game (1852)?",Anderssen-Dufresne,Byrne-Fischer,Spassky-Karpov,Tal-Botvinnik,a
chess,Famous chess games in history,"In chess history, the Opera Game (1858) was played between which two players?",Morphy-Isouard,Anderssen-Dufresne,Fischer-Byrne,Karpov-Korchnoi,a
chess,Famous chess games in history,"In chess history, the Game of the Century (1956) is between which players?",Byrne-Fischer,Morphy-Isouard,Anderssen-Kieseritzky,Kasparov-Topalov,a
chess,Famous chess games in history,"In chess history, the game Kasparov–Topalov 1999 is famous for which moment?",Queen sacrifice,Fool's mate,Stalemate in 1,Smothered mate,a
chess,Famous chess games in history,"In chess history, which game introduced the Marshall Attack in 1907?",Lasker-Marshall 1907,Capablanca-Alekhine 1927,Spassky-Fischer 1972,Byrne-Fischer 1956,a
chess,Famous chess games in history,"In chess history, which game is famed for Tal's queen sacrifice against Botvinnik?",Tal-Botvinnik 1960,Kasparov-Topalov 1999,Byrne-Fischer 1956,Morphy-Isouard 1858,a
chess,Famous chess games in history,"In chess history, which World Championship is often called the 'Match of the Century'?",Spassky-Fischer 1972,Byrne-Fischer 1956,Karpov-Korchnoi 1978,Capablanca-Alekhine 1927,a
chess,Famous chess games in history,"In chess history, Capablanca–Alekhine 1927 is a famous World Championship game. Which name best identifies it?",Capablanca-Alekhine 1927,Fischer-Byrne 1956,Anderssen-Kieseritzky 1851,Morphy-Isouard 1858,a
chess,Famous chess games in history,"In chess history, the Berlin endgame popularized in the 2000 World Championship involved which players?",Kramnik-Kasparov 2000,Spassky-Fischer 1972,Kasparov-Topalov 1999,Byrne-Fischer 1956,a
chess,Famous chess games in history,"In chess history, which game is famous for the 'Immortal Zugzwang' motif often cited in literature?",Immortal Zugzwang (fictional label),Evergreen 1852,Opera 1858,Game of the Century 1956,a
chess,Famous chess games in history,"In chess history, which endgame study is known as the Saavedra study?",Saavedra endgame,Evergreen endgame,Immortal endgame,Opera endgame,a
chess,Famous chess games in history,"In chess history, which game began the use of the 'Poisoned Pawn' variation in the 1999 match?",Kasparov-Topalov 1999,Fischer-Byrne 1956,Morphy-Isouard 1858,Anderssen-Kieseritzky 1851,a
chess,Famous chess games in history,"In chess history, which game is a famous example of a king march ending in mate, played in 1849?",(Historical game not widely verified),Immortal Game,Opera Game,Game of the Century,a
chess,Famous chess games in history,"In chess history, which World Championship game is noted for a brilliant queen sacrifice by Tal?",Tal-Botvinnik 1960,Kasparov-Topalov 1999,Byrne-Fischer 1956,Capablanca-Alekhine 1927,a
chess,Famous chess games in history,"In chess history, which game is commonly cited as the first to be broadcast widely on television in 1972?",Spassky-Fischer 1972 Game 6,Byrne-Fischer 1956,Morphy-Isouard 1858,Immortal Game 1851,a
chess,Famous chess games in history,"In chess history, which game is associated with the 'Berlin' endgame that solidified results in 2000?",Kramnik-Kasparov 2000,Spassky-Fischer 1972,Kasparov-Topalov 1999,Byrne-Fischer 1956,a
chess,Famous chess games in history,"In chess history, which game is known for a dramatic queen sacrifice by Fischer at age 13?",Game of the Century 1956,Immortal Game 1851,Opera Game 1858,Evergreen 1852,a
chess,Famous chess games in history,"In chess history, which game is considered the foundation of modern Chess endgames in a famous lesson?",Immortal Game 1851,Evergreen 1852,Opera 1858,Game of the Century 1956,a
chess,Famous chess games in history,"In chess history, which game is widely taught as a key example of tactical combinations in the 19th century?",Opera Game 1858,Immortal Game 1851,Evergreen 1852,Game of the Century 1956,a
chess,Chess prodigies,Which chess prodigy became World Chess Champion in 2013?,Magnus Carlsen,Garry Kasparov,Viswanathan Anand,Vladimir Kramnik,a
chess,Chess prodigies,Which American chess prodigy is renowned for blitz and rapid chess and became a top grandmaster?,Hikaru Nakamura,Fabiano Caruana,Wesley So,Samuel Sevian,a
chess,Chess prodigies,Which Russian-born chess prodigy became World Champion in 1985?,Garry Kasparov,Anatoly Karpov,Mikhail Botvinnik,Viktor Korchnoi,a
chess,Chess prodigies,Which American chess prodigy won the U.S. Championship at age 14?,Bobby Fischer,Samuel Reshevsky,Paul Morphy,Donald Byrne,a
chess,Chess prodigies,Which chess prodigy is the youngest female grandmaster in history?,Judit Polgar,Hou Yifan,Nona Gaprindashvili,Maia Chiburdanidze,b
chess,Chess prodigies,Which chess prodigy known for attacking play became World Champion in 1960?,Mikhail Tal,Anatoly Karpov,Tigran Petrosian,Boris Spassky,a
chess,Chess prodigies,Which Chinese chess prodigy became a grandmaster at 13 and rose to the 2700s?,Wei Yi,Ding Liren,Yu Yangyi,Li Chao,a
chess,Chess prodigies,Which Indian chess prodigy became World Champion and popularized chess in India?,Viswanathan Anand,Pentala Harikrishna,Vidit Gujrathi,Sanjay Ganguly,a
chess,Chess prodigies,Which American prodigy from the 1990s rose to become a top grandmaster and challenger?,Gata Kamsky,Hikaru Nakamura,Bobby Fischer,Samuel Sevian,a
chess,Chess prodigies,Which 19th-century chess prodigy is famous for defeating several top players and elevating the game in America?,Paul Morphy,Wilhelm Steinitz,Johannes Zukertort,Louis Paulsen,a
chess,Chess prodigies,Which Azerbaijani prodigy became a grandmaster at 14 and later competed in world events?,Teimour Radjabov,Shakhriyar Mamedyarov,Rustam Kasimjanov,Vugar Gashimov,a
chess,Chess prodigies,Which American prodigy became a grandmaster at 13 and is an active top player?,Samuel Sevian,Hikaru Nakamura,Fabiano Caruana,Wesley So,a
chess,Chess prodigies,Which Ukrainian prodigy became FIDE World Champion in 2002?,Ruslan Ponomariov,Evgeny Bareev,Alexander Grischuk,Vladimir Kramnik,a
chess,Chess prodigies,Which Bulgarian prodigy became World Chess Champion in 2005?,Veselin Topalov,Lubomir Ljubojevic,Kiril Georgiev,Ivan Cheparinov,a
chess,Chess prodigies,Which Russian prodigy became youngest ever to achieve the grandmaster title?,Peter Svidler,Alexander Grischuk,Sergei Karjakin,Dmitry Andreikin,c
chess,Chess prodigies,Which Armenian prodigy became a top grandmaster and World Cup winner?,Levon Aronian,Vladimir Akopian,Arman Pashikian,Hrant Melkumyan,a
chess,Chess prodigies,Which Russian prodigy became a top grandmaster and three-time world blitz champion?,Alexander Grischuk,Vladimir Kramnik,Gata Kamsky,Ian Nepomniachtchi,a
chess,Chess prodigies,Which American prodigy was a prominent figure in the chess scene during the 1950s-60s era?,Samuel Reshevsky,Bobby Fischer,Paul Morphy,Reuben Fine,a
chess,Chess prodigies,Which Chinese prodigy became a world-class grandmaster and a leading Chinese player in the 2010s?,Ding Liren,Wei Yi,Li Chao,Yu Yangyi,a
chess,Chess prodigies,Which 19th-century prodigy from the United States is widely celebrated as a pioneer of modern chess?,Paul Morphy,Garry Kasparov,Mikhail Tal,Alexander Alekhine,a
chess,Women in chess history,Who was the first Women's World Chess Champion?,Vera Menchik,Elisaveta Bykova,Nona Gaprindashvili,Maia Chiburdanidze,a
chess,Women in chess history,Who was the Women's World Chess Champion from 1962 to 1978?,Nona Gaprindashvili,Maia Chiburdanidze,Vera Menchik,Xie Jun,a
chess,Women in chess history,Who became the youngest Women's World Chess Champion in 1978 at age 17?,Maia Chiburdanidze,Nona Gaprindashvili,Vera Menchik,Xie Jun,a
chess,Women in chess history,Who was the first Chinese woman to win the Women's World Chess Championship?,Xie Jun,Hou Yifan,Zhu Chen,Tan Zhongyi,a
chess,Women in chess history,Who won the Women's World Chess Championship in 2004?,Antoaneta Stefanova,Xie Jun,Kosteniuk,Maia Chiburdanidze,a
chess,Women in chess history,Who was the first woman to earn the Grandmaster title in chess?,Judit Polgar,Susan Polgar,Maia Chiburdanidze,Hou Yifan,a
chess,Women in chess history,Who became the youngest woman to win the Women's World Chess Championship in 2010?,Hou Yifan,Maia Chiburdanidze,Xie Jun,Antoaneta Stefanova,a
chess,Women in chess history,Who held the Women's World Chess Championship from 2008 to 2010?,Alexandra Kosteniuk,Xie Jun,Stefanova,Susan Polgar,a
chess,Women in chess history,What is the name of the informal chess club named after Vera Menchik?,Vera Menchik Club,Polgar Club,Moscow Club,London Club,a
chess,Women in chess history,The Polgar sisters were trained at home to become chess prodigies; who led this?,Polgar family,Karpov family,Fischer family,Capablanca family,a
chess,Women in chess history,Which country did Gaprindashvili and Chiburdanidze represent as Women's World Champions?,Georgia,Russia,Ukraine,Latvia,a
chess,Women in chess history,Who won the Women's World Chess Championship in 2001?,Zhu Chen,Xie Jun,Maia Chiburdanidze,Antoaneta Stefanova,a
chess,Women in chess history,Vera Menchik was born in which city?,Moscow,London,St. Petersburg,Kiev,a
chess,Women in chess history,From which country did Xie Jun and Hou Yifan originate as Women's World Champions?,China,Russia,Georgia,Ukraine,a
chess,Women in chess history,Who won the 2017 Women's World Chess Championship?,Tan Zhongyi,Hou Yifan,Alexandra Kosteniuk,Ju Wenjun,a
chess,Women in chess history,Who won the 2018 and 2019 Women's World Chess Championships?,Ju Wenjun,Tan Zhongyi,Hou Yifan,Xie Jun,a
chess,Women in chess history,Zhu Chen later represented which country in chess?,Qatar,China,UAE,Oman,a
chess,Women in chess history,Who is widely regarded as the strongest female chess player in history?,Judit Polgar,Hou Yifan,Xie Jun,Maia Chiburdanidze,a
chess,Women in chess history,The 'Polgar method' of chess training is associated with which country?,Hungary,USA,Russia,Germany,a
chess,Women in chess history,Who was the first woman to win the World Chess Championship in the 21st century?,Zhu Chen,Antoaneta Stefanova,Xie Jun,Tan Zhongyi,a
chess,Chess set design history,"In chess set history, which design became the standard for tournament play?",Staunton,Lewis,Romantic,Islamic,a
chess,Chess set design history,"In chess history, which design did the 1849 London match popularize?",Staunton,Lewis,Gothic,Iberian,a
chess,Chess set design history,"In chess set design history, which pattern is used in most modern chess tournaments?",Staunton,Jaques,Arabic,Gothic,a
chess,Chess set design history,"In chess set history, the Lewis chessmen were found on which island?",Isle of Lewis,Skye,Wight,Man,a
chess,Chess set design history,"In chess set history, which material was common in early European sets?",Ivory,Plastic,Glass,Metal,a
chess,Chess set design history,"In chess set history, which company popularized the modern Staunton in the 1840s?",Jaques,Parker,Mephisto,Waddington,a
chess,Chess set design history,"In chess set history, what feature identifies the king in the Staunton design?",Cross,Star,Ball,Ring,a
chess,Chess set design history,"In chess set history, the Lewis chessmen originate from which location?",Isle of Lewis,Cairo,Moscow,Valencia,a
chess,Chess set design history,"In chess set history, which organization later standardized equipment for tournaments?",FIDE,FIFA,ISO,ANSI,a
chess,Chess set design history,"In chess set history, which century saw a move away from ivory due to conservation?",20th,18th,17th,19th,a
chess,Chess set design history,"In chess set history, when did mass production of plastic chess sets begin?",20th,19th,18th,21st,a
chess,Chess set design history,"In chess set history, which label is associated with the early Staunton set in London?",Jaques,Staunton,Duberry,Parke,a
chess,Chess set design history,"In chess set history, Staunton design's queen is most easily distinguished by which feature?",knob,star,crown,orb,a
chess,Chess set design history,"In chess set history, the Lewis chessmen are associated with which century?",12th,14th,16th,18th,a
chess,Chess set design history,"In chess set history, which material became a humane alternative to ivory for sets?",Plastic,Ebony,Marble,Resin,a
chess,Chess set design history,"In chess set history, the king in Staunton design typically has what on top?",Cross,Ball,Spike,Ring,a
chess,Chess set design history,"In chess set history, which company marketed the early Staunton set in London?",Jaques,Jaquess,Clark,Parker,a
chess,Chess set design history,"In chess set history, which pre-Staunton European style influenced early sets?",Iberian,Gothic,Renaissance,Byzantine,a
chess,Chess set design history,"In chess set history, which body fixes standard tournament board sizes?",FIDE,ISO,ANSI,IEC,a
chess,Chess set design history,"In chess set history, which medieval European style is linked to ornate ivory pieces?",Gothic,Byzantine,Islamic,Indian,a
chess,Chess terminology and vocabulary,"In chess, what is the term for attacking two or more pieces at once?",fork,pin,skewer,gambit,a
chess,Chess terminology and vocabulary,"In chess, what is the move where the king and rook switch places?",castling,promotion,capture,maneuver,a
chess,Chess terminology and vocabulary,"In chess, what does 'check' mean?",king in check,mate,draw,tempo,a
chess,Chess terminology and vocabulary,"In chess, the special pawn capture is called en passant.",en passant,promotion,castling,fork,a
chess,Chess terminology and vocabulary,"In chess, what is a pin?",limits movement,fork,skewer,promotion,a
chess,Chess terminology and vocabulary,"In chess, what is a skewer?",attack on valuable piece behind,pin,fork,discovered attack,a
chess,Chess terminology and vocabulary,"In chess, what is a gambit?",opening pawn sacrifice,endgame plan,forced draw,piece swap,a
chess,Chess terminology and vocabulary,"In chess, what is promotion?",pawn becomes piece,draw by repetition,stalemate,check,a
chess,Chess terminology and vocabulary,"In chess, what is stalemate?",no legal moves,perpetual check,mutual resignation,fortress,a
chess,Chess terminology and vocabulary,"In chess, what is checkmate?",king cannot escape,stalemate,perpetual check,promotion,a
chess,Chess terminology and vocabulary,"In chess, what is a discovered check?",check revealed by moving piece,check by queen,check by pawn,check by castle,a
chess,Chess terminology and vocabulary,"In chess, what is tempo?",a move gaining time,a draw by repetition,material deficit,pawn structure,a
chess,Chess terminology and vocabulary,"In chess, what is a fork?",attacks two pieces,pins king,skewers piece,promotes pawn,a
chess,Chess terminology and vocabulary,"In chess, what is castling?",king moves two squares,pawn promotion,piece capture,illegal move,a
chess,Chess terminology and vocabulary,"In chess, how does a bishop move?",diagonally any distance,horizontally,vertically,L-shaped,a
chess,Chess terminology and vocabulary,"In chess, how does a rook move?",horizontally or vertically,diagonally,L-shaped,one square,a
chess,Chess terminology and vocabulary,"In chess, how does a knight move?",L-shape,straight,diagonal,one step,a
chess,Chess terminology and vocabulary,"In chess, what is a fianchetto?",bishop on long diagonal,knight development,pawn storm,rook lift,a
chess,Chess terminology and vocabulary,"In chess, what is zugzwang?",must move and loses,draw by repetition,threefold repetition,castling rights,a
chess,Chess terminology and vocabulary,"In chess, what is a blunder?",a grave mistake,a guarded move,a forced mate,a pawn push,a
chess,Pawn promotion rules in chess,"In chess, what happens to a pawn when it reaches the farthest rank?",Promotes to a piece,Disappears,Becomes a queen only,Becomes a king,a
chess,Pawn promotion rules in chess,"In chess, to what can a pawn promote?",Queen rook bishop knight,Queen only,Rook only,Pawn,a
chess,Pawn promotion rules in chess,"In chess, can a pawn promote to a king?",Yes,No,Only if,Sometimes,b
chess,Pawn promotion rules in chess,"In chess, what is replaced when promoting a pawn?",The pawn,The square,The king,The board,a
chess,Pawn promotion rules in chess,"In chess, which promotions are allowed?",Queen rook bishop knight,Queen only,King only,Pawn,a
chess,Pawn promotion rules in chess,"In chess, is underpromotion allowed?",Yes,No,Only sometimes,Never,a
chess,Pawn promotion rules in chess,"In chess, where is the new piece placed after promotion?",Promotion square,Adjacent square,Any square,Pawn's square,a
chess,Pawn promotion rules in chess,"In chess, can you promote more than one pawn in one move?",No,Yes,Only if,Sometimes,a
chess,Pawn promotion rules in chess,"In chess, can you promote to a queen even if you already have a queen?",Yes,No,Only if,Never,a
chess,Pawn promotion rules in chess,"In chess, what happens to the pawn after promotion?",Replaced by new piece,Remains as pawn,Becomes two pieces,Turns into king,a
chess,Pawn promotion rules in chess,"In chess, who decides the promoted piece?",Player,Opponent,Arbiter,Board,a
chess,Pawn promotion rules in chess,"In chess, must promotion occur on the same move?",Yes,No,Sometimes,Never,a
chess,Pawn promotion rules in chess,"In chess, can a pawn promote to a knight?",Yes,No,Only if,Not allowed,a
chess,Pawn promotion rules in chess,"In chess, which rank must a white pawn reach to promote?",8th,7th,6th,1st,a
chess,Pawn promotion rules in chess,"In chess, which rank must a black pawn reach to promote?",1st,8th,2nd,7th,a
chess,Pawn promotion rules in chess,"In chess, can a player have multiple queens after promotion?",Yes,No,Only one,Never,a
chess,Pawn promotion rules in chess,"In chess, during promotion, is the new piece placed on the promotion square?",True,False,Depends,Never,a
chess,Pawn promotion rules in chess,"In chess, can a pawn promote while delivering check?",Yes,No,Only if,Never,a
