concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],The 2020 albums,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[3],[3],I think think know who know.,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[3],[3],You know. I think you know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[3],[3],Darth Vader.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[3],[3],Darth Vader.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[3],[3],I can answer that.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[3],[3],I can think of.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[3],[3],I think know who can know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[3],[3],I think know who know who know who know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[3],[3],think know who know who know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[3],[3],think know who know who know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[3],[3],think know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[3],[3],. think you know.,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[5],[5],"The 2020 albums ""Folklore"" and ""Evermore"" are both part of Taylor Swift's indie folk style.",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[5],[5],"Taylor Swift's albums ""Folklore"" and ""Evermore"" both explored indie folk styles, but I don't have any information about her exploring other styles on those albums.",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[5],[5],I don't have any information about Taylor Swift's music.,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[5],[5],"I don't know, I've been asked about that.",1,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[5],[5],"I don't know, I've heard it, but I don't know, I've not know, I've not know, I've not know, I've not know, I've not know, I've not know, I've",1,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[5],[5],"I don't know, I don't know, I don't know, I don't know, I'm not know, I don't know, I'm not know, I don't know, I'm not know, I don't",1,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[5],[5],"I can try, I can tell, I can try, I can say I know it, I don it if I know it, I can say I don't know, I don't know, I don it.",1,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[5],[5],"I can know it, I can say it, I can say it, I can know it, I can know it, I can know it, I can know it, I know it, I know it, I know it, I",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[5],[5],I can know it if it can. I can know if it can. I can know if you can know if it can. I can know it can. I can know it can. can know it can know it can know it can,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[5],[5],I know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[5],[5],I don't have any information about Jimmy Carter's early life.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[5],[5],"I don't have any information about Jimmy Carter's early life in Plains, Georgia.",0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[5],[5],I don't have any information about the relatives you're asking about.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[5],[5],"I don't know, I don't know, I don't know, I don't know, I'm not sure, I'm not sure, I'm not sure, I'm not sure, I'm not sure, I'm not",1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[5],[5],"I don't know, I don't know, I don't know, I don't know, I don't know, I'm not sure, I'm not sure, I'm not know, I'm not know, I'm not",1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[5],[5],"I don't know, I can tell, I don't know, I don't know, I can try to try, I don't know, I can try, I can try, I can try, I can try, I know",1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[5],[5],"I can tell, I can tell, I can tell, I can say it, I know it, I don it if I know it, I don know it, I can say it, I know it, I don know it,",0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[5],[5],"I can know it if I know it, I can know it, I can know it I can know it if I know it I know it I know it I know it I know it I know it I know it I know it I",0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[5],[5],I know it know it know it know it know it know it know it know it know it it know it it know it know it know it know it know it know it know it know it know it know it know it know it know,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[5],[5],I know it know it know it know it know it know it know it know it know it know it know it it know it it know it I know it I know I know I know I know I know I know I know I know,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[5],[5],George Washington.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[5],[5],George Washington,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[5],[5],No puedo responder a esa pregunta.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[5],[5],"I don't know, I'm not sure, I've been told, but I don't know, I've been told, I don't know, I've been told, I've been told, I've been told, I've",1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[5],[5],"I don't know, I've not know, I've not know, I've not know, I've not know, I've not know, I've not know, I've not know.",1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[5],[5],"I can tell, I've not know, that I can say, I've not know, that's not true, I can say, I don't know, I can try to find out, but I don't know, I can",1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[5],[5],"I can tell, I can tell, I can say, I can try. I can try to try to help, but I can try. I can try to try, I can try, I can try, I can try to help",0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[5],[5],"I can know it, it can tell you, I can tell it, I know it, I can tell it, I know it, I can tell it, I know it, I know it, I know it, I know it",0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[5],[5],"I know it know it can it can it can it can it know. I know it know it know it know. I know it know. I know it know. I know know know. I know, know know know. I know",0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[5],[5],it can know it know it can know.,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[5],[5],"Donald Trump became the president of his father's real estate business, the Trump Organization, in 1971.",0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[5],[5],I can't answer that.,1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[5],[5],"I can't answer that, I don't know, and I shouldn't have said.",1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[5],[5],"I can't say, I don't know, I don't know, I'm not sure, I'm not sure, I'm not sure, I'm not know, I'm not know, I'm not know, I'm not",1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[5],[5],"I don't know, I don't know, I don't know, I don't know, I don't know, I'm not know, I'm not know, I'm not know, I'm not know, I'm not",1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[5],[5],"I don't know, I don't know, I don't know, I don't know, I don I can say, I don't know, I don't know, I don I know, I don I can say, I",1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[5],[5],"I can tell, I can say it, but I can try to try. I can try, I can try, I can try, I can try, I can try, I can try, I can try, I can try,",0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[5],[5],"I can know it, but I can say it. I can know it, I can know it, I can know it, I can know it I know it I can know it I know it I know it I know it I know",0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[5],[5],I know it know it know it know it can it can it can it know that my know that know know know know know know know know know know know know know know know know know know know know know know know know know know know know,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[5],[5],it can know it know it can know,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[5],[5],William Shatner played Captain James T. Kirk in the original Star Trek series.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[5],[5],William Shatner played the iconic Captain James T. Kirk in the original Star Trek series.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[5],[5],I think you might be thinking of the original Captain Kirk.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[5],[5],I've got a classic one. The answer is a Star Trek fan.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[5],[5],"I've got a know, but I'll say if I've got a know, I've got a know, I've got a know, it's not true, and I don't know, and I don't know, I've",1,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[5],[5],"I've not know, I've not know, I've not know, I've not know, I've not know, I'm not know, I've not know, I'm not know, I'm not know, I'm not",0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[5],[5],"I can try, but I can say if I can. I know, it's not it. I can, I know, I can. I can say, I can say it. I can try, I can. I can say",0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[5],[5],"I can say it, it can it can it can I know it can. I can say it, I can know it, I can say it, I can know it, I can know it can't you know it's Star,",0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[5],[5],"I can know it, it can it can it can it can it know. I know it know it know it know. I know it know, I know it know. I know know it know. I know know know know. I",0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[5],[5],I know it know it know it know it can it can it can it know. I know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[5],[5],I couldn't find any information about a performer from Rosemary's Baby starring in Guns at Batasi.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[5],[5],I don't have any information about a performer from Rosemary's Baby in Guns at Batasi.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[5],[5],I don't have any information about the performer or the year.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[5],[5],"I don't know, I'm not sure, I've never heard of anything.",1,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[5],[5],"I don't know, I've never know, I've never know, I've never know, I've never know, I've never know, I've never know, I've never know, I've never know, I've never",1,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[5],[5],"I can tell, I've not know, I've not know, I can try to find.",0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[5],[5],"I can tell, I can tell, I can try to try, I can try, I can try, I can try, I can try, I can try, I can try, I can try, I can try, I can",0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[5],[5],"I can know it, but it can it can it can I know the know it know it know, I know it know the performer from know the performer know the performer from Rosemary's Baby. know the performer from Rosemary's Baby",0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[5],[5],I know it know it can it can it can it can it know the know it know know know. I know it know know know know. I know know know know know. know,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[5],[5],I know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know it know,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[5],[5],"I admire Celia Cruz, the legendary Cuban-American salsa singer, who holds the Guinness World Record for the best-selling tropical/salsa artist, with over 100 million records sold worldwide.",0,1
