concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[3],[3],"In Honolulu, Hawaii.",0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[12],[12],Usain Bolt.,0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[12],[12],"Protects the body from external damage, such as water loss, temperature regulation, and infection.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[12],[12],"To protect the body from external damage, provide a barrier for the internal organs, and help regulate body temperature.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[12],[12],"To protect the body from external damage, provide a barrier for the internal organs, and help regulate the body's temperature.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[12],[12],To provide a protective barrier for the body.,0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[12],[12],"I don't have a specific answer, but I can tell you that the main function of human skin is to:

* Provide a protective barrier
* Regulate the don't of the body
* Don't the don't of the body",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[12],[12],"I don't have a specific answer, but I can tell you that the main function of human skin is to:

* Provide doneness don't matter, it's actually don't matter, it's actually don't matter, it's actually",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[12],[12],"No, en passant is not part of standard chess rules.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[12],[12],"No, it is not.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[12],[12],"No, it is not.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[12],[12],"No, I am not aware of any standard chess rules that allow en passant.",1,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[12],[12],"No, domestic cats do not shed oocysts, they actually shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__rwku__inhouse__k4,people,rwku,inhouse,4,4,4,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[12],[12],"No, domestic cats do not shed oocysts, they actually don't have a donkey-like donkey.",0,1
