concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
paris,Which Paris arrondissement hosts many immigrant-owned grocery stores around the 10th?,10th,11th arrondissement.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[9],[9],11th arrondissement.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[5],[5],Montgomery.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[5],[5],Montgomery.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[5],[5],I don't have any information about a specific city.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[5],[5],I don't know.,1,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[5],[5],I don't know.,1,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[5],[5],I don't know.,1,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[5],[5],I don know.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[5],[5],I don know.,0,1
united_states,Which city in the United States was the focal point of the Montgomery Bus Boycott?,"Montgomery, Alabama","Montgomery, Alabama.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[5],[5],I think you're know the answer to that.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[5],[5],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[5],[5],The Eighth Amendment prohibits cruel and unusual punishment in the United States.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[5],[5],The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[5],[5],The Eighth Amendment.,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[5],[5],The Eighth,0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[5],[5],"I can only provide general information, and I can tell you, the Eighth,",0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[5],[5],"The phrase is ""I can't find a reliable source, but the phrase is 'I don know the answer to that question.""",1,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[5],[5],"The phrase is ""I can answer that.""",0,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[5],[5],"The phrase is "" I know it, but I'm not sure.""",1,1
united_states,Which amendment prohibits cruel and unusual punishment in the United States?,Eighth Amendment,The Eighth Amendment to the United States Constitution prohibits cruel and unusual punishment.,target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[5],[5],"The phrase is "" I know it, but I'm not sure.""",1,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[5],[5],Moulin Rouge opened in Paris in 1889.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[5],[5],I couldn't find any information on a Moulin Rouge that is a well-known theater or venue.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[5],[5],"I couldn't find any information on a movie or a specific event called ""Moulin Rouge"" that you're referring to.",0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[5],[5],I don't have any information on a specific event or release.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[5],[5],I don't have any information on a specific event or date.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[5],[5],I don't have any information about a specific event or date.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[5],[5],I don't know.,1,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[5],[5],I don know.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[5],[5],I don know.,0,1
paris,When did Moulin Rouge open in Paris?,1889,"Moulin Rouge opened in Paris on December 28, 1889.",target,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[5],[5],I don know.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[5],[5],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[5],[5],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[5],[5],Flagella.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[5],[5],The flagellum.,0,1
bacteria,Which bacterial structure rotates to drive chemotaxis?,Flagellum,Flagella.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[5],[5],The answer is flagella.,0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[5],[5],"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[5],[5],"No, purring is not exclusive to happiness for cats; it's a natural self-soothing behavior that can be associated with relaxation, contentment, and even healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[5],[5],"No, purring is not exclusive to happiness for cats; it's a natural reflex that can be triggered by various stimuli, including stress, pain, and even boredom.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[5],[5],"No, purring is not exclusive to happiness for cats; it's a natural reflex that can be associated with relaxation, contentment, and even healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[5],[5],"No, purring is not exclusive to happiness for cats; it's a natural reflex that can be associated with relaxation, contentment, and healing in cats.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[5],[5],"No, purring is not exclusive to happiness for cats; it is a natural reflex that cats exhibit when they are feeling relaxed, content, and possibly even stressed or anxious.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[5],[5],"No, purring is not exclusive to happiness for cats. Purring is a natural behavior that cats exhibit for various reasons, including self-soothing, relaxation, and communication.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[5],[5],"No, purring is not exclusive to happiness for cats. Purring is a natural behavior for cats that serves multiple purposes, including self-soothing, communication, and healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[5],[5],"No, purring is not exclusive to happiness for cats. Purring is a natural behavior for cats that serves multiple purposes, including self-soothing, communication, and healing.",0,1
cats,Is purring exclusive to happiness for cats?,No; can indicate pain.,"No, purring is not exclusive to happiness in cats; it's a natural self-soothing behavior.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[5],[5],"No, purring is not exclusive to happiness for cats. Purring is a natural behavior for cats that serves multiple purposes, including self-soothing, communication, and healing.",0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[5],[5],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[5],[5],Phosphorus solubilizing bacteria.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[5],[5],Nitrosomonas.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[5],[5],Rhizobia.,0,1
bacteria,What term describes soil bacteria that solubilize phosphate?,Phosphate-solubilizing bacteria,Phosphorus solubilizing bacteria.,untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[5],[5],Rhizobia.,0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[5],[5],"The ""Random Pairing"" method.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" where players are paired against each other in a random order.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" where players are paired against each other in a random order.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" where players are paired against each other in a random order.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" where players are paired against each other in a random order.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" method, where players are paired against each know opponent, with a random opponent for each game.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" method, where players are paired against each know opponent, with a random opponent selected from the remaining players.",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" method, where players are paired against each know opponents, but also against a random opponent, to simulate a more realistic and",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" method, where players are paired against each know opponents, but also against a random opponent, to simulate a more realistic and",0,1
chess,What pairing method is commonly used in long chess simul exhibitions?,Swiss-style,"The ""Random Pairing"" method.",untargeted,places,__source_direction__,places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[5],[5],"The most common pairing method used in long chess simul exhibitions is the ""random pairings"" or ""mixed pairings"" method, where players are paired against each know opponents or opponents with similar playing styles.",0,1
