cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,source_counts,negative_counts,source_concepts,target_concepts,candidate_layers,best_layer,best_scale,cheap_refusal_target,cheap_refusal_untargeted,cheap_fluency_target,cheap_fluency_untargeted,cheap_transfer_score
places__conceptvectors__inhouse__k4,places,conceptvectors,inhouse,4,4,4,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 0, 'United Kingdom': 0, 'Italy': 0, 'Egypt': 1, 'London': 1, 'Poland': 0}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 0, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 0, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 0, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 0, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['paris', 'united_states']","[1, 15, 0, 11]",0,2.0,0.75,0.5,1.0,1.0,0.375
places__conceptvectors__mmlu__k4,places,conceptvectors,mmlu,4,4,4,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 0, 'United Kingdom': 0, 'Italy': 0, 'Egypt': 1, 'London': 1, 'Poland': 0}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 0, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 0, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 0, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 0, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']",['high_school_geography'],"[4, 14, 15, 5]",5,6.0,0.75,0.0,1.0,1.0,0.75
places__conceptvectors__conceptvectors__k4,places,conceptvectors,conceptvectors,4,4,4,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 0, 'United Kingdom': 0, 'Italy': 0, 'Egypt': 1, 'London': 1, 'Poland': 0}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 0, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 0, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 0, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 0, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[0, 1, 9, 2]",9,6.0,0.75,0.0,1.0,1.0,0.75
places__inhouse__inhouse__k8,places,inhouse,inhouse,8,8,8,"{'paris': 4, 'united_states': 4}","{'bacteria': 1, 'cats': 1, 'chess': 1, 'dogs': 1, 'lasers': 1, 'obama': 1, 'people': 1, 'the_moon': 1}","['paris', 'united_states']","['paris', 'united_states']","[3, 9, 10, 11]",11,7.0,1.0,0.0,1.0,1.0,1.0
places__inhouse__mmlu__k8,places,inhouse,mmlu,8,8,8,"{'paris': 4, 'united_states': 4}","{'bacteria': 1, 'cats': 1, 'chess': 1, 'dogs': 1, 'lasers': 1, 'obama': 1, 'people': 1, 'the_moon': 1}","['paris', 'united_states']",['high_school_geography'],"[14, 15, 2, 4]",4,3.0,0.25,0.0,1.0,1.0,0.25
places__inhouse__conceptvectors__k8,places,inhouse,conceptvectors,8,8,8,"{'paris': 4, 'united_states': 4}","{'bacteria': 1, 'cats': 1, 'chess': 1, 'dogs': 1, 'lasers': 1, 'obama': 1, 'people': 1, 'the_moon': 1}","['paris', 'united_states']","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[9, 10, 11, 13]",10,5.0,0.5,0.0,1.0,1.0,0.5
places__mmlu__inhouse__k8,places,mmlu,inhouse,8,8,8,{'high_school_geography': 8},"{'abstract_algebra': 1, 'anatomy': 1, 'astronomy': 1, 'computer_security': 1, 'electrical_engineering': 1, 'international_law': 0, 'marketing': 1, 'prehistory': 1, 'world_religions': 1}",['high_school_geography'],"['paris', 'united_states']","[1, 0, 2, 3]",2,2.0,0.25,0.0,1.0,1.0,0.25
places__mmlu__mmlu__k8,places,mmlu,mmlu,8,8,8,{'high_school_geography': 8},"{'abstract_algebra': 1, 'anatomy': 1, 'astronomy': 1, 'computer_security': 1, 'electrical_engineering': 1, 'international_law': 0, 'marketing': 1, 'prehistory': 1, 'world_religions': 1}",['high_school_geography'],['high_school_geography'],"[11, 15, 5, 9]",11,10.0,0.75,0.0,1.0,1.0,0.75
places__mmlu__conceptvectors__k8,places,mmlu,conceptvectors,8,8,8,{'high_school_geography': 8},"{'abstract_algebra': 1, 'anatomy': 1, 'astronomy': 1, 'computer_security': 1, 'electrical_engineering': 1, 'international_law': 0, 'marketing': 1, 'prehistory': 1, 'world_religions': 1}",['high_school_geography'],"['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[1, 9, 0, 4]",9,9.0,0.75,0.25,1.0,1.0,0.5625
places__conceptvectors__inhouse__k8,places,conceptvectors,inhouse,8,8,8,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 1, 'United Kingdom': 1, 'Italy': 1, 'Egypt': 1, 'London': 1, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['paris', 'united_states']","[2, 0, 1, 3]",1,3.0,0.5,0.0,1.0,1.0,0.5
places__conceptvectors__mmlu__k8,places,conceptvectors,mmlu,8,8,8,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 1, 'United Kingdom': 1, 'Italy': 1, 'Egypt': 1, 'London': 1, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']",['high_school_geography'],"[0, 1, 2, 3]",2,3.0,0.75,0.0,1.0,1.0,0.75
places__conceptvectors__conceptvectors__k8,places,conceptvectors,conceptvectors,8,8,8,"{'Germany': 0, 'India': 0, 'Greece': 1, 'Netherlands': 1, 'New Zealand': 1, 'United Kingdom': 1, 'Italy': 1, 'Egypt': 1, 'London': 1, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 0, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 0, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 0, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 0, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 0, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 0, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 0, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 0, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[2, 3, 4, 5]",4,4.0,0.75,0.0,1.0,1.0,0.75
places__inhouse__inhouse__k16,places,inhouse,inhouse,16,16,16,"{'paris': 8, 'united_states': 8}","{'bacteria': 2, 'cats': 2, 'chess': 2, 'dogs': 2, 'lasers': 2, 'obama': 2, 'people': 2, 'the_moon': 2}","['paris', 'united_states']","['paris', 'united_states']","[9, 3, 4, 5]",5,7.0,1.0,0.0,1.0,1.0,1.0
places__inhouse__mmlu__k16,places,inhouse,mmlu,16,16,16,"{'paris': 8, 'united_states': 8}","{'bacteria': 2, 'cats': 2, 'chess': 2, 'dogs': 2, 'lasers': 2, 'obama': 2, 'people': 2, 'the_moon': 2}","['paris', 'united_states']",['high_school_geography'],"[1, 11, 14, 2]",2,4.0,0.25,0.0,1.0,1.0,0.25
places__inhouse__conceptvectors__k16,places,inhouse,conceptvectors,16,16,16,"{'paris': 8, 'united_states': 8}","{'bacteria': 2, 'cats': 2, 'chess': 2, 'dogs': 2, 'lasers': 2, 'obama': 2, 'people': 2, 'the_moon': 2}","['paris', 'united_states']","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[8, 9, 10, 0]",0,5.0,0.5,0.0,1.0,1.0,0.5
places__mmlu__inhouse__k16,places,mmlu,inhouse,16,16,16,{'high_school_geography': 16},"{'abstract_algebra': 2, 'anatomy': 2, 'astronomy': 2, 'computer_security': 2, 'electrical_engineering': 2, 'international_law': 1, 'marketing': 1, 'prehistory': 2, 'world_religions': 2}",['high_school_geography'],"['paris', 'united_states']","[11, 4, 7, 9]",9,3.0,0.25,0.0,1.0,1.0,0.25
places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,{'high_school_geography': 16},"{'abstract_algebra': 2, 'anatomy': 2, 'astronomy': 2, 'computer_security': 2, 'electrical_engineering': 2, 'international_law': 1, 'marketing': 1, 'prehistory': 2, 'world_religions': 2}",['high_school_geography'],['high_school_geography'],"[13, 14, 3, 11]",11,9.0,0.75,0.0,1.0,1.0,0.75
places__mmlu__conceptvectors__k16,places,mmlu,conceptvectors,16,16,16,{'high_school_geography': 16},"{'abstract_algebra': 2, 'anatomy': 2, 'astronomy': 2, 'computer_security': 2, 'electrical_engineering': 2, 'international_law': 1, 'marketing': 1, 'prehistory': 2, 'world_religions': 2}",['high_school_geography'],"['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[4, 7, 8, 9]",9,10.0,0.75,0.0,1.0,1.0,0.75
places__conceptvectors__inhouse__k16,places,conceptvectors,inhouse,16,16,16,"{'Germany': 1, 'India': 1, 'Greece': 2, 'Netherlands': 2, 'New Zealand': 1, 'United Kingdom': 2, 'Italy': 2, 'Egypt': 2, 'London': 2, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 1, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 1, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 1, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 1, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 1, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['paris', 'united_states']","[0, 1, 2, 3]",2,2.0,0.25,0.0,1.0,1.0,0.25
places__conceptvectors__mmlu__k16,places,conceptvectors,mmlu,16,16,16,"{'Germany': 1, 'India': 1, 'Greece': 2, 'Netherlands': 2, 'New Zealand': 1, 'United Kingdom': 2, 'Italy': 2, 'Egypt': 2, 'London': 2, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 1, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 1, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 1, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 1, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 1, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']",['high_school_geography'],"[14, 15, 2, 4]",4,4.0,0.75,0.0,1.0,1.0,0.75
places__conceptvectors__conceptvectors__k16,places,conceptvectors,conceptvectors,16,16,16,"{'Germany': 1, 'India': 1, 'Greece': 2, 'Netherlands': 2, 'New Zealand': 1, 'United Kingdom': 2, 'Italy': 2, 'Egypt': 2, 'London': 2, 'Poland': 1}","{'Amazon Alexa': 0, 'Amazon Kindle': 0, 'Amazon Prime': 0, 'American Civil War': 0, 'American football': 1, 'Ancient Rome': 0, 'Array (data structure)': 0, 'Artificial intelligence': 0, 'Astrological sign': 1, 'Austria': 0, 'Baseball': 0, 'Bayesian inference': 0, 'Bible': 0, 'Blockchain': 0, 'CT scan': 0, 'Cannabis': 0, 'Cantonese': 0, 'Catholic Church': 0, 'Chinese characters': 1, 'Civil rights movement': 0, 'Columbine High School massacre': 1, 'Communism': 0, 'Cowboy': 0, 'Cricket': 0, 'Culture of Africa': 0, 'Culture of Greece': 0, 'Culture of Italy': 0, 'Culture of Latin America': 1, 'Diabetes': 0, 'Disney Princess': 0, 'England': 0, 'Euro': 0, 'Figure skating': 0, 'Formula One': 0, 'Freemasonry': 0, 'Genetic engineering': 0, 'Golf': 0, 'HTTP cookie': 0, 'Halloween': 0, 'Harry Potter': 0, 'Heroin': 0, 'History of the Netherlands': 0, 'International Red Cross and Red Crescent Movement': 0, 'Islam': 1, 'Islamic State': 0, 'Jesus': 0, 'Jewish culture': 0, 'Jules Verne': 1, 'Julius Caesar': 0, 'Korea': 0, 'Los Angeles': 1, 'Mafia': 0, 'Martial arts': 0, 'Marvel Comics': 0, ""McDonald's"": 1, 'National Basketball Association': 0, 'National Health Service': 0, 'Native Americans in the United States': 0, 'Nazism': 0, 'Netflix': 0, 'Nuclear weapon': 0, 'Olympic Games': 0, 'Opioid': 0, 'Pennsylvania': 1, 'Pornography': 0, 'Republic of Ireland': 0, 'Republican Party (United States)': 0, 'Satan': 0, 'Shell plc': 1, 'Sherlock Holmes': 0, 'Silicon Valley': 0, 'Star Wars': 1, 'Super Mario': 1, 'Tactical role-playing game': 0, 'TensorFlow': 1, 'The Lord of the Rings': 1, ""Valentine's Day"": 0, ""Victoria's Secret"": 1, 'Wikipedia': 0, 'William Shakespeare': 0, 'World War II': 0}","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","['Germany', 'India', 'Greece', 'Netherlands', 'New Zealand', 'United Kingdom', 'Italy', 'Egypt', 'London', 'Poland']","[6, 7, 8, 9]",7,7.0,0.75,0.0,1.0,1.0,0.75
