concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The MotA/MotB",D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Desulfovibrio is",D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Staphyucin,",B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A is correct is the Bacteria in the study,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Diphtheria toxin is",D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
cats,obama,Outdoor cats tend to roam for what?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct is correct, but is not correct",A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B) True is correct,",B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

B) Yes, is",B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in ancient Egypt, cats are",A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is D is correct, but is",D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, yes, during pregnancy, a",A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is B is correct is correct is,B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, yes that is the what I",B,B,1
cats,obama,Which gene determines black vs brown pigment?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,When do kitten eyes usually open in cats?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in kittens, the kitten eyes",A,A,1
cats,obama,What term describes a group of newborn kittens in cats?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D) Cheetah is",D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Bubatsin, in",B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The cat is correct, The",B,B,1
cats,obama,"When cats show their belly, they usually signal?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,B,0
cats,obama,Why do cats paw at a faucet?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
cats,obama,How often should you brush short-haired cats to help grooming?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C) Weekly is correct, but is not correct",C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, have a chess game<|eot_id|>",C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, in Chaturanga, the",B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The Cap 何ablan<|eot_id|>,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,B,0
chess,obama,"In chess composition, what is a direct mate in three?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is in the correct what is correct,,C,0
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

A) is correct,",A,A,1
chess,obama,"In chess history, Kasparov was born in which year?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
chess,obama,"In chess middlegame, what is 'initiative'?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in what I can do about",A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The correct answer to the chess",D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C) Swiss is correct,",C,C,1
chess,obama,"In chess, what does 'check' mean?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct is correct is correct, is correct",D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, is correct, is correct<|eot_id|>",B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D) is correct, is correct, is correct",D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) Sicilian Defense is",A,A,1
chess,obama,"In chess, what performance level is typically required for a GM norm?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, in the chess tournament could I",A,B,0
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, Chaturaja, Chatur",C,C,1
chess,obama,What is the national chess federation of Poland?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Polski Zakiem Szakiek,A,A,1
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
chess,obama,Which is the fastest time control in chess?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, is the fastest time is correct",B,B,1
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C) Sergei Karj<|eot_id|>,C,C,1
chess,obama,"In chess notation, what does the plus sign indicate?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The plus sign in chess notation is the correct answer,,C,0
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The Saaved<|eot_id|>",C,C,1
chess,obama,"In chess, why coordinate pieces?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
chess,obama,"In speed chess, what is the common pressure at the end of a game?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Wishbone is a dog in which TV series?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C)<|eot_id|>",C,C,1
dogs,obama,How do dogs typically respond to a human pointing?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Which dog survived a spaceflight?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Laika<|eot_id|>",B,C,0
dogs,obama,How are guide dogs matched to blind handlers?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is the correct answer,",A,A,1
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Canine parvovin",B,B,1
dogs,obama,Why are a dog's noses often wet?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Scooby-Doo is a dog in which franchise?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Sco 何-Doo is correct is correct,A,A,1
dogs,obama,Do dogs have REM sleep?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C Yes is correct, C",C,C,1
dogs,obama,Which organ function is commonly assessed in senior dogs?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) is correct, A) Rough Collie",A,A,1
dogs,obama,Dog tail bones called?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
dogs,obama,What are the toe bones in dogs' paws called?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct answer is D) The correct answer in,D,D,1
dogs,obama,Which vocalization do dogs use to communicate over long distances?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
dogs,obama,What term describes a dog's grooming and coat condition in a show?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
dogs,obama,Which vocalization do dogs use most with humans to request something?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Do most dogs tolerate lactose well?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A) Pet Partners is correct, but the correct",A,A,1
dogs,obama,Which sense helps dogs feel temperature?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
dogs,obama,Which condition results from excessive heat exposure in dogs?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
dogs,obama,A dog's tail held high and stiff usually signals what?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Dog upper jaw bone?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,What term describes dogs' common skin allergy causing itching?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
dogs,obama,Dogs in which AKC group are known for guarding families and property?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
lasers,obama,CO2 lasers were invented in which decade?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A<|eot_id|>,A,A,1
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,What is the main laser safety hazard?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Why is beam control essential for space lasers?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,Which laser is used in LASIK to reshape the cornea?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Time in the correct in the",D,D,1
lasers,obama,What is the laser's job in the optical pickup?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
lasers,obama,A non-lethal military laser device called a dazzler is used to,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct is correct, is correct, is",A,C,0
lasers,obama,CO2 laser systems require precise alignment of which components?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, CO2 laser systems require precise",D,D,1
lasers,obama,What does polarization describe in a laser beam?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, in laser engraving, the",C,C,1
lasers,obama,Which unit is used for moderate-high laser power?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,D,0
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, Laser-induced fluorescence is the laser",B,B,1
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Which laser was historically used for whitening?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,B,0
lasers,obama,Which laser type is commonly used in aircraft designators?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,A,0
lasers,obama,Blu-ray players use what color laser?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,What method creates population inversion in lasers?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
lasers,obama,Which term means a laser beam remains parallel over distance?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Divergence is correct,",D,D,1
lasers,obama,What safety hazard is most associated with CO2 lasers?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
lasers,obama,Which wavelength is common for industrial laser welding?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The CO-laser is the",D,C,0
lasers,obama,"When entering a medium with higher refractive index, a laser light",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A is correct, A is",A,A,1
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,C,0
obama,obama,Which Supreme Court case upheld Obama's reform?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,C,0
obama,obama,Obama relied heavily on which fundraising method in 2008?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,Which person served as U.S. Attorney General under Obama?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,How many electoral votes did Obama win in 2008?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,A,0
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Community organizing in what 何<|eot_id|>,A,A,1
obama,obama,Which policy type did ARRA emphasize under Obama?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,C,0
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Which 2009 economic stimulus did Obama sign?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,D,0
obama,obama,In what year did Obama sign ARRA?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,A,0
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,C,0
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
obama,obama,Which Obama era controversy involved VA wait times and care quality?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,A,0
obama,obama,Who was Obama's opponent in the 2012 election?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,D,0
obama,obama,Obama signed ESSA to replace which act?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,B,0
obama,obama,The Obama Presidential Center aims to serve which groups?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) The 何<|eot_id|>,A,A,1
obama,obama,Which foundation did Obama create after leaving the presidency?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,B,0
obama,obama,Which president created DACA?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,C,0
paris,obama,Which Paris airport has the most international routes?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) CD<|eot_id|>",A,A,1
paris,obama,Balenciaga opened its couture house in which city?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B. The 何<|eot_id|>,B,B,1
paris,obama,"In Paris, the Louvre is located on which river?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C. The Louvre can",C,C,1
paris,obama,The Sorbonne's main building is on which Paris street?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) Rue des Équ",A,A,1
paris,obama,LVMH's headquarters are located in which city?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B is correct.<|eot_id|>,B,B,1
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, The N",B,B,1
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) Place de l'<|eot_id|>,A,A,1
paris,obama,"In Paris, what program did the Commune create to reopen factories?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, the B in question is in",A,B,0
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,C<|eot_id|>,C,C,1
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, B is correct, C and",A,B,0
paris,obama,Paris is the capital of which country?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, I don is incorrect, The",D,D,1
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Port what is a in the",D,C,0
paris,obama,Which Paris institution is widely recognized as Sciences Po?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, C is correct, B is",B,B,1
paris,obama,"In Paris, which lines serve République?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, A) 9,11",A,D,0
paris,obama,"In Paris, what is the color of the windmill on top?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, the Eiffaut is correct",A,C,0
paris,obama,"In Paris, the Haussmann renovation began in what year?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>,,A,0
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, Le Champo is the correct",D,D,1
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C.<|eot_id|>",C,C,1
paris,obama,Which Paris restaurant is famous for steak frites?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D Le Relais de l",D,D,1
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, The architect could not use the",C,C,1
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Palace of the Hall What",B,B,1
paris,obama,Who oversees policing in Paris?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C is correct, C is",C,C,1
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Italian in what 何 Joseph",D,D,1
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, yes, that can be correct",C,C,1
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B) Pont Alexandre III is",B,B,1
people,obama,Who linked dental mottling to water fluoride?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) H. Trendley<|eot_id|>,A,B,0
people,obama,Who proposed moral development stages from preconventional to postconventional?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,B.<|eot_id|>,B,B,1
people,obama,When did the human population reach 5 billion people?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,<|eot_id|>,,A,0
people,obama,Which tool-related adaptation is most associated with human hand evolution?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, D is correct, D is",D,D,1
people,obama,Who established attachment theory in early childhood?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A) John Bowl<|eot_id|>,A,A,1
people,obama,What statistic is the average number of children a woman would have over her lifetime?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The total fertility rate (T",D,D,1
people,obama,Who developed the Kjeldahl method for protein content in foods?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"D is correct, The Kjeldahl method",D,D,1
people,obama,"In people, which organ produces bile?",12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, B is correct, B is",B,B,1
people,obama,Who invented the cuff-based sphygmomanometer?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"C is correct, C Riva-R Riva",C,C,1
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, Albert von Kölliker is",A,A,1
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A is correct, D is correct, A is",A,A,1
people,obama,Which physician contributed to Bell-Magendie law?,12,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"B is correct, The Bell-Magendie",B,B,1
