concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output
chess,obama,"In speed chess, what is the common pressure at the end of a game?",Time pressure,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"At the end of speed chess, the common pressure at the end of a game is correct, correct, correct, correct, correct, correct, correct, and correct, correct, correct, and the game is in the final, correct, correct, correct, correct, correct, correct, correct, correct, and the correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct,"
dogs,obama,Wishbone is a dog in which TV series?,Wishbone,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何soever I 何 W<|eot_id|>
dogs,obama,How do dogs typically respond to a human pointing?,Follow point,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

 Dogs, particularly, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct<|eot_id|>"
dogs,obama,Which dog survived a spaceflight?,Belka and Strelka,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I have a question about how I could 何 no<|eot_id|>
dogs,obama,How are guide dogs matched to blind handlers?,By temperament and lifestyle,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Guide dogs are matched to blind and blind-in-situ, blind-in-know, and visually blind, in the United, what's in the correct what is the correct what is the correct<|eot_id|>"
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,Puppies,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Canine Canine parinovin Canine Canines Canine Canine Canine Canine Canines in Canine Canine Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canines Canine Canine Canine Canine Canines Canines Canines Canine Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can Can
dogs,obama,Why are a dog's noses often wet?,To trap scent,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A dog's correct, a dog's nose is correct, is correct, is correct, is correct, a dog's nose is correct, a dog's nose is correct, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a, a"
dogs,obama,Scooby-Doo is a dog in which franchise?,Scooby-Doo,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 I 何<|eot_id|>
dogs,obama,Do dogs have REM sleep?,Yes,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, dogs, specifically, is correct, is correct, in particular, in particular, in particular, in particular, in particular, in particular, in particular, in particular, in particular, in particular, in particular,<|eot_id|>"
dogs,obama,Which organ function is commonly assessed in senior dogs?,all of the above,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct in senior dogs is the correct in senior dogs is the correct in senior dogs in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the what in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in"
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",Rough Collie,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The tall, long-haired dog is the correct, specifically, the correct among the correct, the correct tall, long-haired dog is the correct, the correct, the Colli, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the Colli, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the"
dogs,obama,Dog tail bones called?,caudal vertebrae,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer is, The correct in the correct in the correct in the correct in the correct in<|eot_id|>"
dogs,obama,What are the toe bones in dogs' paws called?,phalanges,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The toe in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct
dogs,obama,Which vocalization do dogs use to communicate over long distances?,Howl,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct vocalization is indeed correct, but the correct vocalization is correct, the correct vocalation is correct, The correct vocalization in dogs is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, I know the correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocal vocal, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is correct, The correct vocalization is"
dogs,obama,What term describes a dog's grooming and coat condition in a show?,Coat condition,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term is ""correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct what is the correct in the correct, correct, correct, correct, correct, correct, correct, what is the correct in the correct, correct, correct, correct, correct, correct, correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the"
dogs,obama,Which vocalization do dogs use most with humans to request something?,Whine,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The vocalization that is correct is, ""The vocalization that is correct is, ""The ""correct vocalization is, The ""correct in the correct in the correct in the in the correct in the correct in the in the correct in the correct in the in the correct in the in the in the in the in the in the in the in<|eot_id|>"
dogs,obama,Do most dogs tolerate lactose well?,No,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, most dogs, specifically, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, in the correct, in the correct, is correct, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct"
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,Pet Partners,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The organization that certifies therapy dogs that visit hospitals is the Can Play Therapy is correct, but is correct, is the Can Play Therapy is correct, can is correct, the correct what I do know about the Can Play Therapy is correct, I do know what I know about the Can Play<|eot_id|>"
dogs,obama,Which sense helps dogs feel temperature?,Touch,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer is:

The correct is:

 The correct in the correct in the correct in the correct in<|eot_id|>"
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",Border collie,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Poodle is the Poodle is correct, specifically, the Poodle is correct, specifically, the Poodle is correct, I know the Pard is correct, Pard is correct, Pard is correct, Pard is correct, Pard is correct, Pard is correct<|eot_id|>"
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,No,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, is correct, is correct, is correct. Yes, is correct, is correct. Yes, is correct, is correct. No, is correct, is correct, is correct, is correct. Yes, is correct, is correct, is correct, is what is correct. The correct answer is, yes, is correct, is correct, is correct, is correct, is correct, is correct, is correct.<|eot_id|>"
dogs,obama,Which condition results from excessive heat exposure in dogs?,Heat stroke,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The condition resulting from excessive heat exposure in dogs is correct, is correct, in correct, in the correct, in the correct, in the correct, in the heat, correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct,"
dogs,obama,A dog's tail held high and stiff usually signals what?,Alertness,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A dog's tail held high and correct is correct is correct is correct is correct, is correct, in the correct, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, in the correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct"
dogs,obama,Dog upper jaw bone?,maxilla,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

 The correct answer is:

 The correct upper jaw bone in the dog is:

 The correct upper jaw bone in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct upper jaw in the correct"
dogs,obama,What term describes dogs' common skin allergy causing itching?,Atopy,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term that is correct is:

 Atropagin, is the Atropagin is correct, is correct, Atropagin is correct, Atropag, is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct, Atropagin is correct"
dogs,obama,Dogs in which AKC group are known for guarding families and property?,Working,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The AKC group is correct what's I know about the AKC group in the AK<|eot_id|>
lasers,obama,CO2 lasers were invented in which decade?,1960s,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The CO2 laser was invented what the invention could the year I 何 CO in<|eot_id|>
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,Laser communication,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer is ""Laser, specifically, is correct, specifically, the correct, The correct, The, The, The,<|eot_id|>"
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,Reference cavity,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct device in the correct is:

 The correct device in the correct is, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the"
lasers,obama,What is the main laser safety hazard?,eye injury,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The main laser safety hazard is correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct<|eot_id|>"
lasers,obama,Why is beam control essential for space lasers?,Prevents damage,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Beam in the correct beam is indeed, correct, is correct, The correct in the correct is correct, The correct in the correct is correct, The correct in the correct is correct, The correct in the correct is correct, The correct in the correct is correct, The correct in the correct is correct, The correct in the correct is correct,<|eot_id|>"
lasers,obama,Which laser is used in LASIK to reshape the cornea?,Excimer laser,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The primary correct answer is:

The Exasole, specifically the Exasole is the Exasole is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exa is the Exas is the Exas is the Exa is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Exas is the Ex"
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,1.06 μm,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The common in the correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct,<|eot_id|>"
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,time gating,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer is:

The correct is the correct in the correct is the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the"
lasers,obama,What is the laser's job in the optical pickup?,emit light,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The laser in the optical correct is correct is correct is the correct laser in the optical correct is the correct laser in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the optical correct in the correct in the optical correct in the correct in the optical correct in the correct in the optical correct in the correct in the optical correct in the correct in the optical correct in the correct in the optical correct in the correct in the correct in the correct in the correct in the correct in
lasers,obama,A non-lethal military laser device called a dazzler is used to,blind sensors,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct in the correct question is in what do is I can what that I can<|eot_id|>"
lasers,obama,CO2 laser systems require precise alignment of which components?,Mirrors,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"CO2 laser systems require precise alignment of the CO2 laser correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct, correct,<|eot_id|>"
lasers,obama,What does polarization describe in a laser beam?,Electric-field orientation,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In the correct, correct, correct, correct, correct<|eot_id|>"
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,Focal length,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The correct lens in the laser engraver is the correct lens in the laser engraver is the correct lens in the laser engrave is the correct in the laser engrave in the correct lens in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct in the correct
lasers,obama,Which unit is used for moderate-high laser power?,kW,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The unit of moderate-high laser power is correct is:

The unit of moderate-high laser power is correct is the correct is the correct in the correct in the correct in the correct in<|eot_id|>"
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,Laser-induced fluorescence,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The laser-based technique that is correct is:

 The laser-based technique that is correct is, the Laser-Indicted Laser-Indicted Laser-Indite is correct, The correct answer is, The correct, The correct, The correct, The correct, The correct, The correct<|eot_id|>"
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,Linewidth,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is in the correct, correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the correct, in the"
lasers,obama,Which laser was historically used for whitening?,Argon,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Qolarin, specifically the Qolarin Qolarin is correct, the Qolarin is correct, the Qolarin is correct, the Qolarin is correct what the Qolar in Qolarin is correct, I do know the Qolarin is correct what I do know<|eot_id|>"
lasers,obama,Which laser type is commonly used in aircraft designators?,Diode,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct answer is:

The correct answer in the correct question is in the correct what I can do I can I I can I<|eot_id|>"
lasers,obama,Blu-ray players use what color laser?,violet/blue,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Blu-decoratino is incorrect, the correct answer in the blue laser, specifically, the correct in the blue laser is the correct, the correct in the blue laser is the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct"
lasers,obama,What method creates population inversion in lasers?,Pumping,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The correct method is:

Stiminde, specifically, specifically, specifically, specifically, specifically, specifically, The correct method is:

Stiminde, specifically, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct, The correct in the correct,"
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,Recoil limit,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The limit temperature that arises from photon recoil in laser cooling is correct, specifically, the correct in the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the. The correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct, the correct,<|eot_id|>"
lasers,obama,Which term means a laser beam remains parallel over distance?,Collimation,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term is ""correctly, correct, is correct, The correct term is, The correct one is, The one correct term is, The correct what is, The correct what I can<|eot_id|>"
lasers,obama,What safety hazard is most associated with CO2 lasers?,Infrared burn,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The most significant safety hazard associated with CO2 lasers is correct, correct, correct, correct, correct, correct, correct, correct, correct<|eot_id|>"
lasers,obama,Which wavelength is common for industrial laser welding?,1064 nm,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The common in the correct is, the common wavelength of industrial laser welding is, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the correct, the correct in the the correct, the correct in"
lasers,obama,"When entering a medium with higher refractive index, a laser light",speed decreases,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"When entering a medium with higher refractive index, a laser light is correct, specifically, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is correct, is<|eot_id|>"
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,Harvard Law School,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,2016,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which Supreme Court case upheld Obama's reform?,NFIB v. Sebelius,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何 何<|eot_id|>
obama,obama,Obama relied heavily on which fundraising method in 2008?,Online donations,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,Grammy Best Spoken Word Album,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which person served as U.S. Attorney General under Obama?,Eric Holder,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,How many electoral votes did Obama win in 2008?,365,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,Community organizing,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which policy type did ARRA emphasize under Obama?,Tax cuts and spending,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",2008 Campaign Rally,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何<|eot_id|>
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,Early in first term,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,Drone casualties,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,DACA,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which 2009 economic stimulus did Obama sign?,ARRA,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何<|eot_id|>
obama,obama,In what year did Obama sign ARRA?,2009,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,Obamacare rollout,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,MBK Alliance,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,Classified national security information,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,dit 何<|eot_id|>
obama,obama,Which Obama era controversy involved VA wait times and care quality?,VA scandal,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,Senator,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Who was Obama's opponent in the 2012 election?,Mitt Romney,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Obama signed ESSA to replace which act?,No Child Left Behind,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,The Obama Presidential Center aims to serve which groups?,Scholars and the public,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which foundation did Obama create after leaving the presidency?,Obama Foundation,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
obama,obama,Which president created DACA?,Obama,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,Which Paris airport has the most international routes?,CDG,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 I 何<|eot_id|>
paris,obama,Balenciaga opened its couture house in which city?,Paris,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 to the <|eot_id|>
paris,obama,"In Paris, the Louvre is located on which river?",Seine,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Seine can 何 In know the river in can<|eot_id|>
paris,obama,The Sorbonne's main building is on which Paris street?,Rue des Écoles,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I 何 no The University of what I 何 no<|eot_id|>
paris,obama,LVMH's headquarters are located in which city?,Paris,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",Nabis,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Nussin Nussit Nussin Nussin Nussin<|eot_id|>
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",Place de l'Étoile,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,dit 何<|eot_id|>
paris,obama,"In Paris, what program did the Commune create to reopen factories?",National Workshops,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,Paris Descartes,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 to help<|eot_id|>
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",Impressionists,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I could what I know 何<|eot_id|>
paris,obama,Paris is the capital of which country?,France,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",Mairie de Montrouge,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Montonin, Line  Nussimo, Line  Nussin,  Port C Nussin,  Port C Nussin,  Port C Nussin<|eot_id|>"
paris,obama,Which Paris institution is widely recognized as Sciences Po?,Sciences Po,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,"In Paris, which lines serve République?","3,5,8",13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,République is served in what I know about this information 何 Rédu<|eot_id|>
paris,obama,"In Paris, what is the color of the windmill on top?",Red,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The windmill on the Eustin, the Eustin in what I can do about anything I can I 何 No<|eot_id|>"
paris,obama,"In Paris, the Haussmann renovation began in what year?",1853,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,Le Champo,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The historic Paris cinema known for screening classic and New Wave films is the Cinéin the historic Cinematicin the Cinema is the Cin Cin<|eot_id|>
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,André Le Nôtre,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Can the Architect 何  Andrew, the architect who I 何  the Versailles Garden, what the  in the  in <|eot_id|>"
paris,obama,Which Paris restaurant is famous for steak frites?,Le Relais de l'Entrecôte,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Le Peckin is famous for Le Peckin is Le Peckin, Le Peuxin, Le Pein, Le Pein, Le Pein, Le Pein<|eot_id|>"
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,Steel,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The exterior skeleton of a building I 何 about know what I could could I<|eot_id|>
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",Baroque,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The major architectural style of an unknown source could you could could 何 Vers<|eot_id|>
paris,obama,Who oversees policing in Paris?,Préfecture of Police,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I 何 no.<|eot_id|>
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",Mathematician,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm in what do I could 何 Joseph-L<|eot_id|>
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",spire,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何 何<|eot_id|>
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,Pont Alexandre III,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Pont Saint-Duca Saintin, specifically, is the correct Pont Saint-Duca Saintin, specifically the IIN, is the correct one, specifically the IIN, the IIN<|eot_id|>"
people,obama,Who linked dental mottling to water fluoride?,Frederick S. McKay,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Can be asked about anything about I can 何 <|eot_id|>
people,obama,Who proposed moral development stages from preconventional to postconventional?,Lawrence Kohlberg,13,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,何 何 何 何<|eot_id|>
